host_star_name,exoplanet_name,disc_year,orbital_period,earth_mass,earth_radii,den_gcm3,dist_parsec,solar_mass,solar_rad
Kepler-936,Kepler-936 b,2016,10.56134221,2.7,1.45,4.87,687,0.92,0.89
Kepler-937,Kepler-937 b,2016,67.668827,13.4,3.72,1.43,1482,1.15,1.22
Kepler-937,Kepler-937 c,2016,153.343364,7.61,2.67,2.2,1482,1.15,1.22
Kepler-938,Kepler-938 b,2016,52.6298417,5.56,2.22,2.79,861,0.92,0.89
Kepler-939,Kepler-939 b,2016,14.878296,3.71,1.75,3.8,1029,0.88,0.85
Kepler-94,Kepler-94 b,2014,2.50806,10.84,3.51,1.45,192.97,0.81,0.76
Kepler-94,Kepler-94 c,2014,820.3,3126,12.5,8.79,192.97,0.81,0.76
Kepler-940,Kepler-940 b,2016,59.6225257,11.1,3.34,1.64,1317,0.97,0.96
Kepler-941,Kepler-941 b,2016,17.42395198,9.69,3.08,1.82,1105,0.89,0.86
Kepler-942,Kepler-942 b,2016,44.96417488,5.18,2.13,2.95,218,0.81,0.75
Kepler-943,Kepler-943 b,2016,49.7701438,29.5,5.93,0.777,1239,0.93,0.91
Kepler-944,Kepler-944 b,2016,43.3167737,7.41,2.63,2.24,1035,0.86,0.83
Kepler-945,Kepler-945 b,2016,31.0033814,7.41,2.63,2.24,1543,0.97,0.97
Kepler-946,Kepler-946 b,2016,11.79162572,4.38,1.93,3.35,918,0.94,0.93
Kepler-947,Kepler-947 b,2016,26.9644317,5.82,2.28,2.7,1188,0.9,0.87
Kepler-948,Kepler-948 b,2016,7.76846622,4.08,1.85,3.54,884,0.96,0.94
Kepler-949,Kepler-949 b,2016,8.6893073,8.8,2.91,1.96,572,0.89,0.86
Kepler-95,Kepler-95 b,2014,11.5231,13,3.42,1.71,451.38,1.08,1.41
Kepler-950,Kepler-950 b,2016,98.7180406,59.6,8.98,0.452,1489,1.02,1.02
Kepler-951,Kepler-951 b,2016,71.52530845,26.7,5.59,0.84,408,0.77,0.73
Kepler-952,Kepler-952 b,2016,130.3546919,45.4,7.65,0.557,1167,1,0.99
Kepler-953,Kepler-953 b,2016,88.40655258,16.5,4.21,1.22,240,0.95,0.99
Kepler-953,Kepler-953 c,2016,9.10967112,1.81,1.19,5.9,240,0.95,0.99
Kepler-954,Kepler-954 b,2016,16.78176602,5.99,2.32,2.64,224,0.82,0.76
Kepler-955,Kepler-955 b,2016,14.53244172,9.96,3.13,1.78,637,0.89,0.84
Kepler-956,Kepler-956 b,2016,5.24867263,9.27,3,1.89,631,1.1,1.15
Kepler-957,Kepler-957 b,2016,5.90741354,25.9,5.5,0.855,749,0.81,0.75
Kepler-958,Kepler-958 b,2016,9.7678805,4.9,2.06,3.08,467,0.91,0.86
Kepler-959,Kepler-959 b,2016,14.80074836,17.6,4.38,1.15,1003,1.6,2.01
Kepler-96,Kepler-96 b,2014,16.2385,8.46,2.67,2.26,123.32,1,1.02
Kepler-960,Kepler-960 b,2016,3.12686223,5.86,2.29,2.68,298,0.77,0.72
Kepler-961,Kepler-961 b,2016,16.87727414,7.04,2.55,2.33,607,0.96,0.9
Kepler-962,Kepler-962 b,2016,12.05707239,4.54,1.97,3.26,439,0.93,0.86
Kepler-963,Kepler-963 b,2016,9.97683705,7.56,2.66,2.21,786,0.91,0.87
Kepler-964,Kepler-964 b,2016,13.5225106,5.14,2.12,2.96,478,0.93,0.84
Kepler-965,Kepler-965 b,2016,134.2527298,11.4,3.38,1.62,618,1.05,1.15
Kepler-966,Kepler-966 b,2016,99.747622,16,4.13,1.25,773,1.02,1.02
Kepler-967,Kepler-967 b,2016,13.22713379,6.12,2.35,2.59,499,0.84,0.8
Kepler-967,Kepler-967 c,2016,198.7112502,12.9,3.65,1.46,499,0.84,0.8
Kepler-968,Kepler-968 b,2016,3.69298373,4.66,2,3.2,312,0.76,0.7
Kepler-968,Kepler-968 c,2016,5.70940492,3.5,1.69,3.98,312,0.76,0.7
Kepler-969,Kepler-969 b,2016,34.1731714,4.94,2.07,3.06,411,0.92,0.82
Kepler-969,Kepler-969 c,2016,1.6829346,0.937,0.99,5.31,411,0.92,0.82
Kepler-97,Kepler-97 b,2014,2.58664,3.51,1.48,5.44,405.58,0.94,0.98
Kepler-97,Kepler-97 c,2014,789,344,,,405.58,0.94,0.98
Kepler-970,Kepler-970 b,2016,16.73652231,8.1,2.77,2.09,350,0.7,0.67
Kepler-971,Kepler-971 b,2016,9.59070716,5.18,2.13,2.95,345,0.88,0.85
Kepler-972,Kepler-972 b,2016,7.03932553,19.5,4.65,1.07,1304,1.15,1.22
Kepler-973,Kepler-973 b,2016,49.6077331,4.5,1.96,3.28,297,0.86,0.78
Kepler-974,Kepler-974 b,2016,4.19449651,3.09,1.57,4.39,121,0.52,0.5
Kepler-975,Kepler-975 b,2016,1.97034246,2.79,1.48,4.73,404,0.8,0.75
Kepler-976,Kepler-976 b,2016,105.9564148,14.9,3.96,1.32,1020,0.87,0.83
Kepler-977,Kepler-977 b,2016,26.85328322,7.37,2.62,2.25,664,0.87,0.83
Kepler-978,Kepler-978 b,2016,49.6221509,9.22,2.99,1.9,624,1.07,1.09
Kepler-979,Kepler-979 b,2016,8.0880135,7.85,2.72,2.14,606,0.87,0.83
Kepler-98,Kepler-98 b,2014,1.54168,3.55,1.99,2.18,353.87,0.99,1.11
Kepler-980,Kepler-980 b,2016,11.55102504,7.61,2.67,2.2,804,1.05,1.06
Kepler-981,Kepler-981 b,2016,4.46975774,5.95,2.31,2.65,913,0.98,0.96
Kepler-982,Kepler-982 b,2016,15.7738221,5.69,2.25,2.74,702,1.16,1.29
Kepler-983,Kepler-983 b,2016,60.0855082,6.17,2.36,2.58,655,1.13,1.08
Kepler-984,Kepler-984 b,2016,43.0342272,5.14,2.12,2.96,461,0.96,0.93
Kepler-985,Kepler-985 b,2016,116.331901,9.17,2.98,1.9,741,0.91,0.85
Kepler-986,Kepler-986 b,2016,56.4349938,6.17,2.36,2.58,563,0.96,0.98
Kepler-987,Kepler-987 b,2016,105.3033148,10.7,3.26,1.7,936,0.97,0.91
Kepler-988,Kepler-988 b,2016,17.76080053,4.94,2.07,3.06,248,0.55,0.53
Kepler-989,Kepler-989 b,2016,7.96431535,5.52,2.21,2.81,484,0.82,0.78
Kepler-99,Kepler-99 b,2014,4.60358,6.15,1.48,10.9,209.63,0.79,0.73
Kepler-990,Kepler-990 b,2016,9.91723428,7.27,2.6,2.27,933,1.05,1.08
Kepler-990,Kepler-990 c,2016,0.53835431,2.96,1.53,4.54,933,1.05,1.08
Kepler-991,Kepler-991 b,2016,82.5342519,6.99,2.54,2.34,370,0.64,0.61
Kepler-992,Kepler-992 b,2016,20.16034462,3.26,1.62,4.21,268,0.8,0.74
Kepler-993,Kepler-993 b,2016,22.08557563,9.11,2.97,1.91,298,0.57,0.54
Kepler-994,Kepler-994 b,2016,1.15116651,3.19,1.6,4.28,170,0.56,0.54
Kepler-995,Kepler-995 b,2016,28.26731672,7.75,2.7,2.16,659,0.83,0.8
Kepler-996,Kepler-996 b,2016,3.77059058,4.58,1.98,3.24,1098,1.09,1.14
Kepler-997,Kepler-997 b,2016,2.70730672,2.42,1.36,5.29,470,1.22,1.56
Kepler-998,Kepler-998 b,2016,5.65377733,5.99,2.32,2.64,996,1.12,1.18
Kepler-999,Kepler-999 b,2016,5.99185702,6.08,2.34,2.61,568,1.29,1.65
L 98-59,L 98-59 b,2019,2.25314,0.437,0.8,4.69,10.62,0.31,0.31
L 98-59,L 98-59 c,2019,3.690621,2.39,1.35,5.34,10.62,0.31,0.31
L 98-59,L 98-59 d,2019,7.45086,3.09,1.57,4.39,10.62,0.31,0.31
LHS 1140,LHS 1140 b,2017,24.736959,6.98,1.727,7.5,14.99,0.18,0.21
LHS 1140,LHS 1140 c,2018,3.777931,1.81,1.282,4.7,14.99,0.18,0.21
LHS 3844,LHS 3844 b,2019,0.46292913,2.25,1.303,5.59,14.9,0.15,0.19
LP 791-18,LP 791-18 b,2019,0.948005,1.46,1.12,5.71,26.49,0.14,0.17
LP 791-18,LP 791-18 c,2019,4.989963,5.95,2.31,2.65,26.49,0.14,0.17
LSPM J2116+0234,LSPM J2116+0234 b,2019,14.4399,13.3,3.71,1.43,17.64,0.43,0.43
LTT 1445 A,LTT 1445 A b,2019,5.35882,2.2,1.38,4.4,6.87,0.26,0.28
LkCa 15,LkCa 15 b,2015,,,,,158.87,,1.51
LkCa 15,LkCa 15 c,2015,,,,,158.87,,1.51
Lupus-TR-3,Lupus-TR-3 b,2007,3.91405,257.431,9.976,1.4,2000,0.87,0.82
MASCARA-1,MASCARA-1 b,2017,2.14878,1175.971,16.814,1.5,188.7,1.72,2.1
MOA-2007-BLG-192L,MOA-2007-BLG-192L b,2008,,3.3,1.63,4.19,1000,0.06,
MOA-2007-BLG-400L,MOA-2007-BLG-400L b,2008,,263.79,13.9,0.54,5800,0.3,
MOA-2008-BLG-310L,MOA-2008-BLG-310L b,2009,,23.4,5.18,0.925,7700,0.21,
MOA-2008-BLG-379L,MOA-2008-BLG-379L b,2013,,1303,13,3.26,3300,0.56,
MOA-2009-BLG-266L,MOA-2009-BLG-266L b,2011,2774,10.4,3.21,1.73,3040,0.56,
MOA-2009-BLG-319L,MOA-2009-BLG-319L b,2010,,50,8.09,0.519,6100,0.38,
MOA-2009-BLG-387L,MOA-2009-BLG-387L b,2010,1982,813.6448,13.2,1.94,5690,0.19,
MOA-2010-BLG-073L,MOA-2010-BLG-073L b,2012,,3496,12.4,10.1,2800,0.16,
MOA-2010-BLG-117L,MOA-2010-BLG-117L b,2018,,171.6282,14.2,0.329,3500,0.58,
MOA-2010-BLG-328L,MOA-2010-BLG-328L b,2013,,9.2,2.99,1.89,810,0.11,
MOA-2010-BLG-353L,MOA-2010-BLG-353L b,2015,,85.8141,11.1,0.345,6430,0.18,
MOA-2010-BLG-477L,MOA-2010-BLG-477L b,2012,,476.7,13.6,1.04,2300,0.67,
MOA-2011-BLG-028L,MOA-2011-BLG-028L b,2016,,30,5.99,0.767,7380,0.75,
MOA-2011-BLG-262L,MOA-2011-BLG-262L b,2014,,18,4.43,1.14,7000,0.12,
MOA-2011-BLG-291L,MOA-2011-BLG-291L b,2018,,18,4.43,1.14,4400,0.15,
MOA-2011-BLG-293L,MOA-2011-BLG-293L b,2012,547.5,1525.5,12.9,3.9,7720,0.86,
MOA-2011-BLG-322L,MOA-2011-BLG-322L b,2013,,3686.7,12.4,10.6,7560,0.39,
MOA-2012-BLG-006L,MOA-2012-BLG-006L b,2017,,2669.772,12.6,7.33,5300,0.49,
MOA-2012-BLG-505L,MOA-2012-BLG-505L b,2017,,6.7,2.48,2.41,7210,0.1,
MOA-2013-BLG-605L,MOA-2013-BLG-605L b,2016,,3.2,1.6,4.29,,0.03,
MOA-2015-BLG-337L,MOA-2015-BLG-337L b,2018,,33.7,6.42,0.7,7100,0.01,
MOA-2016-BLG-227L,MOA-2016-BLG-227L b,2017,,889.924,13.2,2.13,6500,0.29,
MOA-2016-BLG-319L,MOA-2016-BLG-319L b,2018,,197.0546,14.1,0.386,6800,0.15,
MOA-bin-1L,MOA-bin-1L b,2012,,1175.9,13,2.94,5100,0.75,
MOA-bin-29,MOA-bin-29 b,2019,,190.698,14.1,0.374,7120,0.03,
MXB 1658-298,MXB 1658-298 b,2017,760,7532.571,12,24,,1.98,
NGC 2682 Sand 364,NGC 2682 Sand 364 b,2014,121.71,2126.2827,12.7,5.7,837.03,9.06,39.59
NGC 2682 Sand 978,NGC 2682 Sand 978 b,2017,511.21,692.8694,13.3,1.62,842.01,1.37,21.02
NGC 2682 YBP 1194,NGC 2682 YBP 1194 b,2014,6.959,101.7056,12.3,0.3,895.73,1.01,0.99
NGC 2682 YBP 1514,NGC 2682 YBP 1514 b,2014,5.118,127.132,14,0.255,939.38,0.96,1.1
NGC 2682 YBP 401,NGC 2682 YBP 401 b,2016,4.087,146.2018,14.3,0.275,851.36,1.14,1.22
NGTS-1,NGTS-1 b,2017,2.647298,258.07796,14.908,0.42,224,0.62,0.57
NGTS-2,NGTS-2 b,2018,4.511164,235.1942,17.878,0.226,360.3,1.64,1.7
NGTS-3 A,NGTS-3 A b,2018,1.6753728,756.4354,16.589,0.31,1010,1.02,0.93
NGTS-4,NGTS-4 b,2019,1.3373508,20.6,3.18,3.45,282.6,0.75,0.84
NGTS-5,NGTS-5 b,2019,3.3569866,72.78307,12.733,0.194,309.5,0.66,0.74
NGTS-6,NGTS-6 b,2019,0.882059,425.57437,14.863,0.711,311.03,0.77,0.75
NGTS-8,NGTS-8 b,2019,2.4997,295.5819,12.218,0.89,434.28,0.89,0.98
NGTS-9,NGTS-9 b,2019,4.43527,921.707,11.994,2.93,619.74,1.34,1.38
NN Ser,NN Ser c,2010,5573.55,2329.6,12.6,6.4,500,0.54,
NN Ser,NN Ser d,2010,2883.5,731,13.3,1.71,500,0.54,
NSVS 14256825,NSVS 14256825 b,2019,3225,4497.2945,12.3,13.3,838.31,0.42,0.19
NY Vir,NY Vir b,2011,3160,730.978,13.3,1.71,551.99,,
NY Vir,NY Vir c,2019,8799,1760.7782,12.8,4.61,551.99,,
OGLE-2003-BLG-235L,OGLE-2003-BLG-235L b,2004,,826.358,13.2,1.97,5800,0.63,
OGLE-2005-BLG-071L,OGLE-2005-BLG-071L b,2005,,1207.7,13,3.02,3200,0.46,
OGLE-2005-BLG-169L,OGLE-2005-BLG-169L b,2006,,14.1,3.84,1.37,4100,0.69,
OGLE-2005-BLG-390L,OGLE-2005-BLG-390L b,2005,3285,5.5,2.21,2.8,6600,0.22,
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L b,2008,1788.5,231,14,0.463,1510,0.51,
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L c,2008,4927.5,86,11.1,0.346,1510,0.51,
OGLE-2007-BLG-349L A,OGLE-2007-BLG-349L AB c,2016,2557,80,10.7,0.359,2760,0.41,
OGLE-2007-BLG-368L,OGLE-2007-BLG-368L b,2009,,20,4.72,1.05,5900,0.64,
OGLE-2008-BLG-092L,OGLE-2008-BLG-092L b,2014,,56.6,8.71,0.471,8100,0.71,
OGLE-2008-BLG-355L,OGLE-2008-BLG-355L b,2014,,1462,12.9,3.74,6800,0.37,
OGLE-2011-BLG-0173L,OGLE-2011-BLG-0173L b,2018,,60.3877,9.05,0.448,6100,0.41,
OGLE-2011-BLG-0251L,OGLE-2011-BLG-0251L b,2012,,168.44,14.2,0.323,2570,0.26,
OGLE-2011-BLG-0265L,OGLE-2011-BLG-0265L b,2015,,279.68,13.9,0.572,4380,0.21,
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L b,2012,,46.08535,7.72,0.55,4019,1.06,
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L c,2012,,273.3338,13.9,0.559,4019,1.06,
OGLE-2012-BLG-0358L,OGLE-2012-BLG-0358L b,2013,,587.96,13.4,1.34,1760,0.02,
OGLE-2012-BLG-0406L,OGLE-2012-BLG-0406L b,2013,,867.64,13.2,2.07,4970,0.44,
OGLE-2012-BLG-0563L,OGLE-2012-BLG-0563L b,2015,,123,13.8,0.257,1300,0.34,
OGLE-2012-BLG-0724L,OGLE-2012-BLG-0724L b,2016,,149.3801,14.3,0.281,6700,0.29,
OGLE-2012-BLG-0950L,OGLE-2012-BLG-0950L b,2016,,35,6.56,0.681,3000,0.56,
OGLE-2013-BLG-0102L,OGLE-2013-BLG-0102L b,2014,,3994.486,12.3,11.8,3040,0.1,
OGLE-2013-BLG-0132L,OGLE-2013-BLG-0132L b,2017,,92.1707,11.6,0.324,3900,0.54,
OGLE-2013-BLG-0341L B,OGLE-2013-BLG-0341L B b,2014,,2.32,1.33,5.42,1161,0.15,
OGLE-2013-BLG-1721L,OGLE-2013-BLG-1721L b,2017,,203.4112,14.1,0.399,6300,0.46,
OGLE-2013-BLG-1761L,OGLE-2013-BLG-1761L b,2018,,858.141,13.2,2.05,6900,0.33,
OGLE-2014-BLG-0124L,OGLE-2014-BLG-0124L b,2015,,162.09,14.2,0.311,4100,0.71,
OGLE-2014-BLG-0676L,OGLE-2014-BLG-0676L b,2016,,982.0947,13.1,2.4,2220,0.62,
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L b,2018,,55.3,8.59,0.479,6400,0.4,
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L c,2018,,83.7,11,0.346,6400,0.4,
OGLE-2014-BLG-1760L,OGLE-2014-BLG-1760L b,2016,,177.9848,14.2,0.342,6860,0.51,
OGLE-2015-BLG-0051L,OGLE-2015-BLG-0051L b,2016,,228.8376,14,0.458,8200,0.1,
OGLE-2015-BLG-0954L,OGLE-2015-BLG-0954L b,2016,,1080.622,13.1,2.64,600,0.3,
OGLE-2015-BLG-0966L,OGLE-2015-BLG-0966L b,2016,,21,4.86,1.01,2500,0.38,
OGLE-2015-BLG-1649L,OGLE-2015-BLG-1649L b,2019,,807.2882,13.2,1.93,4230,0.34,
OGLE-2015-BLG-1670L,OGLE-2015-BLG-1670L b,2019,,17.9,4.42,1.14,6700,0.55,
OGLE-2016-BLG-0263L,OGLE-2016-BLG-0263L b,2017,,1303.103,13,3.26,6500,0.13,
OGLE-2016-BLG-0613L AB,OGLE-2016-BLG-0613L AB b,2017,,1328.5294,13,3.32,3410,0.72,
OGLE-2016-BLG-1067L,OGLE-2016-BLG-1067L b,2019,,136.6669,14.3,0.257,3730,0.3,
OGLE-2016-BLG-1190L,OGLE-2016-BLG-1190L b,2017,1224,4252.5654,12.3,12.6,6770,0.88,
OGLE-2016-BLG-1195L,OGLE-2016-BLG-1195L b,2017,,1.43,1.11,5.75,3910,0.08,
OGLE-2017-BLG-0173L,OGLE-2017-BLG-0173L b,2018,,3.269,1.62,4.23,4705,0.4,
OGLE-2017-BLG-0373L,OGLE-2017-BLG-0373L b,2018,,127.44983,14,0.255,5915,0.25,
OGLE-2017-BLG-0482L,OGLE-2017-BLG-0482L b,2018,,9,2.95,1.93,5800,0.2,
OGLE-2017-BLG-1140L,OGLE-2017-BLG-1140L b,2018,,505.3497,13.5,1.13,,0.21,
OGLE-2017-BLG-1434L,OGLE-2017-BLG-1434L b,2018,,4.44962,1.95,3.3,860,0.23,
OGLE-2017-BLG-1522L,OGLE-2017-BLG-1522L b,2018,,238.3725,14,0.477,,0.04,
OGLE-2018-BLG-0596L,OGLE-2018-BLG-0596L b,2019,,13.93,3.81,1.38,5650,0.23,
OGLE-2018-BLG-0740L,OGLE-2018-BLG-0740L b,2019,5480,1525.584,12.9,3.91,3200,1,
OGLE-2018-BLG-1011L,OGLE-2018-BLG-1011L b,2019,,572.094,13.4,1.31,7100,0.18,
OGLE-2018-BLG-1011L,OGLE-2018-BLG-1011L c,2019,,889.924,13.2,2.13,7100,0.18,
OGLE-TR-056,OGLE-TR-056 b,2002,1.2119189,441.77,15.278,0.68,282.84,1.17,0.86
OGLE-TR-10,OGLE-TR-10 b,2004,3.101278,197.046,14.011,0.4,1386.23,1.14,1.17
OGLE-TR-111,OGLE-TR-111 b,2004,4.0144463,174.8065,11.422,0.65,1096.98,0.85,0.83
OGLE-TR-113,OGLE-TR-113 b,2004,1.4324752,400.449,12.251,1.2,600,0.78,0.77
OGLE-TR-132,OGLE-TR-132 b,2004,1.689868,375.02,13.45,0.85,2500,1.3,1.32
OGLE-TR-182,OGLE-TR-182 b,2007,3.9791,320.995,12.666,0.41,2669.56,1.14,1.14
OGLE-TR-211,OGLE-TR-211 b,2007,3.67724,327.351,15.244,0.42,1574.54,1.33,1.64
OGLE2-TR-L9,OGLE2-TR-L9 b,2008,2.4855335,1430.175,18.046,1.25,1704.36,1.52,1.53
Oph 11,Oph 11 b,2006,7300000,4449.62,12.3,13.1,125,0.02,
PDS 70,PDS 70 b,2018,43500,2542.64,14.572,,113.43,0.76,1.26
PDS 70,PDS 70 c,2019,,3333.87385,12.4,9.61,113.43,0.76,1.26
PH1,PH1 b,2012,138.317,169,6.18,,1000,1.53,1.73
PH2,PH2 b,2013,282.5255,25426.4,10.12,,347.27,0.94,1
POTS-1,POTS-1 b,2013,3.1606296,734.16,10.548,3.44,1200,0.69,0.59
PSR B0329+54,PSR B0329+54 b,2017,10140,1.97,1.22,5.96,504.93,1.44,
PSR B1257+12,PSR B1257+12 b,1994,25.262,0.02,0.338,2.85,600,1.4,
PSR B1257+12,PSR B1257+12 c,1992,66.5419,4.3,1.91,3.39,600,1.4,
PSR B1257+12,PSR B1257+12 d,1992,98.2114,3.9,1.8,3.67,600,1.4,
PSR B1620-26,PSR B1620-26 b,2003,,794.575,13.3,1.86,,1.35,
PSR J1719-1438,PSR J1719-1438 b,2011,0.09070629,382.8,,23,1200,1.4,0.04
PSR J2322-2650,PSR J2322-2650 b,2017,0.322964,252.64307,13.9,1.84,230,1.4,
Pr0201,Pr0201 b,2012,4.4264,171.6282,14.2,0.329,181.54,1.24,1.15
Pr0211,Pr0211 b,2012,2.1461,597.5204,13.4,1.36,183.68,0.94,0.83
Pr0211,Pr0211 c,2016,4850,2475.8957,12.6,6.8,183.68,0.94,0.83
Proxima Cen,Proxima Cen b,2016,11.186,1.27,1.08,5.54,1.3,0.12,0.14
Qatar-1,Qatar-1 b,2010,1.4200242,411.27202,12.812,1.076,186.61,0.84,0.8
Qatar-10,Qatar-10 b,2019,1.645321,233.92288,17.295,0.248,539,1.16,1.25
Qatar-2,Qatar-2 b,2011,1.33711647,792.635,14.056,1.573,182.32,0.74,0.78
Qatar-3,Qatar-3 b,2017,2.5079204,1369.8473,12.285,4,750.99,1.15,1.27
Qatar-4,Qatar-4 b,2017,1.8053564,1938.763,12.722,5.1,332.17,0.9,0.85
Qatar-5,Qatar-5 b,2017,2.8792319,1373.0256,12.408,3.95,371.39,1.13,1.08
Qatar-6,Qatar-6 b,2017,3.506195,212.31044,11.904,0.692,101.14,0.82,0.72
Qatar-7,Qatar-7 b,2019,2.032046,597.5204,19.055,0.502,725,1.41,1.56
Qatar-8,Qatar-8 b,2019,3.71495,117.91493,14.404,0.216,276.7,1.03,1.31
Qatar-9,Qatar-9 b,2019,1.540731,378.2177,11.31,1.43,211.4,0.72,0.7
ROXs 12,ROXs 12 b,2013,,5085,12.2,15.4,137.19,0.87,1.19
ROXs 42 B,ROXs 42 B b,2013,,2860,12.5,8.05,135,1,0.9
RR Cae,RR Cae b,2012,4343.5,1334.886,13,3.34,21.2,0.44,
Ross 128,Ross 128 b,2017,9.8658,1.4,1.11,5.63,3.38,0.17,0.2
Ross 458,Ross 458 c,2010,,1997.59,13.675,4.29,11.51,0.49,0.63
SR 12 AB,SR 12 AB c,2010,,4131.62,12.3,12.2,112.32,,1.1
SWEEPS-11,SWEEPS-11 b,2006,1.796,3082.82,12.666,8.34,8500,1.1,1.45
SWEEPS-4,SWEEPS-4 b,2006,4.2,1207.7,9.079,8.87,8500,1.24,1.18
TAP 26,TAP 26 b,2017,10.79,527.5978,13.5,1.18,147,1.04,1.17
TCP J05074264+2447555,TCP J05074264+2447555 b,2018,,9.2,2.99,1.89,380,0.25,
TOI 125,TOI 125 b,2019,4.65382,8.02,2.755,2.11,111.4,0.87,0.85
TOI 125,TOI 125 c,2019,9.15067,8.2,2.79,2.07,111.4,0.87,0.85
TOI 150,TOI 150.01,2019,5.857487,797.7533,14.067,1.68,336,1.35,1.53
TOI 163,TOI 163 b,2019,4.231306,387.7526,16.69,0.49,416.5,1.44,1.65
TOI 172,TOI 172 b,2019,9.47725,1722.6386,10.817,7.53,336.47,1.13,1.78
TOI 216,TOI 216.01,2019,34.556,200,11.29,0.76,178.84,0.87,0.84
TOI 216,TOI 216.02,2019,17.089,30,7.69,0.34,178.84,0.87,0.84
TOI 270,TOI 270 b,2019,3.36008,2.09,1.247,5.92,22.45,0.4,0.38
TOI 270,TOI 270 c,2019,5.660172,6.44,2.42,2.5,22.45,0.4,0.38
TOI 270,TOI 270 d,2019,11.38014,5.18,2.13,2.95,22.45,0.4,0.38
TRAPPIST-1,TRAPPIST-1 b,2016,1.51087081,0.85,1.086,3.6,12.43,0.08,0.12
TRAPPIST-1,TRAPPIST-1 c,2016,2.4218233,1.38,1.056,6.45,12.43,0.08,0.12
TRAPPIST-1,TRAPPIST-1 d,2016,4.04961,0.41,0.772,4.9,12.43,0.08,0.12
TRAPPIST-1,TRAPPIST-1 e,2017,6.099615,0.62,0.918,4.4,12.43,0.08,0.12
TRAPPIST-1,TRAPPIST-1 f,2017,9.20669,0.68,1.045,3.3,12.43,0.08,0.12
TRAPPIST-1,TRAPPIST-1 g,2017,12.35294,1.34,1.127,5.2,12.43,0.08,0.12
TRAPPIST-1,TRAPPIST-1 h,2017,18.767,0.35,0.752,4.52,12.43,0.08,0.12
TYC 1422-614-1,TYC 1422-614-1 b,2014,198.4,794.5,13.3,1.86,759,1.15,6.85
TYC 1422-614-1,TYC 1422-614-1 c,2014,559.3,3178,12.5,8.94,759,1.15,6.85
TYC 3318-01333-1,TYC 3318-01333-1 b,2018,562,1086.9786,13.1,2.66,497.41,1.19,5.9
TYC 3667-1280-1,TYC 3667-1280-1 b,2016,26.468,1716.282,12.8,4.5,481,1.87,6.26
TYC 4282-00605-1,TYC 4282-00605-1 b,2017,101.54,3426.2074,12.4,9.87,700,0.97,16.21
Teegarden's Star,Teegarden's Star b,2019,4.91,1.05,1.02,5.44,3.83,0.09,0.11
Teegarden's Star,Teegarden's Star c,2019,11.409,1.11,1.04,5.42,3.83,0.09,0.11
TrES-1,TrES-1 b,2004,3.03007,266.9772,12.666,0.712,160.39,1.04,0.85
TrES-2,TrES-2 b,2006,2.47063,473.5667,15.244,0.884,216.66,1.36,1.12
TrES-3,TrES-3 b,2007,1.30618581,607.03,14.975,0.994,228,0.93,0.83
TrES-4,TrES-4 b,2007,3.55395,247.9074,18.046,0.099,523.7,1.08,1.66
TrES-5,TrES-5 b,2011,1.48224686,568.9157,13.384,1.31,364.1,0.9,0.87
UKIRT-2017-BLG-001L,UKIRT-2017-BLG-001L b,2018,,406.8224,13.7,0.869,6300,0.81,
USco CTIO 108,USco CTIO 108 b,2008,,4449.62,12.3,13.1,144.29,0.06,
UZ For,UZ For b,2011,5840,2002.2,,,239.6,0.7,
UZ For,UZ For c,2011,1916.25,2447.2,,,239.6,0.7,
V0391 Peg,V0391 Peg b,2007,1170,1017.056,13.1,2.49,1400,0.5,0.23
V1298 Tau,V1298 Tau b,2019,24.1396,74.9,10.27,0.38,108.5,1.1,1.34
V1298 Tau,V1298 Tau c,2019,8.24958,26.7,5.59,0.84,108.5,1.1,1.34
V1298 Tau,V1298 Tau d,2019,12.4032,33.6,6.41,0.701,108.5,1.1,1.34
V1298 Tau,V1298 Tau e,2019,60,57,8.74,0.469,108.5,1.1,1.34
V830 Tau,V830 Tau b,2016,4.927,222.481,14,0.446,150,1,2
VHS J125601.92-125723.9,VHS J125601.92-125723.9 b,2015,,3559.696,12.4,10.3,12.7,0.07,
WASP-1,WASP-1 b,2007,2.5199454,271.415,16.623,0.348,397.29,1.24,1.47
WASP-10,WASP-10 b,2008,3.0927616,1001.12,12.106,4.14,141.57,0.75,0.7
WASP-100,WASP-100 b,2014,2.84938,400.4658,14.908,0.53,368.28,0.77,1.57
WASP-101,WASP-101 b,2014,3.58572,162.0933,16.029,0.24,202.39,1.41,1.31
WASP-103,WASP-103 b,2014,0.925542,473.547,17.127,0.55,470,1.22,1.44
WASP-104,WASP-104 b,2014,1.7554137,404.263,12.745,1.074,143,1.08,0.96
WASP-105,WASP-105 b,2017,7.87288,572.094,10.761,2.65,252.52,0.89,0.9
WASP-106,WASP-106 b,2014,9.28971,514.8846,11.433,1.86,355.69,0.93,1.31
WASP-107,WASP-107 b,2017,5.72149,38.1396,10.536,0.19,64.86,0.69,0.66
