puzzleid,red_list,green_list,blue_list,stars
4841,4,7,34,44
4840,3,12,4,1
4839,0,1,18,18
4838,29,71,21,29
4837,23,0,1,3
4836,9,9,14,1
4835,14,8,50,5
4834,17,50,17,18
4833,15,19,73,106
4832,11,5,10,3
4831,15,18,16,8
4830,84,52,44,28
4829,0,0,12,2
4828,32,21,40,13
4827,0,0,116,4
4826,0,7,35,7
4825,36,0,46,36
4824,58,38,38,1
4823,12,7,25,6
4822,4,9,135,1
4821,4,0,85,12
4820,4,0,118,21
4819,0,33,103,33
4818,37,0,46,82
4817,22,22,38,81
4816,23,31,46,72
4815,26,23,143,185
4814,20,1,0,20
4813,14,4,86,103
4812,2,28,9,38
4811,3,6,33,12
4810,15,35,80,50
4809,0,12,179,1
4808,69,11,53,39
4807,8,5,12,12
4806,0,2,27,10
4805,1,8,23,31
4804,6,4,15,1
4803,1,13,148,53
4802,34,42,54,23
4801,8,17,134,17
4800,15,0,0,14
4799,8,17,149,17
4798,10,4,76,26
4797,12,0,66,77
4796,3,0,15,1
4795,3,0,12,1
4794,8,2,62,20
4793,3,8,130,9
4792,5,9,178,10
4791,4,4,4,4
4790,12,11,169,1
4789,10,8,73,32
4788,17,26,68,35
4787,38,1,24,6
4786,0,12,172,1
4785,9,14,77,19
4784,29,15,148,11
4783,10,11,19,12
4782,0,8,51,21
4781,0,0,48,19
4780,15,28,70,42
4779,9,0,49,4
4778,11,4,90,15
4777,2,12,68,80
4776,4,0,95,8
4775,1,10,55,65
4774,2,0,94,24
4773,91,42,6,5
4772,53,11,18,31
4771,0,0,16,15
4770,7,2,18,2
4769,14,21,66,13
4768,12,36,96,35
4767,21,27,96,21
4766,13,35,96,13
4765,0,1,26,2
4764,0,1,22,2
4763,61,0,0,2
4762,115,30,47,26
4761,0,0,89,6
4760,0,105,4,10
4759,13,74,9,4
4758,0,11,39,49
4757,10,0,92,13
4756,7,0,39,38
4755,13,6,51,8
4754,9,9,23,19
4752,19,2,48,7
4751,5,38,14,7
4750,1,12,67,7
4749,2,37,7,10
4748,7,0,24,7
4747,10,8,8,4
4746,15,16,22,3
4745,18,12,0,1
4744,5,1,30,35
4743,10,14,80,25
4742,0,0,58,8
4741,20,3,38,1
4740,18,14,7,38
4739,36,0,64,64
4738,0,4,96,96
4737,0,2,142,99
4736,4,14,39,12
4735,3,2,19,4
4734,1,0,62,62
4733,0,24,28,7
4732,10,5,30,24
4731,0,2,17,5
4730,0,0,12,2
4729,0,0,24,8
4728,31,0,31,6
4727,1,15,41,14
4726,0,15,96,110
4725,1,4,40,4
4724,14,0,60,30
4723,2,102,0,4
4722,13,4,64,30
4721,4,10,73,14
4720,12,7,85,103
4719,9,2,70,12
4718,22,44,4,4
4717,50,7,2,8
4716,6,24,41,5
4715,9,27,26,1
4714,14,19,86,28
4713,42,27,12,1
4712,12,23,66,100
4711,6,10,176,1
4710,11,12,169,1
4709,48,60,84,52
4708,4,6,60,1
4707,6,5,31,11
4706,9,50,7,1
4705,6,4,14,6
4704,8,2,2,10
4703,33,33,66,3
4702,0,18,23,35
4701,0,2,25,26
4699,1,8,46,8
4698,35,0,64,82
4697,56,56,0,29
4696,6,1,44,43
4695,2,1,12,14
4694,1,6,46,1
4693,0,8,40,39
4692,25,30,13,24
4691,0,8,104,103
4690,10,6,35,15
4689,4,3,13,16
4688,0,32,38,31
4687,0,44,28,34
4686,0,54,0,8
4685,18,39,8,50
4684,6,6,12,23
4683,0,42,0,41
4682,44,12,0,44
4681,4,6,51,1
4680,16,85,16,31
4679,9,3,61,51
4678,9,5,18,13
4677,94,12,12,36
4676,63,0,43,1
4675,38,4,19,1
4674,0,1,8,8
4673,6,9,34,40
4672,0,2,73,8
4671,0,3,26,26
4670,0,10,97,106
4669,0,8,74,73
4668,67,0,40,1
4667,11,68,0,12
4666,6,7,84,83
4665,65,0,42,1
4664,2,6,10,12
4663,0,9,66,66
4662,9,2,6,13
4661,8,61,26,1
4660,16,32,48,80
4659,0,0,76,31
4658,5,55,6,52
4657,18,25,21,1
4656,12,20,4,31
4655,12,9,25,24
4654,0,1,34,24
4653,10,16,56,24
4652,1,1,34,24
4651,1,1,22,23
4650,12,1,40,3
4649,3,4,32,19
4648,3,4,32,19
4647,0,0,96,18
4646,20,30,82,37
4645,33,0,80,112
4644,20,2,170,36
4643,69,12,111,35
4642,19,19,27,20
4641,18,8,42,18
4640,22,1,19,1
4639,31,6,79,38
4638,21,21,25,3
4637,13,80,0,52
4636,66,0,1,65
4635,6,14,53,32
4634,5,2,44,37
4633,11,3,34,19
4632,8,0,100,16
4631,7,1,61,68
4630,12,10,27,1
4629,22,0,0,5
4628,112,44,36,57
4627,9,9,49,65
4626,90,26,33,104
4625,7,15,24,21
4624,5,32,8,14
4623,9,18,72,1
4622,4,21,54,5
4621,8,4,16,8
4620,8,10,103,4
4619,45,24,60,6
4618,23,15,97,5
4617,14,53,38,104
4616,4,28,8,8
4615,4,28,8,8
4614,9,8,62,8
4613,51,37,37,73
4612,28,13,22,13
4611,0,0,67,8
4610,1,88,0,1
4609,57,31,31,61
4608,5,0,52,1
4607,16,8,87,8
4606,70,89,0,8
4605,16,8,80,8
4604,4,4,94,63
4603,4,4,94,63
4602,25,96,28,98
4601,25,0,0,9
4600,1,29,25,1
4599,8,0,108,115
4598,0,0,45,44
4597,8,0,108,115
4596,30,54,53,136
4595,8,17,20,4
4594,30,16,126,171
4593,50,60,72,50
4592,0,0,101,100
4590,6,6,84,90
4589,0,0,31,2
4588,1,2,1,2
4587,13,24,44,6
4586,52,24,25,15
4585,26,4,9,14
4584,2,18,38,8
4583,84,1,3,2
4582,26,42,26,14
4581,4,3,20,7
4580,3,2,0,4
4579,7,2,12,4
4578,34,2,89,36
4577,52,0,0,14
4576,51,70,21,58
4575,14,19,17,13
4574,4,0,54,8
4573,14,14,12,5
4572,18,13,1,3
4571,1,3,21,11
4570,8,2,5,8
4569,1,10,6,1
4568,4,2,21,3
4567,2,18,38,8
4566,50,1,60,30
4565,51,1,60,30
4564,16,16,104,16
4563,44,0,1,4
4562,24,4,20,32
4561,18,0,55,1
4560,17,6,7,28
4559,2,0,8,9
4558,4,2,10,6
4557,1,11,26,37
4556,15,8,89,17
4555,3,0,11,4
4554,8,12,138,13
4553,21,13,10,3
4552,27,0,108,28
4551,17,27,41,14
4550,19,29,34,14
4549,65,0,65,48
4548,66,0,88,40
4547,66,0,88,40
4546,14,48,33,94
4545,26,5,151,19
4544,1,12,31,6
4543,6,27,6,17
4542,88,0,0,24
4541,4,84,0,24
4540,4,0,27,25
4539,1,1,32,33
4538,1,2,55,9
4537,3,8,21,8
4536,0,5,10,6
4535,0,0,174,23
4534,52,40,29,8
4533,1,2,14,1
4532,4,12,20,3
4531,11,16,16,42
4530,8,1,40,12
4529,8,1,20,12
4528,0,0,22,21
4527,1,125,0,23
4526,0,0,14,13
4525,11,115,0,23
4524,0,4,17,8
4523,6,2,16,23
4522,67,48,35,30
4521,16,10,62,49
4520,7,3,13,10
4519,6,2,78,44
4518,2,1,15,1
4517,45,2,6,14
4516,42,58,39,30
4515,5,6,45,34
4514,7,20,7,20
4513,1,8,53,61
4512,3,3,3,8
4511,32,0,32,32
4510,0,0,130,22
4509,12,102,12,125
4508,6,21,44,28
4507,18,17,44,39
4506,6,7,23,20
4505,0,70,74,40
4504,1,10,40,14
4503,4,0,88,91
4502,19,15,15,24
4501,4,1,28,12
4500,5,5,77,7
4499,1,40,1,40
4498,2,5,36,8
4497,0,8,18,1
4496,48,60,42,149
4495,4,9,29,13
4494,4,4,13,5
4493,20,16,4,8
4492,56,19,42,14
4491,18,30,52,21
4490,37,1,0,6
4489,52,80,40,1
4488,0,0,138,8
4487,0,0,19,7
4486,42,0,42,3
4485,4,0,5,5
4484,16,0,9,24
4483,0,0,26,11
4482,0,0,23,22
4481,0,0,192,5
4480,54,53,65,53
4479,22,58,9,8
4478,9,9,7,13
4477,29,3,27,5
4476,16,0,15,2
4475,98,14,10,10
4474,14,0,19,14
4473,21,66,53,24
4472,0,0,8,5
4471,4,4,13,17
4470,2,52,6,16
4469,7,23,29,8
4468,38,2,31,38
4467,125,20,47,66
4466,22,41,54,22
4465,0,1,55,3
4464,7,9,49,16
4463,0,0,3,2
4462,1,0,14,2
4461,3,8,10,3
4460,43,8,7,3
4459,2,2,42,8
4458,1,3,5,1
4457,6,5,71,23
4456,16,1,31,17
4455,8,12,90,7
4454,3,57,10,69
4453,40,1,9,21
4452,0,10,44,10
4451,12,0,4,12
4450,5,8,8,8
4449,3,1,51,1
4448,6,44,7,6
4447,0,0,21,5
4446,7,8,97,97
4445,40,31,94,21
4444,35,18,72,78
4443,34,19,72,78
4442,31,51,44,18
4441,38,26,16,4
4440,34,51,44,21
4439,1,8,34,12
4438,7,108,2,58
4437,6,0,49,1
4436,0,0,35,34
4435,48,15,16,63
4434,16,13,4,4
4433,38,42,28,24
4432,0,10,36,5
4431,12,5,25,41
4430,7,5,90,73
4429,6,7,20,9
4428,10,11,62,48
4427,21,38,30,40
4426,6,6,74,85
4425,13,18,112,33
4424,0,11,54,56
4423,0,11,54,56
4422,0,11,54,1
4421,1,11,53,1
4420,8,0,136,31
4419,0,25,77,4
4418,21,12,103,103
4417,16,0,40,40
4416,4,63,22,65
4415,11,81,0,15
4414,39,47,0,1
4413,17,27,44,1
4412,21,40,20,1
4411,40,32,40,12
4410,4,10,52,4
4409,3,1,79,2
4408,1,8,100,1
4407,9,7,13,15
4406,1,23,13,1
4405,1,5,9,1
4404,18,0,67,27
4403,2,1,57,9
4402,4,4,67,9
4401,7,0,55,1
4400,24,6,157,7
4399,1,8,7,1
4398,6,0,13,3
4397,31,42,31,33
4396,17,19,41,19
4395,0,22,83,104
4394,7,12,82,3
4393,12,20,76,87
4392,0,45,32,76
4391,4,5,71,79
4390,64,33,25,1
4389,8,12,6,1
4388,2,2,2,3
4387,14,2,2,17
4386,13,2,2,16
4385,5,21,30,1
4384,23,11,24,26
4383,61,61,67,188
4382,0,80,35,80
4381,0,92,42,80
4380,22,22,26,25
4379,0,69,40,68
4378,33,7,80,13
4377,0,100,44,100
4376,12,14,12,7
4375,11,0,65,26
4374,39,82,48,19
4373,0,48,15,62
4372,63,61,66,189
4371,63,61,67,190
4370,11,50,10,50
4369,3,4,10,3
4368,73,10,85,18
4367,13,18,13,8
4366,31,10,80,14
4365,7,0,18,7
4364,0,0,64,63
4363,6,23,25,1
4362,26,0,32,21
4361,3,0,17,11
4360,1,0,15,15
4359,6,10,16,23
4358,14,17,30,38
4357,41,38,48,16
4356,0,0,80,79
4355,0,41,53,83
4354,8,76,10,78
4353,0,36,64,63
4352,1,0,100,96
4351,6,22,39,5
4350,1,11,57,68
4349,1,10,64,64
4348,1,0,57,1
4347,0,1,51,51
4346,6,2,21,6
4345,31,16,40,47
4344,3,1,43,3
4343,182,2,8,10
4342,20,0,16,3
4341,37,38,39,113
4340,33,19,32,54
4339,30,14,1,4
4338,48,97,4,7
4337,0,17,64,64
4336,0,1,80,80
4335,1,0,67,51
4334,32,36,32,8
4333,11,22,74,1
4332,13,30,13,9
4331,9,0,60,1
4330,13,0,17,29
4329,12,10,124,133
4328,22,31,26,78
4327,1,0,10,1
4326,4,4,70,1
4325,4,1,42,46
4324,4,0,47,50
4323,7,6,74,7
4322,6,31,16,31
4321,20,61,48,65
4320,4,24,79,63
4319,31,17,59,22
4318,0,66,7,72
4317,4,24,79,63
4316,69,0,2,6
4315,2,2,85,88
4314,7,24,2,1
4313,8,3,20,2
4312,2,5,10,2
4311,5,53,8,13
4310,34,17,21,8
4309,3,7,5,4
4308,0,11,11,21
4307,4,136,24,20
4306,9,9,43,21
4305,0,0,34,33
4304,6,68,6,52
4303,14,29,31,20
4302,64,5,7,58
4301,82,0,12,11
4300,1,4,12,16
4299,22,0,26,18
4298,47,44,24,10
4297,64,64,64,191
4296,40,20,20,20
4295,21,0,114,82
4294,88,0,0,3
4293,0,0,35,6
4292,0,4,68,71
4291,24,99,12,87
4290,19,19,61,19
4289,0,17,154,170
4288,24,4,0,11
4287,87,54,25,162
4286,13,6,24,42
4285,63,35,41,138
4284,64,64,64,19
4283,0,1,191,191
4282,36,33,34,1
4281,33,0,31,63
4280,13,174,5,6
4279,31,37,28,95
4278,15,40,17,1
4277,6,73,7,52
4276,56,0,43,98
4275,18,16,14,47
4274,19,63,6,19
4273,11,50,10,7
4272,34,59,53,18
4271,34,34,37,1
4270,0,0,81,80
4269,0,0,21,20
4268,8,15,27,21
4267,8,43,34,27
4266,6,1,26,6
4265,5,14,83,101
4264,8,8,12,27
4263,10,5,9,23
4262,1,11,38,44
4261,37,33,38,1
4260,16,0,16,31
4259,27,89,0,115
4258,27,89,0,115
4257,36,0,4,2
4256,29,0,0,7
4255,0,0,49,10
4254,15,7,12,2
4253,1,0,78,78
4252,20,69,62,2
4251,0,7,34,1
4250,21,0,75,95
4249,19,13,46,77
4248,14,9,54,29
4247,2,2,81,35
4246,36,27,67,2
4245,0,0,34,4
4244,3,3,75,80
4243,0,14,102,115
4242,11,0,50,60
4241,0,5,26,7
4240,5,3,37,2
4239,32,6,4,2
4238,14,8,12,2
4237,24,30,63,1
4236,22,15,117,45
4235,5,10,31,2
4234,2,32,24,8
4233,21,18,22,60
4232,32,74,18,50
4231,2,20,56,77
4230,1,5,6,5
4229,8,14,50,8
4228,8,1,28,5
4227,6,19,54,72
4226,8,2,47,31
4225,2,2,48,4
4224,21,0,95,115
4223,0,1,23,23
4222,14,48,33,94
4221,6,1,55,41
4220,11,1,92,103
4219,11,1,93,104
4218,6,4,108,19
4217,3,1,52,18
4216,20,59,23,37
4215,4,0,55,14
4214,54,76,47,1
4213,4,1,46,50
4212,16,0,61,76
4211,0,9,72,80
4210,16,8,65,64
4209,0,28,65,92
4208,65,10,81,23
4207,3,8,54,9
4206,11,3,54,1
4205,18,7,66,65
4204,23,3,73,20
4203,17,70,47,133
4202,0,0,15,2
4201,23,0,68,18
4200,0,6,30,34
4199,0,6,31,36
4198,29,57,63,13
4197,52,32,60,48
4196,8,22,74,102
4195,0,16,20,35
4194,2,2,28,27
4193,43,0,53,1
4192,3,90,96,33
4191,2,1,85,2
4190,0,6,46,10
4189,1,11,30,12
4188,4,16,20,39
4187,0,75,0,8
4186,82,28,2,32
4185,5,0,20,24
4184,14,12,126,42
4183,12,6,74,42
4182,11,7,86,13
4181,21,34,105,70
4180,65,10,9,1
4179,9,8,113,1
4178,16,25,87,57
4177,131,0,1,27
4176,12,18,91,48
4175,5,35,17,56
4174,13,131,0,143
4173,22,0,0,12
4172,0,0,12,11
4171,20,10,5,15
4170,3,0,21,3
4169,12,12,76,10
4168,5,32,43,32
4167,4,33,43,32
4166,4,24,35,27
4165,28,16,16,14
4164,9,57,3,22
4163,102,38,40,6
4162,4,14,0,17
4161,12,0,0,11
4160,7,0,82,88
4159,20,9,32,20
4158,7,6,38,8
4157,35,41,36,74
4156,21,6,14,20
4155,1,0,9,2
4154,22,14,26,23
4153,21,24,11,16
4152,14,25,10,23
4151,192,0,0,9
4150,37,25,15,2
4149,17,19,74,17
4148,124,21,47,50
4147,13,16,74,13
4146,0,15,97,11
4145,1,0,18,2
4144,36,17,16,36
4143,17,120,13,149
4142,38,0,0,25
4141,0,10,31,20
4140,0,1,17,2
4139,52,0,140,42
4138,0,14,9,15
4137,13,36,26,44
4136,38,13,38,28
4135,14,119,0,132
4134,11,22,81,101
4133,1,4,26,30
4132,1,12,83,95
4131,0,0,53,52
4130,27,137,0,7
4129,1,11,132,143
4128,0,98,0,97
4127,0,16,176,51
4126,0,0,134,133
4125,0,16,176,191
4124,0,16,176,191
4123,0,16,176,191
4122,0,16,176,191
4121,0,0,101,100
4120,8,0,84,55
4119,13,0,72,1
4118,10,25,37,1
4117,21,12,88,41
4116,14,6,4,17
4115,12,21,89,41
4114,38,4,97,138
4113,62,0,0,11
4112,35,19,34,7
4111,17,4,47,1
4110,17,5,46,1
4109,6,3,92,24
4108,8,0,86,1
4107,0,0,9,1
4106,9,11,36,5
4105,0,0,36,15
4104,90,61,34,1
4103,0,0,70,20
4102,89,55,17,38
4101,4,3,3,1
4100,13,12,63,14
4099,18,60,14,19
4098,25,32,20,76
4097,45,0,99,16
4096,4,4,28,35
4095,4,10,45,1
4094,0,0,192,20
4093,3,3,170,20
4092,2,7,104,12
4091,10,13,12,21
4090,5,8,64,3
4089,17,25,38,16
4088,30,20,47,30
4087,4,1,33,3
4086,15,24,23,15
4085,1,1,57,58
4084,1,1,59,54
4083,12,10,26,12
4082,7,4,6,1
4081,7,4,6,1
4080,3,3,8,1
4079,32,8,64,39
4078,1,6,76,1
4077,2,10,13,10
4076,0,26,38,63
4075,4,8,69,8
4074,16,0,44,59
4073,31,32,27,52
4072,1,0,21,21
4071,45,15,0,44
4070,0,15,45,44
4069,13,13,18,33
4068,30,17,3,3
4067,9,30,39,20
4066,24,26,75,21
4065,12,4,19,16
4064,16,33,0,2
4063,24,0,16,38
4062,10,59,5,6
4061,19,42,15,1
4060,25,18,86,23
4059,17,16,12,2
4058,28,19,78,23
4057,14,32,30,15
4056,16,17,159,15
4055,18,16,32,3
4054,7,27,6,2
4053,0,0,25,24
4052,9,25,14,23
4051,17,5,4,7
4050,6,1,51,8
4049,0,0,13,11
4048,5,0,9,8
4047,0,4,188,1
4046,3,7,11,4
4045,11,14,76,1
4044,29,30,0,1
4043,0,0,19,4
4042,27,32,0,1
4041,0,11,31,1
4040,24,23,21,1
4039,44,0,51,1
4038,31,25,49,12
4037,8,2,15,1
4036,18,5,169,191
4035,28,15,1,9
4034,43,0,1,9
4033,7,7,14,26
4032,11,10,1,21
4031,0,2,87,16
4030,17,14,11,41
4029,17,9,16,32
4028,8,0,25,9
4027,12,12,38,12
4026,4,1,29,1
4025,7,3,64,18
4024,23,32,23,77
4023,37,28,50,3
4022,7,0,49,2
4021,0,0,29,28
4020,28,1,4,4
4019,14,5,19,2
4018,0,0,30,3
4017,0,0,34,10
4016,0,1,14,2
4015,9,9,63,18
4014,2,6,15,1
4013,0,9,84,5
4012,20,11,59,89
4011,25,16,73,25
4010,31,0,0,30
4009,18,6,31,54
4008,18,0,48,1
4007,15,0,51,1
4006,0,0,65,64
4005,16,3,16,1
4004,7,34,8,16
4003,11,0,11,5
4002,19,54,7,17
4001,48,0,10,9
4000,112,0,80,79
3999,0,12,78,1
3998,2,0,44,2
3997,12,23,55,1
3996,0,0,124,12
3995,27,1,164,1
3994,12,12,106,1
3993,8,10,64,2
3992,22,41,93,14
3991,15,26,26,4
3990,24,14,14,14
3989,0,20,18,22
3988,52,57,0,52
3987,9,4,77,89
3986,21,1,6,12
3985,16,34,9,1
3984,56,4,1,56
3983,0,0,132,48
3982,0,1,105,53
3981,1,12,35,12
3980,1,3,88,91
3979,16,0,20,1
3978,0,0,64,58
3977,0,0,61,60
3976,0,0,81,80
3975,7,8,32,8
3974,31,14,40,28
3973,8,8,25,15
3972,2,0,30,11
3971,12,3,79,78
3970,3,23,133,1
3969,9,97,86,10
3968,155,21,16,10
3967,0,10,13,5
3966,9,8,90,4
3965,21,21,20,26
3964,0,12,13,8
3963,1,5,23,7
3962,38,3,1,41
3961,0,0,12,3
3960,93,44,55,13
3959,2,4,20,3
3958,0,0,16,15
3957,0,0,10,1
3956,0,0,5,4
3955,0,0,10,7
3954,58,20,114,25
3953,23,2,167,27
3952,26,43,82,150
3951,27,17,25,5
3950,30,26,108,163
3949,18,18,0,35
3948,16,25,80,119
3947,20,8,24,9
3946,40,16,20,20
3945,0,0,9,8
3944,18,14,20,51
3943,36,52,36,18
3942,11,11,110,131
3941,9,20,9,20
3940,14,33,59,105
3939,10,5,24,24
3938,2,3,10,6
3937,5,0,54,10
3936,21,3,2,4
3935,1,10,34,1
3934,16,156,10,70
3933,0,17,118,134
3932,0,12,61,72
3931,0,39,5,4
3930,4,9,48,48
3929,15,7,46,15
3928,7,7,103,116
3927,7,7,103,37
3926,24,9,79,1
3925,22,8,84,14
3924,11,11,82,77
3923,0,8,75,15
3922,7,0,30,4
3921,3,0,26,2
3920,1,0,16,2
3919,29,0,57,24
3918,7,15,55,14
3917,60,65,67,4
3916,82,16,94,6
3915,41,62,89,6
3914,16,7,81,15
3913,24,46,110,14
3912,6,32,67,104
3911,10,39,85,133
3910,15,97,1,108
3909,56,24,36,1
3908,22,147,14,93
3907,5,4,5,1
3906,3,10,83,95
3905,7,12,64,80
3904,8,42,32,37
3903,0,0,29,28
3902,0,4,6,3
3901,13,15,49,76
3900,15,5,11,11
3899,3,2,31,3
3898,1,15,84,4
3897,5,3,11,1
3896,0,44,102,88
3895,53,4,40,96
3894,1,0,109,85
3893,111,81,0,19
3892,0,34,24,57
3891,135,57,0,16
3890,4,0,24,8
3889,0,0,43,19
3888,0,18,10,27
3887,0,0,86,32
3886,0,0,61,26
3885,0,12,36,29
3884,10,0,31,10
3883,0,0,66,21
3882,0,0,108,12
3881,0,0,35,12
3880,0,0,41,7
3879,0,0,51,50
3878,0,192,0,8
3877,0,0,46,3
3876,174,0,18,16
3875,1,6,34,10
3874,16,18,0,4
3873,15,13,85,87
3872,4,4,12,6
3871,7,1,56,7
3870,6,3,60,24
3869,63,0,54,115
3868,96,12,44,151
3867,20,12,64,95
3866,6,3,60,24
3865,18,17,54,81
3864,4,6,110,35
3863,6,3,95,24
3862,0,0,37,36
3861,15,0,64,28
3860,10,0,47,1
3859,3,13,87,13
3858,6,14,68,15
3857,39,6,42,21
3856,16,0,116,131
3855,24,0,48,71
3854,9,9,14,6
3853,15,1,32,18
3852,15,8,14,36
3851,1,0,13,2
3850,0,0,31,7
3849,34,36,10,69
3848,21,7,7,34
3847,10,0,65,74
3846,2,45,85,28
3845,0,39,110,148
3844,1,1,6,1
3843,11,68,15,61
3842,32,101,59,59
3841,24,41,38,102
3840,39,18,47,103
3839,38,46,53,136
3838,11,68,15,61
3837,10,29,18,20
3836,5,72,43,104
3835,0,31,88,62
3834,0,58,0,57
3833,24,64,51,138
3832,12,39,54,103
3831,28,39,58,45
3830,0,31,88,38
3829,7,56,46,54
3828,6,51,77,56
3827,7,51,41,57
3826,25,26,21,1
3825,6,8,10,2
3824,15,0,146,156
3823,6,42,27,18
3822,22,0,166,187
3821,25,0,167,191
3820,7,12,50,1
3819,0,12,45,1
3818,1,4,39,38
3817,35,32,40,1
3816,10,160,22,158
3815,25,79,22,18
3814,18,6,16,25
3813,19,2,8,28
3812,80,10,26,68
3811,24,0,39,6
3810,0,0,27,8
3809,0,179,0,1
3808,4,5,5,2
3807,0,44,0,9
3806,17,2,8,2
3805,0,0,28,7
3804,0,0,10,9
3803,0,8,4,2
3802,10,16,4,29
3801,0,0,23,2
3800,19,0,83,101
3799,19,0,83,101
3798,52,70,70,33
3797,15,34,15,60
3796,192,0,0,191
3795,64,68,60,191
3794,34,35,38,1
3793,20,15,72,1
3792,21,15,92,127
3791,0,15,49,63
3790,17,1,4,20
3789,29,52,26,1
3788,9,11,7,26
3787,0,26,2,1
3786,15,0,23,37
3785,31,0,0,13
3784,9,91,1,72
3783,0,21,17,26
3782,0,30,10,7
3781,29,0,23,37
3780,59,9,0,8
3779,0,12,180,180
3778,0,17,17,25
3777,15,1,0,4
3776,8,19,9,22
3775,24,12,13,8
3774,0,25,4,2
3773,6,0,2,2
3772,32,88,72,30
3771,0,84,20,84
3770,23,41,25,18
3769,6,9,77,10
3768,0,0,16,15
3767,1,4,27,2
3766,48,44,0,48
3765,4,10,25,29
3764,5,0,11,12
3763,5,0,11,12
3762,8,0,14,12
3761,0,1,8,3
3760,0,94,52,94
3759,0,58,18,12
3758,36,52,36,18
3757,39,49,36,18
3756,0,28,20,27
3755,0,0,20,9
3754,3,0,9,10
3753,13,32,0,8
3752,30,3,2,5
3751,0,79,1,79
3750,34,12,8,7
3749,19,11,97,74
3748,16,0,36,51
3747,4,7,72,8
3746,8,24,26,12
3745,4,0,38,4
3744,28,0,28,13
3743,53,5,5,62
3742,0,0,20,6
3741,53,7,16,7
3740,3,0,3,3
3739,17,29,12,15
3738,38,6,51,94
3737,3,2,24,28
3736,0,0,22,21
3735,1,1,7,2
3734,6,0,46,5
3733,1,2,8,2
3732,0,7,28,23
3731,0,4,21,10
3730,60,20,12,4
3729,70,26,22,116
3728,58,73,61,46
3727,3,67,27,96
3726,0,6,79,13
3725,10,0,14,1
3724,14,7,9,14
3723,16,10,63,72
3722,12,0,7,12
3721,8,0,11,14
3720,0,71,4,74
3719,4,4,42,5
3718,58,19,12,8
3717,3,88,31,121
3716,48,92,52,64
3715,21,10,44,21
3714,20,16,42,20
3713,22,57,37,115
3712,0,104,0,12
3711,30,43,42,114
3710,6,0,45,35
3709,1,56,11,67
3708,18,21,62,100
3707,6,11,90,105
3706,23,3,78,32
3705,16,6,68,31
3704,31,12,102,69
3703,31,3,80,41
3702,11,16,56,62
3701,24,4,49,53
3700,11,13,45,38
3699,8,8,90,103
3698,36,20,12,67
3697,11,0,65,45
3696,12,12,80,12
3695,2,81,6,88
3694,9,1,71,79
3693,12,1,78,2
3692,18,50,51,118
3691,0,38,31,38
3690,8,2,8,8
3689,5,8,29,11
3688,3,4,17,1
3687,0,22,90,18
3686,0,20,61,13
3685,24,0,112,24
3684,12,77,53,89
3683,10,59,2,37
3682,15,15,82,31
3681,12,48,48,48
3680,11,32,56,32
3679,63,39,8,31
3678,3,4,5,1
3677,17,11,16,43
3676,5,5,71,1
3675,84,8,9,58
3674,15,50,10,74
3673,22,0,64,85
3672,0,2,80,78
3671,6,0,54,23
3670,15,0,12,15
3669,8,17,77,13
3668,48,24,0,48
3667,2,17,62,29
3666,48,32,0,21
3665,18,34,16,17
3664,0,6,10,7
3663,43,14,9,13
3662,0,2,10,1
3661,0,0,103,81
3660,5,17,5,12
3659,11,10,4,7
3658,0,192,0,12
3657,0,1,25,2
3656,13,0,10,9
3655,0,0,5,4
3654,19,0,44,9
3653,0,0,16,1
3652,0,0,20,10
3651,39,0,120,5
3650,0,0,17,2
3649,1,10,15,2
3648,0,2,11,2
3647,9,22,36,12
3646,57,7,42,27
3645,6,11,31,11
3644,39,39,0,8
3643,32,8,57,26
3642,12,9,54,74
3641,10,13,47,1
3640,11,0,80,67
3639,71,0,54,2
3638,32,32,0,32
3637,20,3,80,102
3636,0,115,33,107
3635,33,33,32,18
3634,0,71,21,21
3633,18,6,50,12
3632,21,8,16,21
3631,17,10,16,4
3630,21,63,22,4
3629,0,9,4,7
3628,20,12,32,6
3627,33,0,47,6
3626,0,0,4,1
3625,0,0,4,1
3624,3,2,9,5
3623,0,0,107,106
3622,0,4,108,107
3621,0,0,4,1
3620,7,1,42,9
3619,0,0,54,6
3618,0,104,0,1
3617,30,0,42,16
3616,0,0,4,3
3615,16,10,114,18
3614,65,60,0,6
3613,56,63,7,26
3612,1,12,93,16
3611,12,57,45,7
3610,44,6,1,50
3609,16,1,73,89
3608,67,10,5,1
3607,56,23,38,20
3606,24,15,153,25
3605,65,2,13,10
3604,9,2,25,35
3603,0,31,4,8
3602,0,0,4,1
3601,8,0,0,7
3600,19,12,17,5
3599,10,0,2,1
3598,19,91,0,109
3597,5,17,66,22
3596,1,0,24,12
3595,21,4,64,20
3594,0,0,4,1
3593,0,0,4,1
3592,0,0,4,1
3591,0,0,4,1
3590,3,0,41,1
3589,104,0,12,40
3588,12,0,149,160
3587,31,24,15,4
3586,2,8,33,10
3585,45,65,15,17
3584,11,154,12,22
3583,0,0,72,7
3582,1,1,18,19
3581,50,6,44,94
3580,23,0,167,189
3579,37,38,44,86
3578,28,0,159,186
3577,11,11,158,179
3576,22,17,27,65
3575,6,17,25,35
3574,0,0,90,89
3573,0,0,45,44
3572,2,0,73,74
3571,124,11,10,143
3570,0,12,4,11
3569,4,12,122,101
