puzzleid,difficulty,players_solved,min_sol_len,likes,dislikes
8480,2.11,76,7,10,0
8479,1.13,17,7,0,6
8478,1.55,171,5,14,1
8477,3.5,3,11,1,0
8476,1.5,94,7,8,8
8475,1.35,258,6,33,12
8474,1.35,56,19,6,9
8473,1.5,120,7,18,7
8472,1.93,30,13,4,9
8471,2.13,36,5,9,2
8470,1.56,71,9,9,6
8469,1.53,79,7,9,6
8468,1.8,34,9,5,10
8467,1,24,4,0,7
8466,1.46,109,7,17,4
8465,1.1,58,5,6,11
8464,1.67,15,13,1,6
8463,4,2,12,0,1
8462,1.75,54,5,3,4
8461,2.2,24,10,6,1
8460,1.48,83,6,10,7
8459,1.42,28,11,1,7
8458,2.08,32,5,2,6
8457,1.36,223,5,48,11
8456,1.3,21,5,1,6
8455,2.36,29,13,7,2
8454,2.38,9,9,2,2
8453,1.68,76,6,11,3
8452,1.19,49,6,3,8
8451,2.4,10,7,0,0
8450,1.56,81,8,7,5
8449,2,43,12,9,1
8448,1.49,261,4,38,15
8447,1.4,78,13,7,7
8446,1.71,99,6,14,5
8445,1.55,90,6,10,2
8444,1.42,86,8,7,3
8443,1.11,49,4,2,9
8442,1,23,4,1,7
8441,1.33,119,5,7,10
8440,1.3,185,6,24,12
8439,1.42,101,6,9,4
8438,2.36,21,5,4,2
8437,1.76,61,6,5,5
8436,1.23,40,7,1,8
8435,1.33,207,9,20,13
8434,1.75,39,12,7,4
8433,1.75,59,5,6,4
8432,2.18,19,12,5,4
8431,1.55,97,4,12,4
8430,1.34,135,6,12,9
8429,1.12,64,4,4,9
8428,1.53,85,11,9,8
8427,2.13,48,5,9,2
8426,1.38,263,4,30,13
8425,2.19,39,5,7,3
8424,1.45,89,4,14,3
8423,1.29,31,7,1,7
8422,1.08,24,6,2,7
8421,1.09,22,6,0,7
8420,1,27,4,0,7
8419,1.42,131,5,22,8
8418,1.28,398,4,51,23
8417,1.56,83,7,8,8
8416,3.2,6,16,1,2
8415,1.32,194,6,29,9
8414,1.34,132,6,13,7
8413,2,47,8,10,2
8412,1.12,48,4,3,8
8411,1.36,80,5,6,11
8410,1.65,62,8,12,4
8409,1.25,26,4,1,7
8408,1.81,54,7,7,4
8407,1.53,72,7,11,3
8406,1.44,98,5,11,2
8405,1.83,115,6,18,4
8404,1.79,51,10,9,4
8403,1.14,36,5,1,7
8402,1.09,23,4,1,8
8401,1.71,95,8,19,3
8400,1.33,124,6,15,9
8399,1.44,166,6,19,7
8398,1.53,69,7,9,5
8397,1.43,112,5,14,2
8396,1.33,178,7,28,9
8395,1.53,83,6,12,5
8394,1.56,78,7,6,6
8393,1.53,77,8,10,2
8392,1.45,82,11,9,3
8391,1.86,38,8,4,5
8390,1.5,68,6,7,6
8389,1.29,35,9,2,8
8388,1.89,38,4,8,3
8387,1.46,179,4,32,6
8386,1.79,52,12,11,2
8385,1.5,90,4,14,4
8384,1.36,121,6,12,3
8383,1.31,158,6,17,8
8382,1.67,64,4,10,3
8381,2.3,20,8,3,3
8380,2.88,13,8,4,2
8379,2.67,9,9,3,1
8378,1.61,67,5,8,3
8377,1,21,5,0,7
8376,2,53,7,9,5
8375,1.85,47,8,5,3
8374,2.4,8,7,1,2
8373,1.63,70,9,6,3
8372,1.26,450,4,58,29
8371,2.09,21,13,6,4
8370,1.47,83,7,9,4
8369,2,30,15,8,2
8368,1.63,73,9,9,2
8367,1.61,71,8,11,5
8366,1.36,179,4,20,9
8365,1.55,88,5,10,5
8364,2,34,4,8,3
8363,2.53,50,9,14,0
8362,1.79,38,18,9,4
8361,2.2,37,7,8,2
8360,1.61,77,8,13,2
8359,1.32,111,6,13,4
8358,1.73,52,10,8,4
8357,1.33,130,14,15,6
8356,1.48,94,7,7,7
8355,1.69,62,7,7,3
8354,1.87,43,17,9,6
8353,1.5,89,4,11,8
8352,1.32,250,4,30,15
8351,1.69,61,8,10,3
8350,1.34,423,5,63,17
8349,1.58,96,4,12,6
8348,1.3,204,7,21,20
8347,1.29,75,4,8,13
8346,1.08,72,5,7,12
8345,1.14,77,7,5,10
8344,1,36,4,0,7
8343,1.11,67,4,5,10
8342,2.29,16,8,1,3
8341,1.92,37,10,8,3
8340,1.68,73,12,8,6
8339,1.73,40,10,6,5
8338,1.35,437,8,69,13
8337,2.83,8,9,3,0
8336,1.71,46,9,3,7
8335,2,26,5,1,3
8334,1.69,64,7,6,3
8333,1.79,67,7,9,2
8332,1.5,87,7,8,2
8331,1.57,90,5,11,8
8330,1.33,224,7,28,11
8329,1.5,73,8,7,8
8328,1.11,53,5,4,9
8327,1,29,5,0,8
8326,1.92,47,9,3,4
8325,1.31,330,5,39,21
8324,1.27,23,11,2,8
8323,1.72,53,11,9,4
8322,1.5,72,8,6,5
8321,1,19,4,1,9
8320,1.3,344,4,55,13
8319,1.53,86,4,9,6
8318,2.45,23,4,5,3
8317,1.47,98,8,7,9
8316,1.46,107,7,12,7
8315,1.45,32,9,2,7
8314,1.57,85,4,14,4
8313,1.32,428,4,57,27
8312,2.75,6,9,1,1
8311,2.38,11,7,3,1
8310,2,51,7,8,2
8309,1.81,61,5,8,4
8308,3.5,3,33,0,1
8307,1.79,59,5,6,5
8306,1.62,93,7,17,3
8305,1.35,239,5,42,7
8304,1.5,123,4,14,5
8303,1.58,67,6,6,4
8302,1.45,222,6,23,9
8301,1.44,101,8,11,5
8300,2.2,33,19,9,2
8299,1.79,55,4,6,2
8298,1.75,60,4,8,3
8297,1.79,63,8,9,3
8296,2.4,39,6,7,1
8295,1.9,56,17,10,4
8294,2.75,7,15,4,0
8293,2.07,38,6,7,4
7293,1,32,5,1,8
7292,2,46,8,9,2
7291,2.29,37,6,5,2
7290,2.08,37,9,7,4
7289,2.89,17,13,6,0
7288,1.34,305,5,45,13
7287,1.94,51,6,9,3
7286,1.65,78,7,12,5
7285,1.56,29,5,1,7
7284,2.29,9,7,0,2
7283,2.07,39,10,8,4
7282,2.25,7,7,1,2
7281,2,45,11,10,4
7280,1.58,89,5,16,5
7279,1.81,40,10,5,7
7278,3.25,5,11,1,1
7277,1.89,24,5,1,5
7276,1.67,31,6,1,7
7275,2.5,3,13,0,1
7274,1.44,108,5,16,8
7273,1.89,58,6,8,7
7272,1.7,72,7,13,4
7271,1.22,18,5,1,6
7270,2.5,8,6,3,3
7269,1.48,106,6,14,7
7268,1.4,24,12,0,6
7267,2.06,35,7,9,3
7266,1.13,15,6,1,6
7265,1.44,144,5,16,7
7264,2.83,11,7,1,0
7263,1.84,58,5,10,5
7262,1.57,90,4,17,3
7261,1.82,162,5,17,1
7260,2.83,12,16,5,0
7259,1.56,55,10,10,7
7258,1.42,103,9,13,13
7257,3.06,27,16,18,0
7256,4,7,20,4,0
7255,3.5,6,20,4,0
7254,1.75,69,6,12,4
7253,1.41,107,8,14,11
7252,1.77,70,7,10,5
7251,1.32,426,5,75,19
7250,2.71,25,18,11,0
7249,1.46,108,6,16,5
7248,2.25,61,7,12,0
7247,2.47,35,8,10,1
7246,2.4,34,8,9,3
7245,2,47,12,10,0
7244,2.83,7,10,5,0
7243,2.27,21,20,7,2
7242,2.29,24,8,6,5
7241,1.95,58,7,12,3
7240,1.58,105,5,22,6
7239,1.76,72,8,10,4
7238,3.27,15,12,10,0
7237,1.62,93,7,20,3
7236,1.11,51,5,4,10
7235,1.5,88,7,11,7
7234,1.12,44,8,4,11
7233,1.33,174,4,20,19
7232,1.27,372,6,45,21
7231,4.5,3,14,2,0
7230,1.65,70,6,12,4
7229,1.34,447,4,53,33
7228,1.07,32,5,1,10
7227,1.6,84,8,13,3
7226,1.38,172,7,21,13
7225,4.33,4,31,2,0
7224,1.39,127,6,16,6
7223,5,3,34,1,0
7222,2.53,43,7,13,0
7221,1.5,125,5,19,4
7220,2,39,7,10,2
7219,2.43,13,8,3,2
7218,2.11,19,7,3,2
7217,3.67,7,32,4,0
7216,2.71,8,19,6,0
7215,2.07,34,16,6,1
7214,2.43,8,16,2,1
7213,2.07,28,16,7,2
7212,3.5,5,23,3,0
7211,2.1,52,5,10,3
7210,2.67,12,15,5,0
7209,1.88,182,7,27,0
7208,3.25,7,10,1,2
7207,2.47,44,8,10,0
7206,1.59,89,8,18,5
7205,3.25,6,8,1,1
7204,1.67,79,7,16,3
7203,2.86,8,22,5,1
7202,2.3,19,21,4,1
7201,2.21,39,6,8,5
7199,1.95,46,10,10,3
7198,1.34,382,4,43,24
7197,1,41,4,2,8
7196,1.17,56,4,6,11
7195,1.74,81,6,8,4
7194,1.3,359,5,48,15
7193,2.33,13,11,3,1
7192,1.07,50,4,4,11
7191,1.08,31,4,0,6
7190,1.08,36,4,0,7
7189,1.42,139,6,14,11
7188,1.5,97,7,10,7
7187,1.57,38,12,1,8
7186,1.1,24,7,0,6
7185,1.2,23,18,1,7
7184,3.4,7,29,4,1
7183,2.15,26,15,4,4
6184,4.5,3,41,2,0
6183,2.43,15,24,3,2
5183,2.85,42,16,20,0
5182,3.33,4,14,3,0
5181,1.39,104,6,6,8
5180,2,35,15,4,1
5179,1.44,180,7,28,8
5178,1.17,30,8,2,8
5177,1.18,27,5,0,8
5176,1.46,102,13,13,7
5175,2.43,9,16,5,1
5174,1.92,69,6,10,5
5173,1.08,24,5,1,11
5172,1.57,161,5,31,8
5171,1.34,537,7,66,33
5170,1.13,22,4,0,10
5169,1.55,26,6,0,5
5168,1.54,35,8,2,8
5167,1.42,25,4,1,11
5166,2.23,103,8,22,0
5165,2.41,36,7,9,2
5164,2,39,7,6,7
5163,1.33,35,5,2,9
5162,1.71,70,8,8,8
5161,2.45,24,6,6,0
5160,1.32,494,6,80,19
5159,1.14,38,5,3,10
5158,1.06,39,5,5,12
5157,2.09,29,7,3,3
5156,2.17,45,13,12,1
5155,2.14,34,6,4,4
5154,1.33,149,7,19,14
5153,1.4,26,9,1,9
5152,4,5,10,2,0
5151,1.86,34,5,3,7
5150,1.35,243,5,37,14
5149,1.95,43,5,8,7
5148,1.86,49,8,5,1
5147,2.56,18,6,3,0
5146,2.25,14,8,2,1
5145,1.27,394,5,65,31
5144,2.4,15,12,7,0
5143,1.56,24,6,1,7
5142,4,2,16,0,0
5141,1.61,55,6,4,9
5140,2.27,24,8,5,1
5139,1.67,134,7,13,7
5138,2.06,53,11,14,1
5137,1.39,146,7,19,4
5136,1.45,138,7,15,10
5135,1.62,25,9,1,9
5134,1.77,45,5,6,13
5133,1.93,37,5,3,9
5132,1.44,74,5,6,12
5131,1.45,60,6,6,14
5130,1.3,58,4,5,13
5129,1.79,42,13,4,9
5128,1.7,95,10,11,9
5127,1.75,42,21,4,9
5126,1.56,23,18,0,9
5125,1.14,42,6,6,12
5124,2.07,97,13,17,0
5123,2,34,16,7,7
5122,2.55,24,19,7,0
5121,2.53,33,21,9,0
5120,2.1,127,7,23,1
5119,1.69,127,7,20,10
5118,1.64,88,5,15,3
5117,2.13,17,8,2,4
5116,1.31,422,5,63,11
5115,1.91,54,5,15,5
5114,2.14,48,5,8,7
5113,1.89,95,5,25,3
5112,1.82,62,16,9,6
5111,1.72,87,8,21,3
5110,1.31,708,4,80,31
5109,1.65,90,16,11,7
5108,1.28,628,5,84,40
5107,1.27,325,7,47,20
5106,1.3,306,6,45,20
5105,1.34,464,4,64,34
5104,1.32,482,7,73,28
5103,2.17,63,7,11,1
5102,1.6,106,7,14,2
5101,1.45,180,4,37,9
5100,2.6,26,7,5,2
5099,1.32,538,5,76,31
5098,1.31,1051,5,176,35
5097,1.96,59,8,11,8
5096,2,39,10,5,4
5095,2.73,34,7,9,1
5094,3.2,8,8,1,4
5093,1.36,301,7,48,28
5092,3,9,10,1,2
5091,1.55,81,12,6,9
5090,1.35,165,12,16,19
5089,1.59,81,14,8,12
5088,1.5,32,19,1,9
5087,1.33,539,7,71,33
5086,1.46,76,5,11,16
5085,2.21,32,7,5,3
5084,1.61,77,9,7,9
5083,1.18,26,5,0,10
5082,1.34,265,7,39,18
5081,1.34,275,5,42,16
5080,1.5,61,9,9,15
5079,1.7,88,6,11,5
5078,2.08,42,12,7,5
5077,1.77,83,4,12,9
5076,1.36,38,16,4,9
5075,1.68,64,9,11,5
5074,1.54,104,8,18,7
5073,1.71,63,13,4,6
5072,1.33,160,11,26,10
5071,1.38,58,8,9,14
5070,2,36,16,4,5
5069,1.38,176,4,29,8
5068,1.66,359,8,32,2
5067,1.48,110,5,15,3
5066,2.71,8,23,3,0
5065,1.44,147,8,15,7
5064,2.22,48,7,9,4
5063,2,61,8,10,9
5062,1.78,85,9,12,2
5061,1.46,112,6,15,8
5060,1.56,91,18,12,5
5059,1.61,111,11,10,4
5058,1.43,102,11,13,3
5057,2.26,46,8,10,5
5056,1.18,25,4,1,8
5055,1.18,28,4,0,7
5054,1.7,88,7,14,3
5053,2.63,10,14,0,3
5052,2,23,7,1,6
5051,1.78,13,14,0,6
5050,1.4,20,8,0,8
5049,1.11,26,4,0,8
5048,1.35,161,4,23,9
5047,1.1,21,6,0,8
5046,1.36,121,5,15,6
5045,1.89,28,5,1,1
5044,1.78,65,6,11,4
5043,2.21,34,6,6,2
5042,1.31,220,4,35,12
5041,1.53,156,6,20,5
5040,1.83,79,8,12,4
5039,1.7,89,5,12,8
5038,1.3,246,5,42,14
5037,1.56,85,4,17,6
5036,4.33,4,16,2,0
5035,1.33,20,10,0,7
5034,3,7,21,0,1
5033,1.9,56,10,8,9
5032,1.1,21,4,0,7
5031,1.4,62,11,8,13
5030,1.65,98,5,15,8
5029,3.4,11,9,1,2
5028,1.44,141,10,17,11
5027,1.32,553,5,84,30
5026,1.48,100,7,16,3
5025,1.94,50,9,11,3
5024,1.18,24,5,1,8
5023,1.67,84,6,11,10
5022,1.2,17,13,0,7
5021,2.31,103,12,21,0
5020,1.39,134,6,15,10
5019,2.05,54,5,11,5
5018,1.5,21,3,0,8
5017,1.64,87,4,15,9
5016,1.31,730,7,94,60
5015,1.42,104,7,14,6
5014,1.36,134,9,13,11
5013,1.31,219,4,38,15
5012,1.65,84,7,15,4
5011,1.4,49,5,6,13
5010,2.05,99,7,14,1
5009,1.46,106,10,20,5
5008,1.33,22,6,0,6
5007,1.33,181,12,25,18
5006,1.48,145,6,23,11
5005,1.6,94,7,13,7
5004,1.86,73,8,16,6
5003,1.17,26,6,1,8
5002,1.44,11,5,1,7
5001,1.64,16,5,2,8
5000,1.67,72,14,9,9
4999,1.45,17,6,2,7
4998,1.2,21,6,0,7
4997,1.78,32,9,4,9
4996,1.89,14,9,2,5
4995,1.86,78,5,11,6
4994,2.2,49,7,13,4
4993,1.08,27,7,1,8
4992,1.5,37,13,4,9
4991,1.21,26,5,2,8
4990,1.71,98,5,11,8
4989,3,8,9,1,3
4988,1.7,80,5,10,6
4987,1.26,211,4,25,17
4986,1.46,29,8,2,8
4985,1.15,23,9,1,10
4984,1.38,23,5,1,8
4983,2.09,50,7,13,2
4982,2.12,147,7,17,0
4981,3.25,11,16,6,0
4980,1.4,217,4,40,13
4979,1.27,21,5,2,8
4978,1.2,26,3,1,8
4977,1.34,283,5,44,17
4976,1.71,72,15,9,6
4975,2.67,8,14,1,4
4974,1.44,50,5,5,11
4973,1.79,54,25,8,10
4972,1.34,178,10,29,18
4971,1.35,141,6,22,8
4970,1.29,1009,5,135,64
4969,1.31,388,7,49,31
4968,1.55,44,8,2,8
4967,1.34,386,4,52,31
4966,1.43,57,17,5,10
4965,1.5,44,13,3,10
4964,1.13,34,5,3,10
4963,1.14,32,5,3,10
4962,1.58,44,4,2,8
4961,1.77,86,14,9,11
4960,1.34,187,6,28,11
4959,1.64,40,8,1,9
4958,1.08,54,6,3,9
4957,2,60,7,11,5
4956,1.41,123,4,14,10
4955,1.9,23,7,1,4
4954,1.87,67,9,12,4
4953,1.96,78,5,9,10
4952,2.92,39,10,22,0
4951,1.31,45,7,1,9
4950,1.3,236,4,41,15
4949,1.93,61,4,3,11
4948,1.27,19,5,2,8
4947,1.87,80,5,8,5
4946,3.08,14,15,9,0
4945,1.43,50,20,2,8
4944,1.3,197,7,22,16
4943,1.43,136,17,12,11
4942,1.55,109,8,9,12
4941,1.45,156,6,21,14
4940,1.4,179,6,32,12
4939,2.32,60,6,4,8
4938,3,6,20,2,0
4937,3,5,15,3,0
4936,3.06,29,14,15,0
4935,1.35,458,5,66,28
4934,3.14,10,12,5,0
4933,3.29,8,25,4,2
4932,1.55,107,5,17,9
4931,1.22,15,5,0,8
4930,1.92,21,16,0,9
4929,3.67,4,19,2,0
4928,1.47,123,18,18,13
4927,2.12,53,8,9,6
4926,2.63,26,11,8,0
4925,1.3,28,4,1,6
4924,2.12,57,11,8,9
4923,3.5,5,31,3,0
4922,2.06,61,8,9,5
4921,3.25,5,15,1,0
4920,1.33,180,7,22,15
4919,1.5,29,12,2,8
4918,1.44,116,7,13,12
4917,2.6,9,13,3,2
4916,1.45,14,18,0,9
4915,3.17,14,21,8,1
4914,3.5,6,12,3,1
4913,2.67,62,7,16,1
4912,1.14,32,4,1,10
4911,2.09,25,7,3,7
4910,2.25,12,20,5,1
4909,2.44,21,9,7,1
4908,2.4,60,25,15,0
4907,2.13,49,5,10,2
4906,1.35,220,4,29,18
4905,1.86,38,12,6,8
4904,3.25,10,18,5,0
4903,1.59,107,5,16,7
4902,3.25,11,10,2,3
4901,1.53,113,15,17,12
4900,3.17,9,15,5,1
4899,2.15,186,8,50,0
4898,1.45,119,5,19,9
4897,2.64,18,13,8,0
4896,2.26,98,13,16,1
4895,2.16,50,6,12,7
4894,3.8,8,20,3,1
4893,2.8,6,14,3,0
4892,2.79,23,12,11,2
4891,3.25,7,16,2,1
4890,3.4,7,21,3,0
4889,3.14,19,14,5,0
4888,3,6,27,3,0
4887,1.42,162,4,27,13
4886,3,8,17,2,1
4885,2.85,27,6,7,5
4884,3.8,7,17,4,0
4883,2.38,14,12,3,1
4882,3.2,7,12,4,0
4881,3.33,11,9,6,2
4880,2.83,11,14,1,0
4879,3.09,14,10,7,1
4878,3.83,7,28,4,0
4877,3.67,4,18,2,0
4876,3,5,26,1,1
4875,3.29,13,22,5,1
4874,3.33,14,22,6,0
4873,1.55,129,7,16,2
4872,1.13,29,5,2,9
4871,1.86,42,23,10,10
4870,3.56,10,22,4,1
4869,1.84,63,13,8,10
4868,2.64,39,18,12,0
4867,2.29,28,19,9,4
4866,1.43,32,10,3,10
4865,3.21,25,13,11,1
4864,1.48,134,6,19,8
4863,1.72,84,6,10,10
4862,2.67,19,13,8,0
4861,1.4,141,8,26,7
4860,1.49,140,6,18,14
4859,1.61,116,8,20,7
4858,2.03,138,13,22,1
4857,1.6,162,4,26,13
4856,2.8,8,15,1,0
4855,2.56,20,12,6,1
4854,2.82,16,27,7,0
4853,2.31,61,13,13,0
4852,1.7,92,6,14,4
4851,1.39,200,5,39,18
4850,1.83,80,11,17,6
4849,2.44,25,14,3,1
4848,2,42,8,8,2
4847,1.07,37,5,3,11
4846,1.74,89,7,17,3
4845,1.18,63,4,8,16
4844,2.63,29,18,11,1
4843,2,45,18,9,2
4842,2.83,10,14,4,0
4841,1.34,257,6,40,25
4840,1.56,101,6,18,8
4839,1.57,108,12,23,5
4838,3.17,8,14,5,0
4837,2.35,74,8,27,0
4836,2.06,30,12,4,5
4835,1.45,153,7,24,8
4834,2.91,14,20,10,1
4833,3.2,6,16,3,0
4832,1.62,31,8,2,8
4831,1.58,72,7,13,9
4830,2.23,28,6,3,3
4829,3.33,7,11,5,1
4828,1.1,21,6,2,8
4827,1.34,158,9,16,11
4826,1.57,104,9,19,5
4825,3.2,10,9,4,1
4824,3,13,10,5,2
4823,2.12,47,10,11,4
4822,1.36,252,4,42,15
4821,2.5,7,13,4,0
4820,2,71,8,16,2
4819,3.29,10,15,3,1
4818,2.83,7,10,4,0
4817,2.6,17,18,9,0
4816,3,4,19,1,0
4815,1.96,58,8,12,5
4814,1.06,38,4,3,11
4813,1.4,167,6,31,10
4812,2,66,10,15,3
4811,1.94,41,17,10,3
4810,5,3,30,2,0
4809,1.8,83,5,16,11
4808,4,3,11,1,0
4807,1.21,31,5,2,8
4806,1.55,142,6,23,11
4805,1.96,66,13,9,5
4804,1.49,153,6,22,8
4803,2.83,7,11,5,0
4802,2.67,30,18,9,0
4801,3.33,7,29,1,4
4800,1.09,49,6,3,11
4799,2.83,9,24,1,4
4798,1.77,84,5,15,8
4797,4.25,5,10,3,0
4796,1.48,141,5,22,8
4795,1.48,157,5,22,8
4794,1.32,409,4,63,30
4793,4,2,22,0,0
4792,1.4,22,13,2,9
4791,2,61,5,12,3
4790,1.9,61,5,10,5
4789,3.25,5,23,2,0
4788,3,5,24,1,2
4787,3,3,18,0,2
4786,1.59,98,7,18,8
4785,2.78,13,25,5,0
4784,1.77,34,8,3,6
4783,2.3,84,9,15,0
4782,4,4,11,2,1
4781,3,15,18,6,4
4780,4.25,6,24,4,0
4779,3,45,25,17,1
4778,1.72,73,7,15,4
4777,4.5,4,30,2,0
4776,2.5,6,18,1,0
4775,1.54,256,4,41,15
4774,2.24,119,12,17,1
4773,1.33,47,7,2,9
4772,1.85,70,13,10,6
4771,1.47,119,8,18,7
4770,2.64,22,12,6,1
4769,2.55,13,11,6,2
4768,2.5,9,8,5,2
4767,2.29,9,8,1,4
4766,2.1,16,8,3,3
4765,1.42,223,4,49,13
4764,1.35,346,4,62,17
4763,1.06,38,5,2,12
4762,1.71,82,4,10,5
4761,1.32,282,7,46,23
4760,1.26,353,7,65,25
4759,1.36,237,8,33,21
4758,5,2,16,0,0
4757,3,4,14,2,0
4756,4.8,6,13,4,0
4755,2.3,17,9,3,5
4754,4.33,4,11,0,2
4752,2.88,11,10,4,1
4751,2.8,16,9,4,1
4750,3.33,17,9,9,0
4749,1.51,153,4,34,6
4748,1.78,90,13,17,6
4747,2.25,29,6,5,6
4746,3,8,10,4,1
4745,1.42,355,7,63,25
4744,2.36,36,17,9,1
4743,4,3,10,0,0
4742,1.32,47,7,5,12
4741,2.88,45,8,12,0
4740,2.83,12,15,2,1
4739,1.51,123,5,24,9
4738,1.6,88,7,11,8
4737,1.33,28,9,2,8
4736,2.27,57,5,11,0
4735,2.45,17,9,8,2
4734,2.55,18,14,10,1
4733,1.52,227,4,35,17
4732,2.82,20,9,7,1
4731,1.91,65,6,17,2
4730,1.33,42,5,3,10
4729,2.13,47,6,9,3
4728,1.51,138,4,28,7
4727,2.33,14,13,3,1
4726,2.17,48,7,12,4
4725,2.81,56,12,21,0
4724,2.62,25,7,6,3
4723,1.14,34,6,1,10
4722,2.1,49,8,14,3
4721,1.65,89,9,16,9
4720,1.32,444,4,74,28
4719,1.92,68,15,17,3
4718,2,54,6,12,4
4717,1.82,39,9,10,4
4716,2.83,38,16,11,0
4715,1.13,23,5,0,8
4714,1.75,87,6,20,7
4713,1.66,201,5,42,13
4712,2.21,47,13,10,0
4711,1.32,653,4,115,33
4710,1.64,144,5,36,6
4709,1.53,174,7,30,15
4708,2.33,22,15,5,3
4707,1.46,200,5,37,15
4706,1.4,205,4,44,16
4705,1.43,179,6,27,11
4704,1.34,283,5,50,16
4703,1.42,245,4,42,17
4702,2.07,44,6,8,4
4701,1.88,16,12,4,4
4699,2.75,7,23,1,0
4698,3.5,3,30,2,0
4697,3,4,17,2,0
4696,2.75,11,14,5,0
4695,2.18,43,11,12,2
4694,3,9,17,2,0
4693,5,2,29,1,0
4692,3.25,5,23,1,1
4691,2.53,24,17,9,1
4690,1.64,151,5,29,15
4689,2.47,37,9,11,0
4688,2.77,19,10,8,1
4687,2.22,47,7,9,3
4686,1.55,59,12,8,13
4685,2.56,19,7,6,2
4684,1.44,206,7,37,15
4683,1.47,25,19,2,10
4682,1.07,32,4,2,11
4681,1.59,100,10,17,4
4680,1.34,256,5,37,19
4679,2.5,20,8,3,4
4678,2.33,27,7,6,4
4677,3.25,5,27,1,1
4676,2.83,7,14,4,1
4675,3.4,6,25,4,0
4674,1.46,152,6,24,11
4673,1.2,18,6,1,10
4672,3.67,4,29,2,0
4671,1.63,186,5,42,9
4670,3.5,3,30,1,0
4669,2.58,18,25,6,1
4668,3.25,21,11,16,1
4667,2.63,25,8,10,1
4666,2.6,8,12,3,0
4665,2.67,7,14,1,0
4664,1.67,106,5,21,8
4663,3.33,15,25,8,0
4662,1.86,40,5,7,4
4661,1.86,72,6,17,4
4660,3.6,6,24,5,0
4659,1.14,30,10,1,9
4658,1.7,75,15,10,11
4657,2.69,28,9,11,0
4656,1.42,240,6,49,11
4655,1.55,124,5,27,8
4654,3,7,9,1,4
4653,2.67,4,18,0,2
4652,2.08,23,8,7,3
4651,2.46,19,7,10,2
4650,1.39,187,4,34,18
4649,1.47,209,7,49,9
4648,1.56,187,7,39,11
4647,1.1,17,7,0,9
4646,2.43,21,18,7,4
4645,2.86,9,16,4,0
4644,1.25,21,11,2,8
4643,2,44,11,9,8
4642,3.25,6,30,1,2
4641,1.15,26,5,1,10
4640,2.08,66,7,9,6
4639,3.1,37,9,20,0
4638,1.86,52,23,8,10
4637,2.6,6,8,2,2
4636,2.5,7,8,1,3
4635,3,12,7,3,3
4634,5,2,20,0,0
4633,1.56,103,7,15,5
4632,2.67,5,19,0,0
4631,2.33,9,12,3,0
4630,2.27,42,7,8,2
4629,1.39,144,8,22,14
4628,1.68,90,5,19,5
4627,2,47,10,12,3
4626,1.5,151,5,32,12
4625,1.72,81,6,20,7
4624,3.43,8,18,2,2
4623,2.75,31,6,10,3
4622,2,66,6,18,4
4621,1.36,278,4,51,12
4620,1.87,57,9,11,9
4619,3,14,8,4,5
4618,2.78,12,10,3,3
4617,4.67,4,28,1,0
4616,3.4,7,11,2,2
4615,2.47,24,9,10,3
4614,1.69,83,5,20,6
4613,4,5,23,4,0
4612,3,19,6,4,1
4611,1.43,72,10,8,17
4610,1.17,21,8,1,11
4609,3,4,22,3,0
4608,2.6,19,11,7,0
4607,3.18,24,16,12,0
4606,3.06,43,5,12,0
4605,2.81,72,11,29,0
4604,3.17,9,15,4,0
4603,2.86,10,17,3,0
4602,5,2,30,0,0
4601,1.33,28,5,1,8
4600,3.5,8,9,4,0
4599,3.31,18,16,11,1
4598,3.4,11,8,1,3
4597,3.31,24,17,11,0
4596,3,2,23,1,0
4595,1.47,117,7,15,13
4594,3.25,23,29,14,0
4593,3.17,18,23,12,0
4592,2.45,17,9,2,6
4590,1.29,37,5,3,9
4589,1.27,54,4,5,12
4588,1.25,72,3,10,17
4587,1.42,289,7,36,23
4586,1.26,50,5,7,14
4585,1.32,334,5,47,23
4584,1.59,93,7,13,13
4583,1.3,415,5,60,34
4582,1.63,79,11,16,7
4581,2.17,42,7,8,1
4580,1.51,157,6,30,13
4579,1.35,193,6,26,18
4578,2.83,10,21,5,0
4577,1.75,31,12,3,10
4576,3.5,6,23,1,0
4575,2.36,21,24,6,4
4574,2.13,49,7,10,2
4573,1.83,66,16,15,11
4572,1.72,78,10,17,9
4571,1.63,137,5,22,7
4570,2.04,61,7,18,6
4569,1.3,618,6,87,41
4568,1.33,425,5,61,34
4567,1.83,66,7,10,10
4566,4.5,3,27,1,0
4565,3.67,7,23,4,0
4564,1.49,233,5,44,18
4563,1.65,106,12,20,6
4562,2,60,13,13,7
4561,2.81,56,6,20,0
4560,1.69,70,14,11,10
4559,2.37,87,5,13,0
4558,2.58,29,7,6,1
4557,1.96,85,7,15,2
4556,2.07,85,6,18,2
4555,1.81,98,6,19,3
4554,2.5,9,28,2,1
4553,1.48,128,5,19,9
4552,2.5,7,19,0,1
4551,3.17,11,11,3,1
4550,3,11,13,4,1
4549,3.05,42,5,13,0
4548,2.18,47,5,8,2
4547,1.83,79,5,12,4
4546,4.8,6,27,4,0
4545,3.25,6,11,1,1
4544,2.91,18,22,7,0
4543,1.49,151,7,20,14
4542,2.89,14,19,4,0
4541,3,16,14,6,0
4540,1.9,92,4,24,5
