puzzleid,difficulty,players_solved,min_sol_len,likes,dislikes
10919,3,8,6,3,1
10918,3,5,8,2,1
10917,3.2,6,8,4,1
10916,3,2,14,1,0
10915,1.75,33,7,6,1
10914,1.92,26,7,7,1
10913,2.8,8,12,3,1
10912,3,9,12,3,1
10911,1.88,18,8,2,3
10910,2.5,9,15,3,1
10909,1.15,167,4,32,11
10908,1.8,27,15,5,3
10907,1.36,52,6,5,4
10906,1.6,28,13,6,1
10905,1.27,66,7,7,3
10904,1.26,89,4,11,7
10903,1.86,22,6,2,0
10902,1.8,28,9,8,0
10901,2.33,12,11,5,1
10900,2.09,17,7,6,1
10899,2.09,17,7,5,1
10898,1.88,18,11,4,1
10897,1.45,37,6,5,2
10896,2,18,8,4,1
10895,1.14,347,4,78,10
10893,1.83,24,5,6,3
10892,1.22,148,5,29,7
10891,3.67,6,12,4,0
10890,3.67,5,10,4,0
10889,1.87,38,6,11,0
10888,1.38,56,4,6,5
10887,2.56,11,12,5,1
10886,2.5,17,8,9,0
10881,2.5,7,11,2,1
10880,3,8,11,2,0
10879,1.75,18,16,5,1
10878,3.4,8,12,3,0
10877,1.67,23,13,5,2
10876,1.42,39,7,3,5
10875,2,21,10,8,1
10874,3,5,8,1,0
10873,3.33,5,14,3,0
10872,2.4,9,19,3,0
10871,2.13,16,9,4,0
10870,2,4,11,1,2
10869,2.13,14,9,7,1
10868,1.42,40,4,6,2
10867,3.67,11,15,9,0
10866,1.36,56,4,5,5
10865,1.75,19,8,4,2
10864,1.31,116,7,24,5
10863,1.9,19,14,6,1
10862,2.7,12,7,4,2
10861,1.54,32,4,7,2
10860,2.22,11,12,4,1
10859,1.23,107,5,18,7
10858,1.11,254,7,50,15
10857,3,8,11,3,0
10856,3.33,5,19,2,0
10855,3,10,7,4,0
10854,1.83,30,5,7,1
10853,3,3,21,1,0
10852,3,2,13,0,0
10851,2.75,7,9,2,0
10850,1.31,63,4,9,4
10849,2,24,6,5,1
10848,3,4,11,2,0
10847,1.9,21,9,6,1
10846,3,2,20,1,1
10845,2,26,6,6,1
10844,1.55,34,5,8,1
10843,2.25,12,10,5,1
10842,3,4,18,2,0
10841,3.25,5,9,1,0
10840,2.55,22,8,10,0
10839,1.21,105,4,15,9
10838,1.75,29,5,6,3
10837,1.42,44,11,5,4
10836,1.45,40,5,4,5
10835,1.22,91,4,16,6
10834,2.14,15,8,3,1
10833,2,25,6,6,1
10832,1.21,327,4,70,13
10831,1.2,181,4,28,10
10830,1.2,184,6,36,11
10829,2.13,14,13,5,0
10828,2.11,18,11,6,1
10827,3.4,7,13,4,0
10826,2.4,8,9,3,0
10825,1.58,34,7,8,1
10824,2,21,7,4,2
10823,3.4,8,15,4,0
10822,1.38,51,7,7,1
10821,2.6,8,13,2,0
10820,1.55,32,6,7,2
10819,1.3,85,10,16,6
10818,2.71,10,20,5,0
10817,1.16,334,4,60,13
10816,4,2,19,1,0
10815,1.35,149,3,19,10
10814,4,2,19,1,0
10813,2.29,9,9,4,1
10812,2.67,5,20,2,0
10811,1.36,61,4,11,2
10810,1.38,52,4,8,2
10809,1.75,25,7,9,2
10808,2.4,11,13,3,0
10807,1.27,63,14,8,6
10806,2.8,7,20,3,0
10805,3,2,24,0,0
10804,1.83,22,12,5,3
10803,2.33,12,9,4,1
10802,2.4,8,11,2,0
10801,3.5,2,15,2,0
10800,2.75,7,15,3,0
10799,2.5,7,13,4,0
10798,1.31,67,4,9,1
10797,3.36,23,8,16,0
10796,1.5,43,5,8,2
10795,3,2,8,1,0
10794,3,2,9,1,0
10793,4,5,16,3,0
10792,3,4,23,1,0
10791,3,4,18,1,0
10790,2.5,8,10,3,0
10789,3,3,7,1,0
10788,3.67,5,6,1,0
10787,4,4,19,1,0
10786,3,2,13,1,0
10785,3,5,16,2,0
10784,2.57,10,15,4,0
10783,4,2,19,1,0
10782,4,2,10,0,0
10781,4,4,7,1,0
10780,4,4,8,1,0
10779,2.5,7,13,1,0
10778,2.13,11,10,5,0
10777,4,3,10,1,0
10776,2,13,10,3,0
10775,3,8,14,4,0
10774,3,5,21,1,0
10773,4,6,6,1,0
10772,2,22,6,7,1
10771,3.33,5,12,4,0
10770,2.8,10,12,4,0
10769,3,7,17,1,0
10768,1.38,82,5,11,2
10767,1.57,33,7,6,4
10766,4.5,3,10,1,0
10765,3,6,16,3,0
10764,2,6,10,1,0
10763,2.25,4,10,2,1
10762,3,4,19,2,0
10761,2.67,5,16,1,0
10760,4,2,10,0,0
10759,1.24,131,4,12,1
10758,4,2,19,1,0
10757,3,5,8,2,0
10756,1.43,47,6,8,2
10755,3.67,5,7,2,0
10754,4,2,8,0,0
10753,3,6,16,4,0
10752,3,3,21,1,0
10751,3,5,11,3,0
10750,4,2,23,1,0
10749,2.13,15,12,4,0
10748,4,2,10,1,0
10747,2.25,13,8,4,0
10746,4,3,8,1,0
10745,2.2,5,8,2,0
10744,1.88,19,5,3,1
10743,3,4,11,3,0
10742,1.43,40,5,4,3
10741,2.33,12,10,3,0
10740,2.3,14,6,7,1
10739,1.8,21,5,6,1
10738,4.5,2,15,1,0
10737,4,3,14,1,0
10736,3,5,11,1,0
10735,2,16,12,5,1
10734,3.67,5,7,1,0
10733,5,2,18,1,0
10732,3,4,8,0,0
10731,3.33,6,7,1,0
10730,1.82,19,4,7,1
10729,4.5,3,9,1,0
10728,3,3,16,2,0
10727,3.67,3,19,2,0
10726,4,2,16,1,0
10725,4,3,25,2,0
10724,3,9,6,1,0
10723,3,8,11,3,0
10722,3,9,8,4,0
10721,2.67,11,6,4,0
10720,1.75,23,15,3,3
10719,1.6,25,20,5,2
10718,2,10,17,2,1
10717,1.39,57,8,10,2
10716,4,5,8,1,0
10715,3.75,8,7,2,0
10714,1.3,116,8,23,5
10713,1.89,25,6,5,1
10712,1.82,24,5,5,0
10711,1.26,128,3,27,6
10710,1.67,74,6,13,2
10709,2.43,13,11,4,1
10708,3.67,7,6,1,0
10707,1.23,176,4,30,6
10706,1.15,189,4,33,4
10705,1.22,238,4,42,16
10704,1.76,76,5,7,5
10703,1.67,26,10,4,3
10702,1.24,174,5,33,6
10701,2.14,12,8,2,2
10700,3.5,7,7,2,1
10699,1.9,21,9,5,1
10698,1.58,30,8,5,2
10697,1.23,161,4,24,2
10696,1.32,186,4,34,4
10695,1.45,40,6,4,1
10694,3.75,8,7,2,0
10693,1.5,36,7,6,1
10692,3.5,4,9,1,0
10690,4,6,8,3,0
10689,1.67,29,8,8,1
10688,1.67,30,8,3,3
10687,2.5,13,8,4,1
10686,4,2,14,1,0
10685,2.8,9,10,3,0
10684,1.44,68,9,10,2
10683,4.25,6,10,2,0
10682,2.8,7,14,4,0
10681,1.86,23,11,6,1
10680,2.75,6,16,0,0
10679,3.25,7,24,2,0
10678,3,2,18,1,0
10677,1.59,98,10,11,5
10676,1.61,105,8,12,6
10675,1.15,119,6,16,6
10674,1.82,30,4,5,0
10673,2.5,11,7,5,0
10672,4,3,18,1,0
10671,2.56,16,6,6,1
10670,2.33,6,10,1,0
10669,1.62,40,5,7,3
10668,1.67,38,10,6,2
10667,1.17,185,10,39,6
10666,2,24,8,7,1
10665,2.88,10,16,5,0
10664,2.57,10,17,5,0
10663,1.19,233,3,39,12
10662,1.44,107,7,14,5
10661,1.2,301,7,50,13
10660,1.29,81,7,14,3
10659,1.35,146,7,22,6
10658,3.5,3,30,1,0
10657,2.25,13,16,4,0
10656,3,4,10,1,0
10655,1.78,27,9,6,1
10654,2.33,21,4,6,1
10653,1.78,31,9,8,2
10652,1.6,30,12,5,4
10651,3,8,15,4,0
10650,2.8,10,9,4,0
10649,4,6,9,3,1
10648,3,7,16,3,0
10647,3,5,7,1,1
10646,3,9,16,4,0
10645,2.13,22,6,5,1
10644,3.2,7,22,3,0
10643,1.89,21,10,6,2
10642,1.5,40,6,9,1
10641,1.67,22,12,5,2
10640,2.5,11,14,4,0
10639,1.37,52,5,11,2
10638,1.25,99,7,19,7
10637,2.75,7,15,2,0
10636,2.2,15,7,3,2
10635,3,3,19,1,0
10634,1.29,107,6,26,5
10633,2.4,8,12,2,0
10632,3.5,9,11,5,0
10631,3.5,3,21,1,0
10630,3,5,21,1,0
10628,3,5,19,2,0
10627,3,7,17,2,0
10626,1.7,23,10,5,3
10625,3.25,7,8,3,0
10624,2,27,13,8,2
10623,3,2,6,1,0
10622,3,8,22,4,0
10621,3.4,7,18,4,0
10620,3,3,20,1,0
10619,2.6,9,16,2,0
10618,1.43,42,9,6,1
10617,2.25,15,12,3,1
10616,2.57,11,23,4,0
10615,2.8,11,14,4,0
10614,1.39,93,4,14,2
10613,3,6,18,1,0
10612,1.89,19,14,7,1
10611,2.33,5,26,2,1
10610,2.2,12,29,3,1
10609,3.5,3,26,1,0
10608,3.5,3,26,2,0
10607,3.5,3,26,1,0
10606,1.15,207,7,37,10
10605,2.75,6,12,1,0
10604,3.5,4,25,0,0
10603,2,14,13,5,0
10602,2.18,24,17,8,0
10601,2.75,6,10,2,0
10600,2.11,15,7,5,1
10599,2.6,11,16,3,0
10598,3.67,5,27,1,0
10597,3,4,18,2,0
10596,2.5,9,14,3,0
10595,2.6,10,20,2,0
10594,5,2,20,1,0
10593,3,4,13,1,0
10592,3,3,14,0,0
10591,2,20,11,6,0
10590,3,5,13,3,0
10588,2.4,9,19,3,0
10587,2.29,13,14,5,0
10586,2.75,10,12,2,0
10585,3.33,4,12,2,0
10584,3.5,8,13,3,0
10583,3.17,9,9,3,0
10582,3.2,8,18,3,0
10581,2.6,35,9,14,0
10580,4,2,11,0,0
10579,4.5,4,9,1,0
10578,3,2,28,1,0
10577,4,3,10,0,0
10576,1.83,38,6,8,0
10575,3,8,16,3,0
10574,4,3,11,0,0
10573,1.88,22,14,3,4
10572,2.75,7,15,3,0
10571,1.77,75,6,19,0
10570,3,5,12,2,0
10569,3,2,23,0,0
10568,3.67,6,8,1,1
10567,2.3,17,14,4,0
10566,3,3,20,1,0
10565,3,7,20,3,0
10564,1.8,63,8,13,0
10563,3,7,15,3,0
10562,2.33,15,8,3,0
10561,2.57,14,8,5,0
10560,3,4,25,0,0
10559,3,6,25,1,0
10558,2,9,12,1,1
10557,2.6,7,7,1,0
10556,3,7,30,2,0
10555,2.75,9,14,3,0
10554,3.6,9,7,4,0
10553,3.8,8,8,1,0
10552,2.8,9,22,1,0
10551,3,19,18,9,0
10550,2.67,5,15,1,0
10549,1.79,29,17,8,0
10548,3,9,22,3,0
10547,2.5,9,14,2,0
10546,3,6,20,2,0
10545,4,2,23,0,0
10544,2.8,7,22,1,0
10543,2,16,19,5,0
10542,3,2,10,0,0
10541,3,3,24,0,0
10540,3,2,19,0,0
10539,2.8,10,17,3,0
10538,4,2,18,0,0
10537,3,2,22,0,0
10536,2.67,5,9,1,0
10535,2.4,9,10,3,0
10534,2.57,13,14,5,0
10533,3.67,5,19,2,0
10532,2.67,4,20,1,0
10531,3.5,5,17,3,0
10530,2,27,13,6,0
10529,3.25,5,23,2,0
10528,2.2,19,8,4,0
10527,1.62,35,3,6,4
10526,2.12,37,5,11,0
10525,1.89,28,5,4,0
10524,3.5,4,20,1,0
10523,3.25,5,15,2,0
10521,1.92,31,13,9,0
10520,2.17,15,19,1,0
10519,2,18,15,4,0
10518,2.05,51,5,14,2
10517,1.9,20,8,3,0
10516,2.33,12,18,3,0
10515,3,5,13,3,0
10514,1.75,30,6,4,1
10513,1.27,109,4,21,6
10512,2.5,12,18,5,1
10511,3,7,18,4,0
10510,3,7,21,3,0
10509,1.82,26,20,6,1
10508,2.14,15,10,5,0
10507,1.24,89,8,11,7
10506,3,6,27,2,0
10505,1.55,69,8,14,1
10504,1.5,38,11,7,1
10503,2.5,10,11,4,0
10502,3,8,17,4,0
10501,1.83,26,9,6,1
10500,3,5,14,2,0
10499,1.57,41,7,9,3
10498,1.89,23,7,6,0
10497,2.31,34,10,14,0
10496,3.2,6,21,3,0
10495,2.6,12,14,5,0
10494,3.33,5,22,1,0
10492,2.5,12,19,4,0
10490,2.67,10,22,3,0
10489,1.27,218,8,31,13
10488,2.8,7,23,3,0
10487,2.75,8,20,3,0
10486,1.43,48,13,6,7
10485,2.75,10,14,5,0
10484,3.4,7,16,4,0
10483,1.46,45,14,4,4
10481,3,2,9,1,0
10480,1.75,8,8,2,2
10479,1.57,34,9,9,0
10478,1.58,35,14,9,1
10477,1.83,20,13,4,1
10476,2.5,10,18,2,0
10475,2.6,8,17,2,0
10474,1.89,22,12,6,1
10473,1.26,169,8,36,7
10472,2.5,5,23,2,0
10471,3,5,12,1,0
10470,2.5,15,17,5,0
10469,2.5,14,17,5,0
10468,2.75,6,11,2,0
10467,1.59,146,7,24,0
10466,1.93,86,8,24,1
10465,1.8,26,9,6,1
10464,1.3,100,8,17,3
10463,1.88,15,20,3,5
10462,3.33,4,17,1,0
10461,2.14,19,5,7,1
10460,2.56,39,12,18,0
10459,5,2,23,0,0
10458,3,3,26,0,0
10457,2.5,9,13,4,0
10456,2.33,9,13,4,0
10455,1.6,39,4,7,3
10454,1.6,38,6,6,2
10453,1.25,87,8,16,9
10452,1.3,121,5,17,5
10451,1.53,42,3,6,9
10450,2.75,8,15,3,0
10449,3,7,17,3,0
10448,1.88,21,16,5,1
10447,3,3,26,0,0
10446,2.46,25,13,8,0
10445,1.35,79,8,13,7
10444,2.09,21,7,5,0
10443,1.44,114,7,12,6
10442,1.15,497,4,81,21
10441,3.25,6,13,2,0
10440,2.57,11,12,3,1
10439,2.5,20,11,9,0
10438,3,4,28,1,0
10437,1.56,120,5,20,1
10436,1.67,31,4,4,2
10435,3.25,6,19,2,0
10434,2.38,15,12,3,0
10433,1.69,37,8,6,1
10432,2.75,6,19,1,0
10431,3,9,20,3,0
10430,2.8,9,25,3,0
10429,2,10,18,4,2
10428,2,19,21,5,0
10427,2.5,11,14,4,0
10426,2.43,12,18,3,1
10425,1.9,27,7,2,5
10424,3,10,17,3,0
10423,2.38,12,9,4,1
10422,2.57,11,11,4,0
10421,2,22,12,5,1
10420,2.6,8,20,2,0
10419,2.57,13,10,5,0
10418,2.5,10,22,2,0
10417,2.33,20,13,8,0
10416,2.38,15,21,3,0
10415,3.33,8,16,3,0
10414,2.75,6,10,3,0
10413,3,3,12,0,0
10412,3,5,10,2,0
10398,2.87,23,11,12,0
10386,3.67,4,16,2,1
10385,1.27,116,6,17,4
10384,3,2,12,0,0
10383,3.67,4,11,1,0
10382,3,6,20,2,0
10381,3.6,7,12,3,0
10380,3,6,9,2,0
10379,2.87,37,8,15,0
10378,3.4,6,15,3,0
10377,2.86,12,15,5,0
10376,3.75,5,9,1,0
10375,2.8,7,13,3,0
10374,1.16,326,5,63,19
10373,3,4,25,0,0
10372,2.22,36,5,4,0
10371,4,6,8,2,0
10370,1.57,46,6,6,2
10369,2.11,17,12,4,0
10368,2.5,6,8,2,0
10367,3.5,9,8,5,0
10366,1.53,44,5,9,2
10365,1.29,89,7,13,1
10364,1.75,34,6,6,1
10363,3.33,6,18,2,0
10362,3.29,9,21,4,0
10361,2.38,13,14,7,0
10360,3.33,8,17,4,0
10359,3,3,11,0,0
10358,3.67,7,21,4,0
10357,2.44,34,12,13,0
10356,2.75,12,18,3,0
10355,1.6,41,9,8,1
10354,3,6,22,2,0
10352,3.33,8,12,4,0
10351,1.19,364,4,54,22
10350,3,8,12,2,1
10349,4,2,18,0,0
10348,2.67,9,28,2,0
10347,1.75,31,11,5,1
10346,2.09,13,14,4,1
10345,1.21,96,6,18,7
10344,4,2,17,0,0
10343,2.08,43,5,12,0
10342,2.75,6,10,1,0
10341,3.25,5,19,2,0
10340,2,23,8,3,0
10339,1.75,33,12,4,1
10338,1.6,38,9,7,2
10337,1.85,32,6,6,1
10336,3,3,25,0,0
10335,1.23,143,4,17,10
10334,2.5,10,11,3,0
10333,1.29,84,5,15,3
10332,2.38,13,11,5,0
10331,2.33,9,11,3,0
10330,1.65,100,7,14,0
10329,3.5,3,17,0,0
10328,1.28,102,7,13,4
10327,3,6,9,1,0
10326,2.86,11,18,5,0
10325,3,9,21,3,0
10323,3,6,23,3,0
10322,3.25,5,24,3,0
10321,4,3,18,0,0
10320,2.25,16,13,3,0
10319,5,2,21,1,0
10318,5,2,18,1,0
10317,2.4,18,14,5,0
10316,3.6,6,11,3,0
10315,2.4,10,14,3,0
10314,2.38,14,8,4,0
10313,3.33,4,21,0,0
10312,4,3,21,1,0
10311,2.33,9,14,5,0
10310,4,2,18,1,0
10309,3,4,21,1,0
10308,4,2,18,1,0
10307,4,4,27,1,0
10306,3.3,21,16,10,0
10305,3.07,24,15,13,0
10304,4,2,20,1,0
10303,1.57,95,15,10,3
10302,4,2,11,1,0
10301,3.5,7,12,4,0
10300,2.75,8,12,1,0
10299,2.57,10,12,5,0
10298,2.09,22,12,5,0
10297,4,2,13,0,0
10296,3.25,6,15,2,0
10294,4,2,12,1,0
10293,3.33,8,13,4,0
10292,1.67,38,8,5,4
10291,2.1,24,16,3,0
10290,3,3,10,0,0
10289,2.67,5,19,2,0
10288,3.75,6,6,3,0
10287,3,4,16,0,0
10286,2.8,14,7,3,0
10285,3,7,12,3,0
10284,3.67,5,10,2,0
10283,2.2,20,8,3,0
10282,4,3,12,2,0
10281,3.33,5,13,2,0
10280,1.5,47,10,5,1
10279,5,2,16,1,0
10278,1.8,38,5,6,0
10277,3.33,5,14,2,0
10276,1.91,24,5,6,0
10275,1.89,26,6,5,0
10274,2.38,16,6,3,0
10273,1.5,104,5,15,1
10272,3.5,7,30,4,0
10271,3,4,18,0,0
10270,1.86,27,12,4,0
10269,1.29,69,10,8,2
10268,1.23,185,7,29,10
10267,1.26,87,7,11,3
10266,1.19,229,10,31,17
10265,3.25,6,24,3,0
10264,3,10,9,3,0
10263,1.35,72,14,10,3
10262,3.5,3,22,1,0
10261,2.46,25,7,9,0
10259,4,2,22,0,0
10258,3.43,8,14,3,0
10257,3,11,19,4,0
10256,3,3,17,0,0
10255,3,3,23,0,0
10254,3,2,23,0,0
10253,3,3,32,0,0
10252,4,4,23,2,0
10251,1.53,62,5,11,3
10250,1.8,28,11,5,2
10249,1.38,64,6,10,3
10248,2.83,9,15,5,0
10247,3.25,14,13,7,0
10246,1.7,34,18,5,1
10245,2.15,78,7,15,5
10244,3,10,19,3,0
10243,3.33,4,22,2,0
10242,3.43,8,24,4,0
10241,1.38,86,4,11,8
10240,1.29,106,8,15,2
10239,3,10,20,5,0
10238,3.4,17,11,9,0
10237,1.2,313,5,43,19
10236,1.56,32,7,3,1
10235,2.86,13,15,7,0
10234,3.14,11,11,5,0
10233,2.83,9,17,4,0
10232,3,3,22,0,0
10231,3.2,8,23,4,0
10230,1.64,43,8,6,2
10229,1.14,646,5,105,24
10228,3.33,9,14,5,0
10227,3,10,17,5,0
10226,1.88,76,6,14,0
10225,1.19,168,6,32,8
10224,1.56,42,5,8,1
10223,1.17,445,7,85,24
10222,1.91,42,5,6,2
10221,1.42,53,5,5,4
10220,2,15,4,4,1
10219,1.22,187,5,32,12
10218,1.89,25,7,3,1
10217,1.32,133,9,12,3
10216,1.67,35,10,4,2
10215,1.73,35,15,3,4
10214,2.25,16,8,2,3
10213,2.33,19,10,2,0
10212,2.14,16,10,8,1
10211,1.32,88,6,15,3
10210,1.86,26,18,3,2
10209,1.67,42,6,7,2
10208,2.5,20,8,3,0
10207,1.32,86,6,13,3
10206,2.29,21,10,5,1
10205,1.36,56,8,6,1
10204,1.8,33,11,5,0
10203,1.7,37,10,5,0
10202,1.47,72,5,12,5
10201,1.64,41,5,7,1
10200,1.29,95,5,9,2
10199,1,39,10,3,8
10198,1.5,48,5,4,4
10197,1.5,50,5,7,4
10196,2,30,9,5,1
10195,1.44,173,8,18,10
10194,1.18,350,5,47,28
10193,1.29,141,6,16,11
10192,1.86,39,10,4,3
10191,1.78,30,11,3,2
10190,1.86,18,14,4,1
10189,2,25,11,4,2
10188,1.18,226,6,28,9
10187,1.26,129,4,21,7
10186,1.83,25,10,2,2
10185,1.75,31,12,7,2
10184,1.58,56,7,9,0
10183,1.26,132,5,18,10
10182,2.33,12,14,4,2
10181,1.86,26,10,2,2
10180,1.21,210,6,30,11
10179,1.18,282,5,39,17
10178,1.16,483,4,72,24
10177,2,23,13,3,1
10176,1.2,238,6,40,11
10175,1.75,26,17,5,2
10174,1.29,206,4,35,12
10173,1.86,58,6,11,2
10172,2.38,19,8,3,1
10171,1.88,27,5,2,3
10170,1.27,127,5,16,6
10169,1.9,29,6,5,1
10168,1.38,58,6,5,1
10167,1.16,405,4,64,19
10166,1.57,56,5,8,1
10165,1.5,46,4,7,1
10164,1.57,35,8,4,2
10163,2.13,17,6,2,1
10162,2.13,17,6,1,3
10161,1.33,158,5,26,7
10160,1.64,77,6,8,1
10159,1.89,22,15,3,2
10158,1.22,91,5,13,4
10157,1.89,28,6,4,1
10156,1.67,49,8,6,3
10155,1.18,248,7,36,7
10154,1.88,25,6,5,0
10153,1.29,128,12,19,6
10152,1.24,142,4,23,3
10151,1.8,32,10,4,0
10150,1.59,65,11,10,2
10149,2.43,17,6,3,1
10148,1.36,52,5,5,7
10147,1.31,170,6,20,19
10146,2.11,21,6,4,1
10145,1.27,113,4,15,5
10144,1.25,219,5,28,9
10143,1.7,37,9,5,1
10142,2.8,9,8,3,0
10141,1.21,131,5,13,11
10140,1.8,15,5,1,1
10139,1.8,31,5,7,2
10138,1.5,91,5,8,2
10137,1.78,24,4,4,1
10136,2,24,13,5,0
10135,1.67,37,6,6,2
10134,1.82,34,7,6,0
10133,1.47,51,5,5,5
10132,2.11,19,12,3,0
10131,1.56,29,12,4,0
10130,1.87,42,7,7,2
10129,1.23,122,5,15,9
10128,1.32,103,4,14,4
10127,1.8,29,5,4,1
10126,1.2,217,6,24,12
10125,1.54,39,9,5,1
10124,1.89,25,5,4,0
10123,1.5,48,6,8,1
10122,1.06,71,4,4,9
10121,2.25,24,5,5,0
10120,2.4,8,8,3,0
10119,1.24,304,4,65,10
10118,1.53,68,6,10,2
10117,1.26,111,12,11,12
10116,1.46,55,13,5,2
10115,1.73,34,9,7,1
10114,1.8,29,8,5,0
10113,1.8,28,9,4,1
10112,1.88,21,12,2,2
10111,1.29,92,5,17,2
10110,2.29,16,12,2,1
10109,1.86,26,9,4,2
10108,1.67,29,9,3,3
10107,2.13,19,15,5,0
10106,1.8,29,5,2,1
10105,2.29,15,14,4,0
10104,1.5,42,7,7,2
10103,1.56,42,7,5,1
10102,1.22,185,5,33,6
10101,2.13,20,8,4,0
10100,1.89,28,6,4,2
10099,1.35,79,6,12,3
10098,1.19,192,5,28,13
10097,1.22,149,5,24,5
10096,1.34,156,5,21,6
10095,1.29,79,5,6,7
10094,1.35,66,4,10,2
10093,1.19,250,4,37,13
10092,1.21,254,6,43,15
10088,1.19,196,4,33,9
10087,2.4,15,6,2,1
10086,1.21,111,4,9,14
10084,1.8,53,11,8,0
10078,1.64,36,7,5,1
10077,1.17,268,3,48,11
10076,1.29,125,4,18,2
10075,2,20,14,4,0
10074,1.67,31,7,1,3
10073,1.67,33,7,4,1
10072,2,23,6,2,1
10071,1.5,46,10,4,1
10070,2.5,16,8,2,1
10069,2.4,16,8,1,0
10068,1.45,49,11,5,1
10067,1.38,54,5,3,4
10066,1.46,47,7,5,2
10065,1.56,86,6,10,0
10064,2.14,19,7,3,2
10063,1.34,274,6,21,9
10062,1.64,43,4,6,1
10061,2.11,22,5,5,0
10060,2,24,6,6,1
10059,1.29,77,5,11,2
10058,1.19,203,5,33,12
10057,1.18,432,5,88,11
10056,2.11,20,7,5,0
10055,1.43,57,5,6,1
10054,2,23,7,4,0
10053,2.29,21,7,3,0
10052,1.91,31,4,6,1
10051,1.5,33,17,7,1
10050,1.86,20,7,4,0
10049,2.11,20,7,6,0
10048,1.13,391,4,68,16
10047,1.44,70,4,11,1
10046,2,23,9,6,1
10045,1.9,29,6,4,1
10044,1.38,122,6,11,1
10043,1.14,471,4,82,13
10042,1.64,41,8,6,1
10041,2.11,26,13,9,0
10040,1.71,40,5,6,1
10039,1.28,102,5,16,4
10038,3,9,17,4,0
10037,1.38,54,5,5,2
10036,1.5,46,6,3,5
10035,1.33,209,5,18,1
10034,1.44,90,5,13,1
10033,1.22,108,6,15,7
10032,1.64,42,7,7,1
10031,1.25,142,4,17,2
10030,1.15,280,5,43,12
10029,1.56,50,7,9,2
10028,1.19,372,4,45,10
10027,1.16,241,4,35,13
10026,1.46,54,6,7,5
10025,1.42,45,11,6,2
10024,1.6,54,10,10,1
10023,1.38,62,5,8,3
10022,1.45,70,12,5,1
10021,1.75,32,8,3,2
10020,1.5,44,6,5,4
10019,1.89,29,12,7,1
10018,1.83,42,4,6,2
10017,1.5,59,6,9,4
10016,1.64,45,5,5,3
10015,1.54,43,5,6,3
10014,1.67,34,4,8,2
10013,2,25,7,4,1
10012,2.8,10,18,4,0
10011,2.22,22,5,2,2
10010,2.5,25,17,7,0
10009,1.8,29,6,4,0
10008,1.83,17,6,3,1
10007,1.25,87,5,13,5
10006,1.5,40,4,7,1
10005,1.5,46,6,7,2
10004,1.31,68,6,9,3
10003,1.44,87,7,10,3
10002,1.55,44,5,5,1
10001,2.6,9,6,0,2
10000,2.33,14,13,6,2
9999,2.6,10,11,5,0
9998,2,24,7,2,1
9997,4,2,22,0,0
9996,3.5,5,10,1,1
9995,3,6,18,4,0
9994,3,2,18,0,0
9993,2.43,17,11,6,0
9992,2.67,15,6,3,0
9991,2.11,21,6,3,1
9990,2.5,5,17,0,0
9989,1.19,217,4,26,12
9988,1.8,29,8,5,1
9987,3,15,7,4,1
9986,2,22,4,5,1
9985,1.21,108,6,18,4
9984,1.37,87,9,10,5
9983,1.17,181,7,24,15
9982,1.8,33,7,3,0
9981,2,25,5,4,0
9980,1.18,272,4,34,19
9979,1.25,160,5,20,7
9978,1.25,98,4,14,5
9977,2,23,6,3,1
9976,1.21,152,4,21,10
9975,1.67,38,6,6,2
9974,1.18,50,5,3,8
9973,1.7,32,6,4,1
9972,1.67,37,5,4,2
9971,1.75,29,9,2,1
9970,1.89,24,12,4,1
9969,1.83,34,9,7,1
9968,3.33,4,19,1,0
9967,3,11,23,4,0
9966,3,13,10,2,0
9965,1.67,66,9,9,0
9964,2.13,20,8,5,0
9963,2.13,21,10,5,1
9962,1.54,42,3,6,2
9961,1.46,59,5,4,5
9960,1.67,50,6,5,4
9959,3.17,10,27,2,0
9958,1.64,83,9,9,0
9957,2.33,9,7,0,0
9956,1.7,40,11,5,1
9955,1.8,26,8,4,0
9954,1.7,36,6,3,1
9953,1.47,122,5,12,1
9952,2.33,10,5,0,0
9951,3,2,8,0,0
9950,1.29,198,15,28,15
9949,1.21,114,4,18,8
9948,1.18,434,3,61,28
9947,3.5,4,21,1,0
9946,1.69,36,7,8,1
9945,1.32,89,4,9,5
9944,1.86,55,9,9,0
9943,1.54,51,4,11,2
9942,1.73,32,7,7,1
9941,1.5,42,5,6,1
9940,3,3,10,0,0
9939,1.75,36,5,6,1
9938,2.5,9,5,1,0
9937,2.71,14,6,2,0
9936,1.75,35,8,3,1
9935,1.86,28,9,3,2
9934,3.67,6,28,2,0
9933,3.5,5,20,0,0
9932,3.5,5,20,1,0
9931,1.6,32,15,4,1
9930,1.33,77,6,11,2
9929,1.29,76,8,11,4
9928,1.88,35,9,4,1
9927,1.73,31,13,6,1
9926,1.45,45,8,4,1
9925,3,9,18,3,0
9924,1.75,31,8,5,1
9923,1.28,103,6,12,8
9922,1.2,416,5,59,19
9921,1.58,47,6,7,2
9920,1.8,41,6,3,3
9919,1.82,23,10,5,2
9918,2.75,7,20,1,0
9917,2,27,10,6,1
9916,2.2,14,15,4,0
9915,1.53,92,8,12,1
9914,3,9,18,3,0
9913,1.69,34,9,7,1
9912,1.88,23,12,6,0
9911,2.75,6,16,2,0
