rowid,fpl_hostname,fpl_name,fpl_disc,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_bmassj,fpl_rade,fpl_radj,fpl_rads,fpl_dens,fpl_eqt,fst_dist,fst_teff,fst_logg,fst_lum,fst_mass,fst_rad,fst_met,fst_age
3095,Kepler-539,Kepler-539 b,2016,125.63243,0.4988,0.39,308.2951,0.97,8.373,0.747,0.077,2.9,388,310.01,5820,4.5,-0.094,1.05,0.95,-0.01,2
3096,Kepler-539,Kepler-539 c,2016,1000,2.42,0.5,762.792,2.4,13.3,1.18,0.122,1.78,253,310.01,5820,4.5,-0.094,1.05,0.95,-0.01,2
3097,Kepler-54,Kepler-54 b,2012,8.0109434,0.0619,,292.39,0.92,2.1,0.187,0.019,,453,273.8,4252,4.73,-1.272,0.48,0.55,-0.27,4.17
3098,Kepler-54,Kepler-54 c,2012,12.0717249,,,117.59,0.37,1.23,0.11,0.011,,,273.8,4252,4.73,-1.272,0.48,0.55,-0.27,4.17
3099,Kepler-54,Kepler-54 d,2014,20.995694,0.126,,2.96,0.0093,1.53,0.136,0.014,4.54,,273.8,4252,4.73,-1.272,0.48,0.55,-0.27,4.17
3100,Kepler-540,Kepler-540 b,2016,172.7049784,,,7.8,0.0245,2.71,0.242,0.025,2.15,,350,5946,4.38,0.189,1.02,1.08,-0.1,4.9
3101,Kepler-541,Kepler-541 b,2016,5.08005848,,,11.2,0.0354,3.36,0.3,0.031,1.62,,1020,6166,3.96,0.659,1.41,2.06,0.07,3.09
3102,Kepler-542,Kepler-542 b,2016,13.14497566,,,3.09,0.00972,1.57,0.14,0.014,4.39,,439,5526,4.5,-0.191,0.93,0.9,0.02,4.57
3103,Kepler-543,Kepler-543 b,2016,13.89961966,,,6.8,0.0214,2.5,0.223,0.023,2.39,,212,4671,4.63,-0.728,0.7,0.67,-0.19,5.75
3104,Kepler-544,Kepler-544 b,2016,21.41616926,,,5.14,0.0162,2.12,0.189,0.019,2.96,,797,6206,4.33,0.44,1.16,1.22,0.02,2.63
3105,Kepler-545,Kepler-545 b,2016,13.24934059,,,7.7,0.0242,2.69,0.24,0.025,2.17,,831,5882,4.39,0.078,1.04,1.07,0.03,4.47
3106,Kepler-546,Kepler-546 b,2016,4.14702026,,,39.1,0.123,7,0.624,0.064,0.626,,896,5967,4.36,0.227,1.11,1.15,0.14,3.31
3107,Kepler-547,Kepler-547 b,2016,6.01038429,,,15.1,0.0475,4,0.357,0.037,1.3,,361,4828,4.61,-0.581,0.78,0.73,0.01,2.88
3108,Kepler-548,Kepler-548 b,2016,4.45419434,,,,,11.99,1.07,0.11,,,776,5535,4.5,-0.304,0.93,0.9,0,4.37
3109,Kepler-549,Kepler-549 b,2016,42.9495649,,,11,0.03461,2.57,0.229,0.024,1.9,,648,5360,4.54,-0.317,0.88,0.84,-0.03,4.57
3110,Kepler-549,Kepler-549 c,2016,117.040498,,,8.91,0.028,2.93,0.261,0.027,1.95,,648,5360,4.54,-0.317,0.88,0.84,-0.03,4.57
3111,Kepler-55,Kepler-55 b,2012,27.9481449,,,473.55,1.49,2.43,0.217,0.022,,,588.47,4503,4.68,-0.784,0.72,0.62,-0.01,2.34
3112,Kepler-55,Kepler-55 c,2012,42.1516418,,,352.78,1.11,2.21,0.197,0.02,,,588.47,4503,4.68,-0.784,0.72,0.62,-0.01,2.34
3113,Kepler-55,Kepler-55 d,2014,2.211099,0.029,,3.15,0.00993,1.59,0.142,0.015,4.31,,588.47,4503,4.68,-0.784,0.72,0.62,-0.01,2.34
3114,Kepler-55,Kepler-55 e,2014,4.617534,0.048,,3.02,0.00951,1.55,0.138,0.014,4.46,,588.47,4503,4.68,-0.784,0.72,0.62,-0.01,2.34
3115,Kepler-55,Kepler-55 f,2014,10.198545,0.081,,3.15,0.00993,1.59,0.142,0.015,4.31,,588.47,4503,4.68,-0.784,0.72,0.62,-0.01,2.34
3116,Kepler-550,Kepler-550 b,2016,8.60010411,,,17.9,0.0563,4.42,0.394,0.041,1.14,,563,5322,4.55,-0.407,0.87,0.83,-0.02,4.68
3117,Kepler-551,Kepler-551 b,2016,12.3764661,,,7.9,0.0249,2.73,0.244,0.025,2.13,,312,4286,4.66,-0.928,0.65,0.63,-0.09,3.8
3118,Kepler-552,Kepler-552 b,2016,5.26341577,,,14.8,0.0465,3.95,0.352,0.036,1.32,,834,5863,4.42,0.042,1.03,1.04,0.01,3.89
3119,Kepler-553,Kepler-553 b,2016,4.03046804,,,19.4,0.0609,4.63,0.413,0.042,1.07,,725,5266,4.55,-0.321,0.92,0.85,0.21,2.88
3120,Kepler-553,Kepler-553 c,2016,328.2399546,,,,,11.2,0.999,0.103,,,725,5266,4.55,-0.321,0.92,0.85,0.21,2.88
3121,Kepler-554,Kepler-554 b,2016,1.90220856,,,17,0.0535,4.29,0.383,0.039,1.18,,642,5447,4.49,-0.133,0.93,0.92,0.14,5.62
3122,Kepler-555,Kepler-555 b,2016,16.21775407,,,8.4,0.0264,2.83,0.252,0.026,2.04,,772,5894,4.42,0.212,1.03,1.04,0,3.89
3123,Kepler-556,Kepler-556 b,2016,11.72292176,,,5.65,0.0178,2.24,0.2,0.021,2.76,,729,5740,4.46,-0.096,1,0.98,0.03,4.17
3124,Kepler-557,Kepler-557 b,2016,3.70598955,,,7.61,0.0239,2.67,0.238,0.024,2.2,,1126,6068,4.35,0.713,1.11,1.16,0.02,3.24
3125,Kepler-558,Kepler-558 b,2016,29.00790538,,,6.21,0.0195,2.37,0.211,0.022,2.56,,652,5242,4.56,-0.409,0.85,0.81,-0.06,4.47
3126,Kepler-559,Kepler-559 b,2016,17.58752333,,,12.7,0.0399,3.61,0.322,0.033,1.48,,793,5630,4.47,-0.197,0.96,0.95,0.03,4.37
3127,Kepler-56,Kepler-56 b,2012,10.5016,0.1028,0.04,22.1,0.07,6.51,0.581,0.06,0.442,,936.96,4840,3.31,0.905,1.32,4.23,0.2,3.5
3128,Kepler-56,Kepler-56 c,2012,21.40239,0.1652,0,181,0.57,9.8,0.874,0.09,1.06,,936.96,4840,3.31,0.905,1.32,4.23,0.2,3.5
3129,Kepler-56,Kepler-56 d,2016,1002,2.16,0.2,1784,5.61,12.8,1.14,0.117,4.67,,936.96,4840,3.31,0.905,1.32,4.23,0.2,3.5
3130,Kepler-560,Kepler-560 b,2016,18.47764449,0.0899,0.17,3.61,0.0113,1.72,0.153,0.016,18.8,298,88,3556,4.94,-1.717,0.34,0.33,-0.39,4.07
3131,Kepler-561,Kepler-561 b,2016,58.3620495,,,38.7,0.122,6.96,0.621,0.064,0.631,,667,5646,4.48,-0.224,0.96,0.94,0.02,4.27
3132,Kepler-561,Kepler-561 c,2016,5.35016198,,,7.65,0.0241,2.68,0.239,0.025,2.18,,667,5646,4.48,-0.224,0.96,0.94,0.02,4.27
3133,Kepler-562,Kepler-562 b,2016,18.00931444,,,23.7,0.0745,5.21,0.465,0.048,0.921,,822,5575,4.5,0.006,0.93,0.9,-0.04,4.57
3134,Kepler-563,Kepler-563 b,2016,22.18432708,,,9.75,0.0307,3.09,0.276,0.028,1.82,,557,5066,4.58,-0.459,0.8,0.77,-0.08,5.37
3135,Kepler-564,Kepler-564 b,2016,3.75083228,,,19.4,0.0609,4.63,0.413,0.042,1.07,,830,5626,4.49,-0.106,0.95,0.92,-0.01,4.27
3136,Kepler-565,Kepler-565 b,2016,4.24374723,,,12.9,0.0405,3.64,0.325,0.033,1.47,,1041,5735,4.47,-0.055,0.98,0.95,-0.02,4.07
3137,Kepler-566,Kepler-566 b,2016,18.42794624,,,5.27,0.0166,2.15,0.192,0.02,2.91,,628,5132,4.57,-0.548,0.83,0.79,-0.01,4.57
3138,Kepler-567,Kepler-567 b,2016,16.54297375,,,5.69,0.0179,2.25,0.201,0.021,2.74,,568,5148,4.57,-0.436,0.84,0.79,0,4.68
3139,Kepler-568,Kepler-568 b,2016,11.02347475,,,5.73,0.018,2.26,0.202,0.021,2.73,,126,3768,4.73,-1.305,0.55,0.53,0.11,5.89
3140,Kepler-569,Kepler-569 b,2016,34.18890521,,,10.1,0.0319,3.16,0.282,0.029,1.76,,645,5616,4.48,-0.124,0.95,0.93,0.01,4.9
3141,Kepler-57,Kepler-57 b,2012,5.7293196,,,5994.02,18.86,2.19,0.195,0.02,,,656.23,5145,4.63,-0.361,0.83,0.73,-0.07,4.68
3142,Kepler-57,Kepler-57 c,2012,11.6092567,,,2208.83,6.95,1.55,0.138,0.014,,,656.23,5145,4.63,-0.361,0.83,0.73,-0.07,4.68
3143,Kepler-570,Kepler-570 b,2016,4.301662,,,6.57,0.0207,2.45,0.219,0.022,2.45,,642,5496,4.5,-0.301,0.93,0.9,0.06,5.01
3144,Kepler-571,Kepler-571 b,2016,4.79859939,,,7.46,0.0235,2.64,0.236,0.024,2.23,,756,5527,4.51,-0.236,0.93,0.9,0.01,4.68
3145,Kepler-572,Kepler-572 b,2016,17.20523483,,,7.18,0.0226,2.58,0.23,0.024,2.3,,532,5212,4.57,-0.465,0.83,0.79,-0.1,4.68
3146,Kepler-573,Kepler-573 b,2016,22.18329658,,,8.2,0.0258,2.79,0.249,0.026,2.07,,758,5746,4.41,0.011,0.99,1.02,0.02,5.89
3147,Kepler-574,Kepler-574 b,2016,7.65880414,,,6.3,0.0198,2.39,0.213,0.022,2.54,,747,5612,4.5,-0.243,0.95,0.91,-0.01,4.17
3148,Kepler-575,Kepler-575 b,2016,9.37891944,,,6.3,0.0198,2.39,0.213,0.022,2.54,,852,5710,4.47,-0.113,0.97,0.95,0,3.98
3149,Kepler-576,Kepler-576 b,2016,29.91136794,,,10.7,0.0338,3.27,0.292,0.03,1.68,,698,5672,4.46,-0.249,0.99,0.97,0.09,4.47
3150,Kepler-577,Kepler-577 b,2016,25.69578251,,,7.04,0.0221,2.55,0.227,0.023,2.33,,549,4984,4.61,-0.555,0.78,0.73,-0.14,3.8
3151,Kepler-578,Kepler-578 b,2016,1.6168837,,,4.66,0.0147,2,0.178,0.018,3.2,,568,5334,4.54,-0.373,0.87,0.83,-0.03,4.68
3152,Kepler-579,Kepler-579 b,2016,9.66857723,,,4.66,0.0147,2,0.178,0.018,3.2,,663,5636,4.47,-0.346,0.99,0.96,0.13,4.07
3153,Kepler-58,Kepler-58 b,2012,10.2184954,,,441.77,1.39,2.78,0.248,0.025,,,996.32,6099,4.37,-0.061,1.33,1.13,0.09,2.14
3154,Kepler-58,Kepler-58 c,2012,15.5741568,,,696.02,2.19,2.86,0.255,0.026,,,996.32,6099,4.37,-0.061,1.33,1.13,0.09,2.14
3155,Kepler-58,Kepler-58 d,2014,40.101371,0.236,,8.96,0.0282,2.94,0.262,0.027,1.94,,996.32,6099,4.37,-0.061,1.33,1.13,0.09,2.14
3156,Kepler-580,Kepler-580 b,2016,8.22241966,,,7.13,0.0224,2.57,0.229,0.024,2.31,,333,4298,4.66,-0.905,0.67,0.64,-0.06,3.47
3157,Kepler-581,Kepler-581 b,2016,40.6069821,,,7.41,0.0233,2.63,0.235,0.024,2.24,,833,5772,4.44,-0.211,1,1,0.03,4.07
3158,Kepler-582,Kepler-582 b,2016,18.49235668,,,13.1,0.0413,3.68,0.328,0.034,1.44,,751,5564,4.49,-0.456,0.93,0.91,0.01,4.47
3159,Kepler-583,Kepler-583 b,2016,6.5100253,,,5.82,0.0183,2.28,0.203,0.021,2.7,,805,5523,4.5,-0.117,0.94,0.91,0.07,4.47
3160,Kepler-584,Kepler-584 b,2016,35.1810304,,,16.5,0.0519,4.21,0.376,0.039,1.22,,1445,6195,4.31,0.528,1.17,1.24,0.02,2.88
3161,Kepler-585,Kepler-585 b,2016,2.75235975,,,8.4,0.0264,2.83,0.252,0.026,2.04,,604,5593,4.49,-0.17,0.96,0.93,0.03,3.63
3162,Kepler-586,Kepler-586 b,2016,2.10472218,,,8.2,0.0258,2.79,0.249,0.026,2.07,,707,5575,4.5,-0.161,0.94,0.92,0,4.17
3163,Kepler-587,Kepler-587 b,2016,10.94027841,,,5.6,0.0176,2.23,0.199,0.02,2.77,,852,5549,4.51,-0.247,0.92,0.89,-0.05,4.79
3164,Kepler-588,Kepler-588 b,2016,4.22162536,,,7.41,0.0233,2.63,0.235,0.024,2.24,,972,5835,4.44,0.197,1.01,1,0,4.07
3165,Kepler-589,Kepler-589 b,2016,16.54964934,,,5.77,0.0182,2.27,0.203,0.021,2.71,,643,5296,4.55,-0.37,0.88,0.83,0.01,4.47
3166,Kepler-59,Kepler-59 b,2012,11.8681707,,,651.52,2.05,1.1,0.098,0.01,,,1203.57,6074,4.51,0.319,1.04,0.94,0.02,3.31
3167,Kepler-59,Kepler-59 c,2012,17.9801235,,,435.41,1.37,1.98,0.177,0.018,,,1203.57,6074,4.51,0.319,1.04,0.94,0.02,3.31
3168,Kepler-590,Kepler-590 b,2016,5.85296257,,,15.2,0.0479,4.02,0.359,0.037,1.29,,986,6000,4.35,0.457,1.1,1.15,0.07,3.55
3169,Kepler-591,Kepler-591 b,2016,81.1694299,,,11.4,0.0359,3.39,0.302,0.031,1.61,,793,5677,4.48,-0.09,0.97,0.94,0.01,4.17
3170,Kepler-592,Kepler-592 b,2016,2.82019241,,,6.3,0.0198,2.39,0.213,0.022,2.54,,1034,5913,4.42,0.173,1.04,1.04,-0.03,3.89
3171,Kepler-593,Kepler-593 b,2016,21.21708973,,,8.6,0.0271,2.87,0.256,0.026,2,,1016,5967,4.39,0.073,1.08,1.1,0.04,3.63
3172,Kepler-594,Kepler-594 b,2016,13.64618192,,,5.39,0.017,2.18,0.194,0.02,2.86,,742,5485,4.52,-0.22,0.91,0.87,-0.03,4.27
3173,Kepler-595,Kepler-595 b,2016,25.30292332,,,13.9,0.0438,3.81,0.34,0.035,1.38,,639,5247,4.54,-0.353,0.87,0.83,0.08,4.9
3174,Kepler-596,Kepler-596 b,2016,21.30022655,,,11.8,0.0372,3.46,0.309,0.032,1.57,,1083,6267,4.27,0.308,1.21,1.32,0.03,2.69
3175,Kepler-597,Kepler-597 b,2016,13.02365861,,,6.21,0.0195,2.37,0.211,0.022,2.56,,660,5683,4.47,-0.064,0.97,0.95,-0.01,4.27
3176,Kepler-598,Kepler-598 b,2016,3.70175428,,,2.86,0.00899,1.5,0.134,0.014,4.66,,686,5307,4.51,-0.301,0.87,0.86,0.02,7.59
3177,Kepler-599,Kepler-599 b,2016,15.65562652,,,8.45,0.0266,2.84,0.253,0.026,2.03,,627,5127,4.57,-0.552,0.83,0.79,-0.02,5.01
3178,Kepler-6,Kepler-6 b,2009,3.2346996,0.04852,0.06,212.31044,0.668,14.617,1.304,0.134,0.4,1460,597.14,5647,4.24,0.168,1.21,1.39,0.34,3.8
3179,Kepler-60,Kepler-60 b,2012,7.1334,0.07497,0.0108,4.19,0.01318,1.71,0.153,0.016,4.62,,1056.17,5905,4.26,0.354,1.04,1.26,-0.09,5.13
3180,Kepler-60,Kepler-60 c,2012,8.9187,0.08701,0.0291,3.85,0.01211,1.9,0.17,0.017,3.06,,1056.17,5905,4.26,0.354,1.04,1.26,-0.09,5.13
3181,Kepler-60,Kepler-60 d,2012,11.8981,0.10548,0.0151,4.16,0.01309,1.99,0.178,0.018,2.91,,1056.17,5905,4.26,0.354,1.04,1.26,-0.09,5.13
3182,Kepler-600,Kepler-600 b,2016,23.67517607,,,8.75,0.0275,2.9,0.259,0.027,1.97,,624,5279,4.56,-0.361,0.84,0.81,-0.09,4.57
3183,Kepler-601,Kepler-601 b,2016,5.37886844,,,4.27,0.0134,1.9,0.17,0.017,3.42,,429,5160,4.57,-0.433,0.85,0.79,-0.02,4.07
3184,Kepler-602,Kepler-602 b,2016,15.28469497,,,5.02,0.0158,2.09,0.186,0.019,3.02,,971,6062,4.37,0.25,1.08,1.13,-0.02,3.16
3185,Kepler-603,Kepler-603 b,2016,21.05358596,,,7.51,0.0236,2.65,0.236,0.024,2.22,,967,5808,4.43,0.371,1.01,1.01,0.03,4.37
3186,Kepler-603,Kepler-603 c,2016,127.9075774,,,34.5,0.108,6.5,0.58,0.06,0.69,,967,5808,4.43,0.371,1.01,1.01,0.03,4.37
3187,Kepler-603,Kepler-603 d,2016,6.2171292,,,2.3,0.00724,1.32,0.118,0.012,5.5,,967,5808,4.43,0.371,1.01,1.01,0.03,4.37
3188,Kepler-604,Kepler-604 b,2016,25.85501786,,,7.22,0.0227,2.59,0.231,0.024,2.28,,981,5890,4.42,0.06,1.02,1.03,-0.02,3.72
3189,Kepler-605,Kepler-605 b,2016,3.38353807,,,2.67,0.00839,1.44,0.128,0.013,4.91,,570,5462,4.52,-0.258,0.91,0.88,0.02,4.47
3190,Kepler-605,Kepler-605 c,2016,2.35895152,,,0.566,0.00178,0.86,0.077,0.008,4.89,,570,5462,4.52,-0.258,0.91,0.88,0.02,4.47
3191,Kepler-606,Kepler-606 b,2016,24.31575992,,,11,0.0345,3.31,0.295,0.03,1.67,,1208,6161,4.32,0.206,1.13,1.22,0.01,2.88
3192,Kepler-607,Kepler-607 b,2016,0.6381632,,,0.59,0.00186,0.87,0.078,0.008,4.92,,500,5196,4.56,-0.389,0.84,0.8,-0.02,4.9
3193,Kepler-608,Kepler-608 b,2016,6.41251504,,,12.9,0.0405,3.64,0.325,0.033,1.47,,926,5820,4.43,-0.003,1,1.01,-0.02,3.8
3194,Kepler-609,Kepler-609 b,2016,6.52121067,,,11.2,0.0352,3.35,0.299,0.031,1.64,,1143,5971,4.36,0.043,1.09,1.14,0.06,3.72
3195,Kepler-61,Kepler-61 b,2013,59.87756,0.24861,0.25,5.27,0.0166,2.15,0.192,0.02,2.91,273,338.24,4017,4.67,-0.923,0.64,0.62,0.03,1
3196,Kepler-610,Kepler-610 b,2016,6.99692655,,,16.3,0.0514,4.19,0.374,0.038,1.22,,1113,5943,4.37,-0.146,1.1,1.13,0.12,3.55
3197,Kepler-610,Kepler-610 c,2016,151.86392,,,10.9,0.0343,3.3,0.294,0.03,1.67,,1113,5943,4.37,-0.146,1.1,1.13,0.12,3.55
3198,Kepler-611,Kepler-611 b,2016,2.4370333,,,3.36,0.0106,1.65,0.147,0.015,4.11,,906,5761,4.43,0.379,1.01,1.01,0.06,4.47
3199,Kepler-612,Kepler-612 b,2016,3.72215641,,,8.45,0.0266,2.84,0.253,0.026,2.03,,932,5693,4.46,0.287,0.98,0.96,0.04,4.47
3200,Kepler-613,Kepler-613 b,2016,15.77979614,,,5.86,0.0184,2.29,0.204,0.021,2.68,,864,5723,4.47,-0.061,0.98,0.96,-0.01,4.27
3201,Kepler-614,Kepler-614 b,2016,14.03491514,,,6.3,0.0198,2.39,0.213,0.022,2.54,,571,5268,4.55,-0.447,0.85,0.81,-0.07,4.79
3202,Kepler-615,Kepler-615 b,2016,10.35584657,,,3.68,0.0116,1.74,0.155,0.016,3.84,,330,4655,4.62,-0.695,0.73,0.69,-0.07,3.72
3203,Kepler-616,Kepler-616 b,2016,9.99761851,,,6.48,0.0204,2.43,0.217,0.022,2.48,,1019,5753,4.46,-0.118,0.98,0.97,-0.02,3.89
3204,Kepler-616,Kepler-616 c,2016,90.4113556,,,11.5,0.0363,3.41,0.304,0.031,1.59,,1019,5753,4.46,-0.118,0.98,0.97,-0.02,3.89
3205,Kepler-617,Kepler-617 b,2016,1.68269615,,,2.3,0.00724,1.32,0.118,0.012,5.5,,150,3712,4.77,-1.261,0.51,0.48,-0.07,3.98
3206,Kepler-618,Kepler-618 b,2016,3.59576964,,,7.27,0.0229,2.6,0.232,0.024,2.27,,1115,5860,4.39,0.158,1.05,1.08,0.08,4.27
3207,Kepler-619,Kepler-619 b,2016,5.4042722,,,10.1,0.0319,3.16,0.282,0.029,1.76,,1111,5980,4.38,-0.056,1.09,1.11,0.05,3.47
3208,Kepler-619,Kepler-619 c,2016,1.20846503,,,3.5,0.011,1.69,0.151,0.015,3.98,,1111,5980,4.38,-0.056,1.09,1.11,0.05,3.47
3209,Kepler-62,Kepler-62 b,2013,5.714932,0.0553,,9,0.03,1.31,0.117,0.012,,750,368,4925,4.68,-0.678,0.69,0.64,-0.37,7
3210,Kepler-62,Kepler-62 c,2013,12.4417,0.0929,,4,0.013,0.54,0.048,0.005,,578,368,4925,4.68,-0.678,0.69,0.64,-0.37,7
3211,Kepler-62,Kepler-62 d,2013,18.16406,0.12,,14,0.044,1.95,0.174,0.018,,510,368,4925,4.68,-0.678,0.69,0.64,-0.37,7
3212,Kepler-62,Kepler-62 e,2013,122.3874,0.427,,36,0.113,1.61,0.144,0.015,,270,368,4925,4.68,-0.678,0.69,0.64,-0.37,7
3213,Kepler-62,Kepler-62 f,2013,267.291,0.718,,35,0.11,1.41,0.126,0.013,,208,368,4925,4.68,-0.678,0.69,0.64,-0.37,7
3214,Kepler-620,Kepler-620 b,2016,12.91375431,,,11,0.0346,3.32,0.296,0.03,1.65,,1241,6155,4.33,0.316,1.15,1.22,0.03,3.02
3215,Kepler-621,Kepler-621 b,2016,2.62811375,,,5.9,0.0186,2.3,0.205,0.021,2.66,,389,4521,4.63,-0.759,0.72,0.68,-0.02,3.63
3216,Kepler-622,Kepler-622 b,2016,14.28226676,,,5.18,0.0163,2.13,0.19,0.02,2.95,,259,4201,4.67,-0.85,0.64,0.61,-0.09,3.47
3217,Kepler-623,Kepler-623 b,2016,9.07097734,,,9.32,0.0293,3.01,0.269,0.028,1.88,,811,5443,4.53,-0.328,0.9,0.86,-0.03,4.47
3218,Kepler-624,Kepler-624 b,2016,14.58649607,,,5.95,0.0187,2.31,0.206,0.021,2.65,,731,6117,4.33,0.249,1.1,1.18,-0.06,3.72
3219,Kepler-625,Kepler-625 b,2016,7.75192492,,,4.62,0.0145,1.99,0.178,0.018,3.22,,502,5789,4.49,0.347,1.04,0.96,0.1,1.51
3220,Kepler-625,Kepler-625 c,2016,4.1653651,,,1.16,0.00364,1.05,0.094,0.01,5.51,,502,5789,4.49,0.347,1.04,0.96,0.1,1.51
3221,Kepler-626,Kepler-626 b,2016,14.48585199,,,5.86,0.0184,2.29,0.204,0.021,2.68,,690,5813,4.4,-0.08,1.01,1.05,0.01,5.37
3222,Kepler-627,Kepler-627 b,2016,40.6994443,,,13.4,0.0422,3.73,0.333,0.034,1.42,,1143,6424,4.21,0.303,1.3,1.49,0.05,2.24
3223,Kepler-628,Kepler-628 b,2016,15.4580567,,,53.2,0.168,8.4,0.749,0.077,0.493,,579,5721,4.22,0.579,1,1.28,0.04,8.71
3224,Kepler-629,Kepler-629 b,2016,7.2385854,,,2.48,0.0078,1.38,0.123,0.013,5.19,,383,5444,4.55,-0.297,0.93,0.84,0.01,1.91
3225,Kepler-63,Kepler-63 b,2013,9.4341505,0.08,0.45,120,0.378,6.11,0.545,0.056,3,,200,5576,4.52,-0.157,0.98,0.9,0.05,0.21
3226,Kepler-630,Kepler-630 b,2016,161.4743937,,,10.2,0.0322,3.18,0.284,0.029,1.74,,657,5829,4.42,0.214,1.02,1.04,0.03,4.47
3227,Kepler-631,Kepler-631 b,2016,17.97979059,,,8.75,0.0275,2.9,0.259,0.027,1.97,,843,6185,4.28,0.254,1.24,1.33,0.23,2.51
3228,Kepler-632,Kepler-632 b,2016,30.99660733,,,5.52,0.0174,2.21,0.197,0.02,2.81,,349,5322,4.55,-0.292,0.91,0.84,0.11,3.02
3229,Kepler-633,Kepler-633 b,2016,8.50340718,,,3.29,0.0104,1.63,0.145,0.015,4.17,,634,5899,4.32,0.16,1.02,1.15,-0.05,6.03
3230,Kepler-634,Kepler-634 b,2016,5.16950177,,,4.23,0.0133,1.89,0.169,0.017,3.44,,757,6075,4.26,0.387,1.03,1.24,-0.18,5.37
3231,Kepler-635,Kepler-635 b,2016,23.44971004,,,7.46,0.0235,2.64,0.236,0.024,2.23,,826,6174,4.2,0.707,1.33,1.51,0.41,2.34
3232,Kepler-636,Kepler-636 b,2016,16.08066115,,,18.1,0.057,4.45,0.397,0.041,1.13,,341,5203,4.56,-0.374,0.85,0.8,-0.02,5.01
3233,Kepler-637,Kepler-637 b,2016,23.20584623,,,20.2,0.0636,4.75,0.424,0.044,1.04,,1575,6096,3.84,0.343,1.64,2.56,0.38,2.19
3234,Kepler-638,Kepler-638 b,2016,6.07972888,,,4.01,0.0126,1.83,0.163,0.017,3.6,,426,5382,4.43,0.516,0.88,0.93,0.04,11.75
3235,Kepler-639,Kepler-639 b,2016,10.21420496,,,6.26,0.0197,2.38,0.212,0.022,2.55,,680,5896,4.27,0.443,1.14,1.29,0.23,4.37
3236,Kepler-640,Kepler-640 b,2016,22.24813967,,,7.08,0.0223,2.56,0.228,0.023,2.32,,538,5653,4.5,-0.083,1.01,0.94,0.15,2.09
3237,Kepler-641,Kepler-641 b,2016,9.48961571,,,4.08,0.0128,1.85,0.165,0.017,3.54,,673,5713,4.33,0.374,1.02,1.13,0.15,7.08
3238,Kepler-642,Kepler-642 b,2016,4.41745855,,,8.75,0.0275,2.9,0.259,0.027,1.97,,1022,6570,4.14,0.352,1.4,1.66,0.06,1.95
3239,Kepler-643,Kepler-643 b,2016,16.33889626,0.126,0.37,321.0083,1.01,10.16,0.906,0.093,1.68,,1029,4908,3.64,0.478,1,2.52,0.13,12.02
3240,Kepler-644,Kepler-644 b,2016,3.1739171,,,10.1,0.0317,3.15,0.281,0.029,1.78,,1413,6747,4.09,0.559,1.49,1.81,0.08,1.62
3241,Kepler-645,Kepler-645 b,2016,3.27582262,,,5.06,0.0159,2.1,0.187,0.019,3,,901,6170,4.33,0.422,1.13,1.21,-0.01,2.95
3242,Kepler-646,Kepler-646 b,2016,15.87364565,,,4.62,0.0145,1.99,0.178,0.018,3.22,,513,5634,4.49,-0.299,0.93,0.91,-0.07,4.57
3243,Kepler-647,Kepler-647 b,2016,16.2254649,,,1.71,0.00537,1.17,0.104,0.011,5.87,,789,6020,4.39,0.396,1.03,1.07,-0.14,4.27
3244,Kepler-648,Kepler-648 b,2016,17.4211749,,,10.5,0.0329,3.22,0.287,0.03,1.73,,665,5741,4.48,-0.078,1.05,0.98,0.21,1.82
3245,Kepler-649,Kepler-649 b,2016,29.90722674,,,5.73,0.018,2.26,0.202,0.021,2.73,,525,5871,4.48,-0.056,0.97,0.94,-0.17,2.95
3246,Kepler-65,Kepler-65 b,2012,2.15491,0.035,0.028,2.4,0.0076,1.42,0.127,0.013,4.4,,306.39,6211,4.23,0.451,1.25,1.41,0.17,2.9
3247,Kepler-65,Kepler-65 c,2012,5.859944,0.068,0.02,5.4,0.017,2.58,0.23,0.024,1.64,,306.39,6211,4.23,0.451,1.25,1.41,0.17,2.9
3248,Kepler-65,Kepler-65 d,2012,8.13123,0.084,0.014,4.14,0.013,1.52,0.136,0.014,5.7,,306.39,6211,4.23,0.451,1.25,1.41,0.17,2.9
3249,Kepler-65,Kepler-65 e,2019,258.8,,0.283,260,0.82,13.9,1.24,0.128,0.532,,306.39,6211,4.23,0.451,1.25,1.41,0.17,2.9
3250,Kepler-650,Kepler-650 b,2016,3.03214559,,,9.06,0.0285,2.96,0.264,0.027,1.92,,805,5849,4.21,0.284,1.08,1.35,0.13,6.46
3251,Kepler-651,Kepler-651 b,2016,21.38521506,,,6.21,0.0195,2.37,0.211,0.022,2.56,,537,5522,4.53,-0.273,0.92,0.87,-0.04,3.55
3252,Kepler-652,Kepler-652 b,2016,4.18200253,,,6.76,0.0213,2.49,0.222,0.023,2.41,,423,5490,4.54,-0.283,0.97,0.88,0.17,1.48
3253,Kepler-653,Kepler-653 b,2016,14.70748976,,,4.46,0.014,1.95,0.174,0.018,3.31,,593,5665,4.29,0.109,1.02,1.19,0.23,7.76
3254,Kepler-653,Kepler-653 c,2016,0.90037648,,,0.399,0.00126,0.78,0.07,0.007,4.62,,593,5665,4.29,0.109,1.02,1.19,0.23,7.76
