hostname,name,disc_method,disc_year,orbital_period,earth_mass,earth_radii,den_gcm3,parsec_dist,optmag,optmagband,nirmag,st_eff_temp,st_surface_g,st_lumin,solar_mass,solar_rad,age_gyr
HD 30562,HD 30562 b,Radial Velocity,2009,1157,387.7526,13.7,0.829,26.18,5.78,V (Johnson),4.31,5882,4.07,0.465,1.12,1.61,3.6
HD 30669,HD 30669 b,Radial Velocity,2014,1684,149.37,14.3,0.281,57.1,9.11,V (Johnson),7.329,5400,4.37,-0.146,0.92,0.91,4.8
HD 30856,HD 30856 b,Radial Velocity,2011,847,491.68301,13.5,1.1,131.7,7.91,V (Johnson),5.657,4895,3.2,1.091,1.17,4.4,3.8
HD 31253,HD 31253 b,Radial Velocity,2010,466,197.0546,14.1,0.386,58.24,7.133,V (Johnson),5.792,6130,4.18,0.603,1.7,1.75,4.88
HD 31527,HD 31527 b,Radial Velocity,2019,16.5535,10.47,3.22,1.72,38.57,7.49,V (Johnson),6.049,5898,4.45,0.079,0.96,1.07,
HD 31527,HD 31527 c,Radial Velocity,2019,51.2053,14.16,3.85,1.36,38.57,7.49,V (Johnson),6.049,5898,4.45,0.079,0.96,1.07,
HD 31527,HD 31527 d,Radial Velocity,2019,271.6737,11.82,3.46,1.57,38.57,7.49,V (Johnson),6.049,5898,4.45,0.079,0.96,1.07,
HD 3167,HD 3167 b,Transit,2016,0.959624,5.02,1.7,5.6,47.36,8.94,V (Johnson),7.066,5528,4.53,-0.262,0.94,0.87,
HD 3167,HD 3167 c,Transit,2016,29.83832,9.8,2.86,1.97,47.36,8.94,V (Johnson),7.066,5528,4.53,-0.262,0.94,0.87,
HD 3167,HD 3167 d,Radial Velocity,2017,8.509,6.9,2.52,2.37,47.36,8.94,V (Johnson),7.066,5528,4.53,-0.262,0.94,0.87,
HD 32518,HD 32518 b,Radial Velocity,2009,157.54,966.16,13.1,2.36,122.55,6.421,V (Johnson),3.911,4580,2.1,1.666,1.13,10.22,5.83
HD 32963,HD 32963 b,Radial Velocity,2015,2372,222.481,14,0.446,38.12,7.6,V (Johnson),6.024,5727,4.41,0.064,0.94,1.09,4.99
HD 330075,HD 330075 b,Radial Velocity,2004,3.38773,152.5584,14.3,0.287,45.36,9.334,V (Johnson),7.171,5000,4.26,-0.405,0.47,0.84,1
HD 33142,HD 33142 b,Radial Velocity,2011,326,440.19455,13.6,0.962,121.8,7.96,V (Johnson),5.792,4978,3.4,0.998,1.41,4.45,3
HD 33142,HD 33142 c,Radial Velocity,2018,834,1897.4451,12.8,4.97,121.8,7.96,V (Johnson),5.792,4978,3.4,0.998,1.41,4.45,3
HD 33283,HD 33283 b,Radial Velocity,2006,18.1991,104.56607,12.5,0.294,90.1,8.05,V (Johnson),6.646,5935,4.12,0.64,1.38,1.97,3.63
HD 33564,HD 33564 b,Radial Velocity,2005,388,2892.1,12.5,8.14,20.97,5.08,V (Johnson),3.911,6250,4,0.535,1.25,1.44,3
HD 33844,HD 33844 b,Radial Velocity,2015,551.40002,638.8383,13.4,1.46,106.1,7.286,V (Johnson),4.945,4861,3.24,1.173,1.84,5.39,1.88
HD 33844,HD 33844 c,Radial Velocity,2015,916,556.2025,13.5,1.24,106.1,7.286,V (Johnson),4.945,4861,3.24,1.173,1.84,5.39,1.88
HD 34445,HD 34445 b,Radial Velocity,2009,1049,260.6206,13.9,0.533,46.15,7.328,V (Johnson),5.79,5879,4.21,0.339,1.14,1.38,8
HD 34445,HD 34445 c,Radial Velocity,2017,214.67,53.5,8.42,0.492,46.15,7.328,V (Johnson),5.79,5879,4.21,0.339,1.14,1.38,8
HD 34445,HD 34445 d,Radial Velocity,2017,117.87,30.7,6.07,0.754,46.15,7.328,V (Johnson),5.79,5879,4.21,0.339,1.14,1.38,8
HD 34445,HD 34445 e,Radial Velocity,2017,49.175,16.8,4.26,1.19,46.15,7.328,V (Johnson),5.79,5879,4.21,0.339,1.14,1.38,8
HD 34445,HD 34445 f,Radial Velocity,2017,676.8,37.9,6.88,0.64,46.15,7.328,V (Johnson),5.79,5879,4.21,0.339,1.14,1.38,8
HD 34445,HD 34445 g,Radial Velocity,2017,5700,120.6,13.6,0.263,46.15,7.328,V (Johnson),5.79,5879,4.21,0.339,1.14,1.38,8
HD 35759,HD 35759 b,Radial Velocity,2016,82.467,1195.0408,13,2.99,72.5,7.74,V (Johnson),6.319,6060,4.24,0.537,1.15,1.76,
HD 3651,HD 3651 b,Radial Velocity,2003,62.25,72.46524,10.1,0.386,11.14,5.86,V (Johnson),3.999,5221,4.45,-0.267,0.8,0.88,3
HD 37124,HD 37124 b,Radial Velocity,2002,154.378,214.53525,14,0.43,31.69,7.7,V (Johnson),5.952,5492,4.5,-0.112,0.85,0.91,4
HD 37124,HD 37124 c,Radial Velocity,2002,885.5,207.22516,14.1,0.406,31.69,7.7,V (Johnson),5.952,5492,4.5,-0.112,0.85,0.91,4
HD 37124,HD 37124 d,Radial Velocity,2005,1862,221.20968,14,0.443,31.69,7.7,V (Johnson),5.952,5492,4.5,-0.112,0.85,0.91,4
HD 37605,HD 37605 b,Radial Velocity,2004,55.01292,854.9627,13.2,2.04,46.85,8.67,V (Johnson),6.815,5329,4.51,-0.22,0.94,0.91,5.65
HD 37605,HD 37605 c,Radial Velocity,2012,2720,1013.8777,13.1,2.48,46.85,8.67,V (Johnson),6.815,5329,4.51,-0.22,0.94,0.91,5.65
HD 38283,HD 38283 b,Radial Velocity,2010,363.20001,127.132,14,0.255,38.1,6.696,V (Johnson),5.267,5981,4.23,0.411,1.37,1.49,6.2
HD 38529,HD 38529 b,Radial Velocity,2000,14.30944,253.31051,13.9,0.518,42.41,5.95,V (Johnson),4.211,5541,3.77,0.84,1.41,2.56,3.09
HD 38529,HD 38529 c,Radial Velocity,2000,2136.1,4128.6117,12.3,12.2,42.41,5.95,V (Johnson),4.211,5541,3.77,0.84,1.41,2.56,3.09
HD 38801,HD 38801 b,Radial Velocity,2009,685.25,3082.31534,12.5,8.67,91.68,8.224,V (Johnson),6.279,5338,3.88,0.606,1.21,2.03,6.072
HD 39091,HD 39091 b,Radial Velocity,2001,2093.07,3184.6566,12.5,8.96,18.28,5.67,V (Johnson),4.241,6037,4.42,0.16,1.09,1.1,2.98
HD 39855,HD 39855 b,Radial Velocity,2019,3.2498,8.5,2.85,2.02,23.28,7.47,V (Johnson),5.756,5576,4.63,-0.316,0.87,0.74,
HD 40307,HD 40307 b,Radial Velocity,2009,4.3123,4,1.83,3.59,12.94,7.17,V (Johnson),4.793,4956,4.47,-0.639,0.77,0.71,4.5
HD 40307,HD 40307 c,Radial Velocity,2009,9.6184,6.6,2.46,2.44,12.94,7.17,V (Johnson),4.793,4956,4.47,-0.639,0.77,0.71,4.5
HD 40307,HD 40307 d,Radial Velocity,2009,20.432,9.5,3.04,1.86,12.94,7.17,V (Johnson),4.793,4956,4.47,-0.639,0.77,0.71,4.5
HD 40307,HD 40307 f,Radial Velocity,2013,51.76,5.2,2.13,2.96,12.94,7.17,V (Johnson),4.793,4956,4.47,-0.639,0.77,0.71,4.5
HD 40307,HD 40307 g,Radial Velocity,2013,197.8,7.1,2.56,2.33,12.94,7.17,V (Johnson),4.793,4956,4.47,-0.639,0.77,0.71,4.5
HD 40956,HD 40956 b,Radial Velocity,2017,578.6,858.141,13.2,2.05,116.99,6.423,V (Johnson),4.143,4869,3.02,1.664,2,8.56,1.35
HD 40979,HD 40979 b,Radial Velocity,2002,264.14999,1484.2661,12.9,3.8,34.12,6.735,V (Johnson),5.452,6165,4.43,0.292,1.45,1.21,3.56
HD 41004 A,HD 41004 A b,Radial Velocity,2004,963,807.25,13.2,1.93,43.03,8.65,V (Johnson),6.428,5010,4.42,-0.187,0.7,0.85,1.6
HD 41004 B,HD 41004 B b,Radial Velocity,2003,1.3283,5838.29,12.1,18.1,43.03,,,6.428,,,,0.4,,
HD 4113,HD 4113 b,Radial Velocity,2007,526.62,495.79,13.5,1.11,41.92,7.881,V (Johnson),6.289,5688,4.4,0.086,0.99,1.08,6.4
HD 42012,HD 42012 b,Radial Velocity,2017,857.5,508.528,13.5,1.14,36.84,8.44,V (Johnson),6.584,5405,4.45,-0.27,0.83,0.82,4.1
HD 4203,HD 4203 b,Radial Velocity,2001,431.88,708.7609,13.3,1.66,81.57,8.687,V (Johnson),7.047,5596,4.23,0.298,1.25,1.42,8.52
HD 4203,HD 4203 c,Radial Velocity,2014,6700,689.66,13.3,1.61,81.57,8.687,V (Johnson),7.047,5596,4.23,0.298,1.25,1.42,8.52
HD 4208,HD 4208 b,Radial Velocity,2001,832.97,257.4423,13.9,0.527,34.23,7.795,V (Johnson),6.163,5717,4.5,-0.1,0.88,0.85,3.813
HD 42618,HD 42618 b,Radial Velocity,2016,149.61,14.4,3.89,1.34,24.35,6.839,V (Johnson),5.301,5727,4.44,-0.009,1.01,1,3.72
HD 4308,HD 4308 b,Radial Velocity,2005,15.56,15.8915,4.12,1.25,22.03,6.56,V (Johnson),4.945,5686,4.39,0.01,0.93,1.02,8.68
HD 4313,HD 4313 b,Radial Velocity,2009,356.21,612.45841,13.4,1.4,136.82,7.83,V (Johnson),5.595,4943,3.24,1.161,1.63,5.14,1.72
HD 43197,HD 43197 b,Radial Velocity,2010,327.8,190.69,14.1,0.374,56.3,8.98,V (Johnson),7.203,5508,4.31,-0.137,0.96,1,
HD 43691,HD 43691 b,Radial Velocity,2007,36.9987,810.4665,13.2,1.94,85.81,8.03,V (Johnson),6.7,6093,4.28,0.5,1.32,1.6,2.39
HD 44219,HD 44219 b,Radial Velocity,2010,472.3,184.33,14.1,0.361,50.4,7.69,V (Johnson),6.115,5752,4.21,0.26,1,1.32,
HD 45184,HD 45184 b,Radial Velocity,2019,5.8854,12.19,3.52,1.54,21.88,6.37,V (Johnson),4.871,5869,4.47,0.053,1.03,1.05,6.8
HD 45184,HD 45184 c,Radial Velocity,2019,13.1354,8.81,2.91,1.96,21.88,6.37,V (Johnson),4.871,5869,4.47,0.053,1.03,1.05,6.8
HD 45350,HD 45350 b,Radial Velocity,2004,963.6,568.89,13.5,1.27,46.94,7.885,V (Johnson),6.224,5616,4.32,0.141,1.02,1.25,8
HD 45364,HD 45364 b,Radial Velocity,2008,226.93,59.4953,8.97,0.453,34.39,8.062,V (Johnson),6.316,5434,4.38,-0.244,0.82,0.89,
HD 45364,HD 45364 c,Radial Velocity,2008,342.85,209.0915,14.1,0.41,34.39,8.062,V (Johnson),6.316,5434,4.38,-0.244,0.82,0.89,
HD 45652,HD 45652 b,Radial Velocity,2008,44.073,137.62039,14.3,0.259,34.89,8.1,V (Johnson),6.263,5294,4.2,-0.2,0.92,0.94,8.4
HD 46375,HD 46375 b,Radial Velocity,2000,3.023573,71.8,10,0.395,29.58,7.912,V (Johnson),6,5285,4.53,-0.245,0.92,0.94,9
HD 47186,HD 47186 b,Radial Velocity,2008,4.0845,22.2481,5.02,0.966,37.5,7.626,V (Johnson),6.005,5657,4.36,0.043,0.96,1.08,6.5
HD 47186,HD 47186 c,Radial Velocity,2008,1353.6,111.42,13,0.279,37.5,7.626,V (Johnson),6.005,5657,4.36,0.043,0.96,1.08,6.5
HD 4732,HD 4732 b,Radial Velocity,2012,360.2,753.23,13.3,1.76,54.87,5.89,V (Johnson),3.691,4959,3.16,1.19,1.74,5.4,1.47
HD 4732,HD 4732 c,Radial Velocity,2012,2732,753.23,13.3,1.76,54.87,5.89,V (Johnson),3.691,4959,3.16,1.19,1.74,5.4,1.47
HD 47366,HD 47366 b,Radial Velocity,2016,359.15,731.009,13.3,1.71,84.56,6.11,V (Johnson),4.055,4914,3.1,1.389,2.19,6.2,0.94
HD 47366,HD 47366 c,Radial Velocity,2016,682.85,597.5204,13.4,1.36,84.56,6.11,V (Johnson),4.055,4914,3.1,1.389,2.19,6.2,0.94
HD 47536,HD 47536 b,Radial Velocity,2002,712.13,2330,12.6,6.4,122.95,5.25,V (Johnson),2.383,4424,2.13,2.27,0.91,22.39,10.15
HD 48265,HD 48265 b,Radial Velocity,2008,778.51,484.69075,13.5,1.08,90.78,8.051,V (Johnson),6.449,5733,3.97,0.639,1.31,1.9,4.201
HD 4917,HD 4917 b,Radial Velocity,2018,400.5,513.29545,13.5,1.15,205.45,8.03,V (Johnson),5.61,4802,2.97,1.456,1.32,5.01,
HD 49674,HD 49674 b,Radial Velocity,2002,4.94737,31.783,6.2,0.733,43.09,8.1,V (Johnson),6.432,5602,4.44,-0.021,1.03,1.02,3.62
HD 50499,HD 50499 b,Radial Velocity,2005,2447.1,519.96988,13.5,1.16,46.35,7.207,V (Johnson),5.836,6102,4.25,0.376,1.25,1.35,2.391
HD 50499,HD 50499 c,Radial Velocity,2019,8619.9,931.2419,13.2,2.22,46.35,7.207,V (Johnson),5.836,6102,4.25,0.376,1.25,1.35,2.391
HD 50554,HD 50554 b,Radial Velocity,2002,1293,1574.464,12.9,4.03,31.19,6.84,V (Johnson),5.467,5987,4.32,0.143,1.04,1.02,2.16
HD 51608,HD 51608 b,Radial Velocity,2019,14.0726,12.77,3.62,1.48,34.83,8.17,V (Johnson),6.328,5358,4.36,-0.244,0.8,0.92,
