hostname,letter,name,discmethod,disc,orbper,bmasse,rade,dens,ra,dec,dist,optmag,optmagband,nirmag,nirmagerr,teff,logg,lum,mass,rad,age
TRAPPIST-1,e,TRAPPIST-1 e,Transit,2017,6.099615,0.62,0.918,4.4,346.622013,-5.041274,12.43,18.8,V (Johnson),10.296,0.021,2559,,-3.281,0.08,0.12,0.5
TRAPPIST-1,f,TRAPPIST-1 f,Transit,2017,9.20669,0.68,1.045,3.3,346.622013,-5.041274,12.43,18.8,V (Johnson),10.296,0.021,2559,,-3.281,0.08,0.12,0.5
TRAPPIST-1,g,TRAPPIST-1 g,Transit,2017,12.35294,1.34,1.127,5.2,346.622013,-5.041274,12.43,18.8,V (Johnson),10.296,0.021,2559,,-3.281,0.08,0.12,0.5
TRAPPIST-1,h,TRAPPIST-1 h,Transit,2017,18.767,0.35,0.752,4.52,346.622013,-5.041274,12.43,18.8,V (Johnson),10.296,0.021,2559,,-3.281,0.08,0.12,0.5
TYC 1422-614-1,b,TYC 1422-614-1 b,Radial Velocity,2014,198.4,794.5,13.3,1.86,154.277798,19.558472,759,10.21,V (Johnson),7.728,0.027,4806,2.85,1.35,1.15,6.85,5.89
TYC 1422-614-1,c,TYC 1422-614-1 c,Radial Velocity,2014,559.3,3178,12.5,8.94,154.277798,19.558472,759,10.21,V (Johnson),7.728,0.027,4806,2.85,1.35,1.15,6.85,5.89
TYC 3318-01333-1,b,TYC 3318-01333-1 b,Radial Velocity,2018,562,1086.9786,13.1,2.66,45.582458,49.74416,497.41,9.463,G (Gaia),,,4776,2.97,1.21,1.19,5.9,
TYC 3667-1280-1,b,TYC 3667-1280-1 b,Radial Velocity,2016,26.468,1716.282,12.8,4.5,12.887344,58.426167,481,9.86,V (Johnson),7.1,0.009,5130,3.11,1.38,1.87,6.26,1.35
TYC 4282-00605-1,b,TYC 4282-00605-1 b,Radial Velocity,2017,101.54,3426.2074,12.4,9.87,343.871704,62.239182,700,10.58,V (Johnson),6.778,0.015,4300,2,1.91,0.97,16.21,10.1
Teegarden's Star,b,Teegarden's Star b,Radial Velocity,2019,4.91,1.05,1.02,5.44,43.253708,16.881289,3.83,15.08,V (Johnson),7.585,0.043,2904,,-3.137,0.09,0.11,8
Teegarden's Star,c,Teegarden's Star c,Radial Velocity,2019,11.409,1.11,1.04,5.42,43.253708,16.881289,3.83,15.08,V (Johnson),7.585,0.043,2904,,-3.137,0.09,0.11,8
TrES-1,b,TrES-1 b,Transit,2004,3.03007,266.9772,12.666,0.712,286.041062,36.632629,160.39,11.76,V (Johnson),9.819,0.019,5230,4.57,-0.32,1.04,0.85,3.7
TrES-2,b,TrES-2 b,Transit,2006,2.47063,473.5667,15.244,0.884,286.808473,49.316402,216.66,11.411,V (Johnson),9.846,0.022,5850,4.43,0.032,1.36,1.12,3.55
TrES-3,b,TrES-3 b,Transit,2007,1.30618581,607.03,14.975,0.994,268.029265,37.546154,228,12.402,V (Johnson),10.608,0.017,5650,4.57,-0.204,0.93,0.83,1
TrES-4,b,TrES-4 b,Transit,2007,3.55395,247.9074,18.046,0.099,268.304354,37.211849,523.7,11.592,V (Johnson),10.33,0.019,6200,4.06,0.713,1.08,1.66,2.2
TrES-5,b,TrES-5 b,Transit,2011,1.48224686,568.9157,13.384,1.31,305.221841,59.448788,364.1,13.718,V (Johnson),11.591,0.019,5171,4.52,-0.344,0.9,0.87,7.4
UKIRT-2017-BLG-001L,b,UKIRT-2017-BLG-001L b,Microlensing,2018,,406.8224,13.7,0.869,266.654083,-29.211361,6300,,,,,,,,0.81,,
USco CTIO 108,b,USco CTIO 108 b,Imaging,2008,,4449.62,12.3,13.1,241.47532,-18.312332,144.29,17.423,G (Gaia),12.507,0.03,2700,,-1.95,0.06,,
UZ For,b,UZ For b,Eclipse Timing Variations,2011,5840,2002.2,,,53.869338,-25.739395,239.6,16.694,G (Gaia),14.776,0.124,5286.9,,,0.7,,
UZ For,c,UZ For c,Eclipse Timing Variations,2011,1916.25,2447.2,,,53.869338,-25.739395,239.6,16.694,G (Gaia),14.776,0.124,5286.9,,,0.7,,
V0391 Peg,b,V0391 Peg b,Pulsation Timing Variations,2007,1170,1017.056,13.1,2.49,331.05044,26.41886,1400,14.57,V (Johnson),15.376,0.2,29300,5.4,1.55,0.5,0.23,10
V1298 Tau,b,V1298 Tau b,Transit,2019,24.1396,74.9,10.27,0.38,61.331642,20.157103,108.5,10.116,V (Johnson),8.094,0.021,4962.28,4.25,-0.038,1.1,1.34,0.023
V1298 Tau,c,V1298 Tau c,Transit,2019,8.24958,26.7,5.59,0.84,61.331642,20.157103,108.5,10.116,V (Johnson),8.094,0.021,4962.28,4.25,-0.038,1.1,1.34,0.023
V1298 Tau,d,V1298 Tau d,Transit,2019,12.4032,33.6,6.41,0.701,61.331642,20.157103,108.5,10.116,V (Johnson),8.094,0.021,4962.28,4.25,-0.038,1.1,1.34,0.023
V1298 Tau,e,V1298 Tau e,Transit,2019,60,57,8.74,0.469,61.331642,20.157103,108.5,10.116,V (Johnson),8.094,0.021,4962.28,4.25,-0.038,1.1,1.34,0.023
V830 Tau,b,V830 Tau b,Radial Velocity,2016,4.927,222.481,14,0.446,68.291803,24.56205,150,12.377,V (Johnson),8.422,0.02,4250,,-0.356,1,2,0.002
VHS J125601.92-125723.9,b,VHS J125601.92-125723.9 b,Imaging,2015,,3559.696,12.4,10.3,194.008964,-12.956031,12.7,17.759,V (Johnson),10.044,0.019,2620,5.05,-3.14,0.07,,0.225
WASP-1,b,WASP-1 b,Transit,2007,2.5199454,271.415,16.623,0.348,5.166978,31.98999,397.29,11.79,V (Johnson),10.276,0.018,6252,4.21,0.441,1.24,1.47,3.4
WASP-10,b,WASP-10 b,Transit,2008,3.0927616,1001.12,12.106,4.14,348.992912,31.462852,141.57,12.7,V (Johnson),9.983,0.018,4675,4.63,-0.64,0.75,0.7,7
WASP-100,b,WASP-100 b,Transit,2014,2.84938,400.4658,14.908,0.53,68.959728,-64.027039,368.28,10.615,G (Gaia),9.669,0.023,6900,4.35,0.749,0.77,1.57,1.57
WASP-101,b,WASP-101 b,Transit,2014,3.58572,162.0933,16.029,0.24,98.351102,-23.48621,202.39,10.138,G (Gaia),9.075,0.023,6380,4.31,0.421,1.41,1.31,1.14
WASP-103,b,WASP-103 b,Transit,2014,0.925542,473.547,17.127,0.55,249.314868,7.183352,470,12.1,V (Johnson),10.767,0.018,6110,4.22,0.413,1.22,1.44,4
WASP-104,b,WASP-104 b,Transit,2014,1.7554137,404.263,12.745,1.074,160.602432,7.435026,143,11.12,V (Johnson),9.882,0.017,5475,4.5,-0.19,1.08,0.96,3
WASP-105,b,WASP-105 b,Transit,2017,7.87288,572.094,10.761,2.65,24.167667,-50.659027,252.52,12.1,V (Johnson),,,5070,4.2,-0.024,0.89,0.9,
WASP-106,b,WASP-106 b,Transit,2014,9.28971,514.8846,11.433,1.86,166.429747,-5.079412,355.69,11.21,V (Johnson),10.161,0.025,6055,4.23,0.422,0.93,1.31,7
WASP-107,b,WASP-107 b,Transit,2017,5.72149,38.1396,10.536,0.19,188.386871,-10.146149,64.86,11.471,V (Johnson),8.637,0.023,4430,4.5,-0.811,0.69,0.66,8.3
WASP-11,b,WASP-11 b,Transit,2008,3.72247,251.0857,12.442,0.632,47.368964,30.673594,125.12,11.6,V (Johnson),9.421,0.017,4800,4.45,-0.494,1.42,0.89,7.6
WASP-113,b,WASP-113 b,Transit,2016,4.54216875,150.96925,15.793,0.228,224.872776,46.960117,360,11.771,V (Johnson),10.311,0.019,5890,4.2,0.516,1.32,1.61,6.2
WASP-114,b,WASP-114 b,Transit,2016,1.5487743,562.24127,15.009,0.97,327.664437,10.463482,460,12.743,V (Johnson),13.171,0.054,5940,4.3,-1.129,1.29,1.43,4.3
WASP-117,b,WASP-117 b,Transit,2014,10.02165,95.349,11.882,0.3445,36.775432,-50.284519,158.69,10.15,V (Johnson),8.78,0.019,6040,4.28,0.258,1.29,1.22,4.6
WASP-118,b,WASP-118 b,Transit,2016,4.0460435,163.36462,16.141,0.233,19.550543,2.702824,380.53,11.02,V (Johnson),9.788,0.021,6410,4.1,0.659,1.32,1.7,1.17
WASP-119,b,WASP-119 b,Transit,2016,2.49979,390.9309,15.693,0.7,55.933441,-65.193855,333,12.2,V (Johnson),10.545,0.019,5650,4.26,0.014,1.02,1.2,8
WASP-12,b,WASP-12 b,Transit,2008,1.09142,465.62095,21.712,0.267,97.63664,29.672291,432.48,11.69,V (Johnson),10.188,0.02,6360,4.16,0.536,1.43,1.66,2
WASP-120,b,WASP-120 b,Transit,2016,3.6112706,1541.4755,16.511,2,62.616051,-45.89822,437,11,V (Johnson),9.877,0.021,6450,4.04,0.675,1.39,1.87,2.6
WASP-121,b,WASP-121 b,Transit,2016,1.2749255,375.99289,20.905,0.243,107.600275,-39.097393,270,10.44,V (Johnson),9.374,0.02,6459,4.24,0.519,1.35,1.46,1.5
WASP-123,b,WASP-123 b,Transit,2016,2.9776412,285.72917,14.773,0.521,289.478676,-32.86113,214,11.1,V (Johnson),10.707,,5740,4.29,0.209,1.17,1.28,6.9
WASP-124,b,WASP-124 b,Transit,2016,3.37265,190.698,13.899,0.43,332.714323,-30.749672,433,12.7,V (Johnson),11.31,0.021,6050,4.44,0.149,1.07,1.02,2.1
WASP-126,b,WASP-126 b,Transit,2016,3.28883,90.3,10.761,0.41,63.373865,-69.226807,234,10.8,V (Johnson),9.598,0.019,5800,4.28,0.132,1.12,1.27,6.4
WASP-126,c,WASP-126 c,Transit Timing Variations,2019,7.63,64.2,9.38,0.427,63.373865,-69.226807,234,10.8,V (Johnson),9.598,0.019,5800,4.28,0.132,1.12,1.27,6.4
WASP-127,b,WASP-127 b,Transit,2016,4.178062,57.2094,15.356,0.09,160.55867,-3.835064,102,10.15,V (Johnson),8.641,0.017,5620,4.18,0.258,1.08,1.39,11.41
WASP-129,b,WASP-129 b,Transit,2016,5.748145,317.83,10.424,1.6,176.298965,-42.063927,246,12.3,V (Johnson),10.412,0.021,5900,4.53,0.112,1,0.9,1
WASP-13,b,WASP-13 b,Transit,2009,4.35301,114.4188,13.675,0.222,140.102976,33.882439,228.99,10.42,V (Johnson),9.119,0.016,5950,4.06,0.436,0.72,1.37,5
WASP-130,b,WASP-130 b,Transit,2016,11.55098,390.9309,9.976,2.34,203.105988,-42.475273,180,11.1,V (Johnson),9.461,0.024,5625,4.49,-0.032,1.04,0.96,2
WASP-131,b,WASP-131 b,Transit,2016,5.322023,85.8141,13.675,0.2,210.193542,-30.583567,250,10.1,V (Johnson),8.573,0.017,6030,4.09,0.53,1.06,1.53,4.5
WASP-132,b,WASP-132 b,Transit,2016,7.133521,130.3103,9.752,0.84,217.609131,-46.15918,120,12.4,V (Johnson),9.674,0.023,4775,4.61,-0.584,0.8,0.74,0.5
WASP-133,b,WASP-133 b,Transit,2016,2.176423,368.6828,13.563,0.88,314.575373,-35.796555,547,12.9,V (Johnson),11.18,0.021,5700,4.18,0.305,1.16,1.44,6.8
WASP-135,b,WASP-135 b,Transit,2015,1.4013794,603.877,14.572,1.16,267.284974,29.879107,300,13.28,V (Johnson),11.037,0.018,5675,4.47,-0.326,0.98,0.96,0.6
WASP-136,b,WASP-136 b,Transit,2016,5.215357,479.9233,15.468,0.773,0.32575,-8.926325,164,9.98,V (Johnson),8.805,0.022,6260,3.9,0.823,1.41,2.21,3.62
WASP-138,b,WASP-138 b,Transit,2016,3.634433,387.7526,12.218,1.2,41.639084,-0.463922,308,11.81,V (Johnson),10.494,0.017,6272,4.25,0.435,1.22,1.36,3.44
WASP-139,b,WASP-139 b,Transit,2016,5.924262,37.18611,8.967,0.31,49.562229,-41.302147,230,12.4,V (Johnson),10.472,0.019,5310,4.59,-0.345,0.92,0.8,0.5
WASP-14,b,WASP-14 b,Transit,2008,2.24375,2809.6172,15.468,2.25,218.276477,21.894714,162.75,9.75,V (Johnson),8.621,0.019,6475,4.07,0.427,1.62,1.4,0.75
WASP-140,b,WASP-140 b,Transit,2016,2.2359835,775.5052,16.141,1.1,60.38562,-20.451092,180,11.1,V (Johnson),9.165,0.029,5260,4.51,-0.294,0.9,0.87,0.5
WASP-141,b,WASP-141 b,Transit,2016,3.310651,854.9627,13.563,1.98,71.824409,-17.115154,570,12.4,V (Johnson),11.194,0.024,5900,4.26,0.315,1.25,1.37,5
WASP-142,b,WASP-142 b,Transit,2016,2.052868,266.9772,17.15,0.31,140.506393,-23.946169,840,12.3,V (Johnson),11.442,0.027,6010,4.13,0.513,1.33,1.64,2
WASP-144,b,WASP-144 b,Transit,2018,2.2783152,139.8452,9.528,0.95,320.762878,-40.048443,358.72,12.915,G (Gaia),10.897,0.019,5200,4.53,-0.129,0.81,0.81,8.71
WASP-145 A,b,WASP-145 A b,Transit,2018,1.7690381,282.8687,10.088,1.6,322.253754,-58.83614,91.54,11.358,G (Gaia),9.194,0.027,4900,4.65,-0.684,0.76,0.68,6.99
WASP-147,b,WASP-147 b,Transit,2018,4.60273,87.40325,12.498,0.263,359.191528,-22.153164,426,12.183,G (Gaia),10.857,0.023,5702,,0.287,1.04,1.43,8.47
WASP-15,b,WASP-15 b,Transit,2009,3.7521,171.6282,15.805,0.263,208.927939,-32.159607,284.35,11,V (Johnson),9.693,0.023,6300,4.35,0.452,1.18,1.48,2.4
WASP-151,b,WASP-151 b,Transit,2017,4.533471,98.5273,12.666,0.29,349.063446,0.306743,458.91,12.795,V (Johnson),11.187,0.021,5871,4.35,0.145,1.08,1.14,5.1
WASP-153,b,WASP-153 b,Transit,2017,3.332609,123.9537,17.374,0.15,279.26239,40.018723,430,12.8,V (Johnson),11.051,0.015,5914,4.1,0.46,1.34,1.73,4
WASP-156,b,WASP-156 b,Transit,2017,3.836169,40.68224,5.717,1.3,32.781708,2.418,140,11.6,V (Johnson),9.339,0.021,4910,4.6,-0.435,0.84,0.76,6.4
WASP-157,b,WASP-157 b,Transit,2016,3.951623,182.43442,11.19,0.64,201.655197,-8.31756,337.71,12.91,V (Johnson),10.764,0.023,5772,4.38,0.06,1.06,1.1,1.6
WASP-158,b,WASP-158 b,Transit,2018,3.656333,886.7457,11.994,3.1,4.146333,-10.976417,532.92,12.091,G (Gaia),10.881,0.024,6350,4.3,0.483,1.38,1.39,1.93
WASP-159,b,WASP-159 b,Transit,2018,3.840401,174.8065,15.468,0.28,68.136497,-38.968334,730.5,12.295,G (Gaia),11.017,0.017,6120,3.94,0.678,1.41,2.11,3.4
WASP-16,b,WASP-16 b,Transit,2009,3.1186,394.1092,13.675,0.572,214.683032,-20.275484,195.2,11.125,G (Gaia),9.589,0.023,5700,4.49,0.01,1.78,1.14,8.6
WASP-160 B,b,WASP-160 B b,Transit,2018,3.7684952,88.35674,12.218,0.284,87.67942,-27.623163,284,12.884,G (Gaia),11.055,0.019,5298,,-0.318,0.87,0.87,9.75
WASP-161,b,WASP-161 b,Transit,2018,5.4060425,791.3967,12.812,2.2,126.337875,-11.501,346.46,10.899,G (Gaia),,,6400,4.11,0.647,1.39,1.71,
WASP-162,b,WASP-162 b,Transit,2018,9.62468,1652.716,11.209,6.9,168.292923,-17.657778,313.6,12.065,G (Gaia),10.466,0.019,5300,4.33,0.054,0.95,1.11,12.97
WASP-163,b,WASP-163 b,Transit,2018,1.6096884,594.3421,13.473,1.42,256.537417,-10.413056,263.29,12.251,G (Gaia),,,5500,4.41,-0.076,0.97,1.01,
WASP-164,b,WASP-164 b,Transit,2018,1.7771255,676.9779,12.644,1.96,344.873413,-60.447769,322,12.468,G (Gaia),10.959,0.019,5806,,-0.067,0.95,0.93,4.08
WASP-165,b,WASP-165 b,Transit,2018,3.465509,209.13214,14.123,0.44,357.580536,-17.077572,583,12.543,G (Gaia),11.024,0.022,5599,,0.428,1.25,1.75,4.77
WASP-166,b,WASP-166 b,Transit,2019,5.44354,32.10083,7.062,0.54,144.875375,-20.982472,113,9.257,G (Gaia),8.032,0.017,6050,4.34,0.283,1.19,1.22,2.1
WASP-167,b,WASP-167 b,Transit,2017,2.0219596,2542.64,17.71,,196.043869,-35.549522,381,10.579,G (Gaia),9.76,0.021,7000,4.13,0.897,1.59,1.79,1.29
WASP-168,b,WASP-168 b,Transit,2018,4.153658,133.4886,16.814,0.16,96.744621,-46.821445,306.63,11.714,G (Gaia),10.443,0.024,6000,4.37,0.155,1.08,1.12,3.96
WASP-169,b,WASP-169 b,Transit,2019,5.6114118,178.30263,14.617,0.33,127.387375,-12.944694,638.38,11.721,G (Gaia),10.483,0.023,6110,3.96,0.789,1.34,2.01,3.802
WASP-17,b,WASP-17 b,Transit,2009,3.73543,247.9074,20.961,0.082,239.962306,-28.061733,410.41,11.6,V (Johnson),10.224,0.027,6550,4.2,0.539,2.28,1.49,2.65
WASP-170,b,WASP-170 b,Transit,2018,2.34478022,508.528,12.285,1.6,135.416375,-20.720444,308.27,12.469,G (Gaia),,,5600,4.47,-0.114,0.93,0.94,
WASP-171,b,WASP-171 b,Transit,2019,3.8186244,344.52772,10.985,1.5,171.84525,-44.088694,774.33,12.441,G (Gaia),11.104,0.019,5965,4.08,0.672,1.17,1.64,5.908
WASP-172,b,WASP-172 b,Transit,2018,5.477433,149.3801,17.598,0.16,199.433838,-47.237583,546.02,11.01,G (Gaia),10.13,0.017,6900,4.05,0.934,1.49,1.91,1.79
WASP-173 A,b,WASP-173 A b,Transit,2018,1.38665318,1172.7927,13.451,2.84,354.168243,-34.611279,234.54,11.102,V (Johnson),10.002,0.049,5800,4.37,0.058,1.05,1.11,6.78
WASP-174,b,WASP-174 b,Transit,2018,4.2337,413.179,14.572,,195.794006,-41.384838,414.69,11.683,G (Gaia),10.579,0.019,6400,4.32,0.426,1.3,1.31,1.65
WASP-175,b,WASP-175 b,Transit,2019,3.0652907,314.6517,13.54,0.74,166.319167,-34.122306,638.38,11.721,G (Gaia),11.471,0.026,6229,4.36,0.789,1.21,1.2,1.745
WASP-177,b,WASP-177 b,Transit,2019,3.071722,161.45764,17.71,0.172,334.796625,-1.834639,178,12.58,V (Johnson),10.163,0.021,5017,4.49,-0.412,0.88,0.89,9.7
WASP-178,b,WASP-178 b,Transit,2019,3.3448285,527.5978,20.288,0.37,227.270375,-42.704944,418,9.912,G (Gaia),9.703,0.019,9360,4.31,1.29,2.07,1.67,
WASP-18,b,WASP-18 b,Transit,2009,0.94124,3314.82,13.35,8.22,24.354311,-45.677887,123.92,9.303,V (Johnson),8.131,0.027,6400,4.37,0.383,1.22,1.23,1
WASP-18,c,WASP-18 c,Transit Timing Variations,2019,2.1558,55.2,8.58,0.48,24.354311,-45.677887,123.92,9.303,V (Johnson),8.131,0.027,6400,4.37,0.383,1.22,1.23,1
WASP-180 A,b,WASP-180 A b,Transit,2019,3.409264,286.047,13.899,0.61,123.392292,-1.98275,255.8,10.682,V (Johnson),9.812,0.052,6600,4.42,0.315,1.3,1.19,1.2
WASP-181,b,WASP-181 b,Transit,2019,4.5195064,95.03117,13.271,0.237,26.793208,3.133056,443,12.91,V (Johnson),11.207,0.019,5839,4.49,0.049,1.04,0.96,2.5
WASP-182,b,WASP-182 b,Transit,2019,3.3769848,47.03884,9.528,0.318,311.67325,-41.820889,330.64,11.917,G (Gaia),10.431,0.017,5638,4.22,0.155,1.08,1.34,5.952
WASP-183,b,WASP-183 b,Transit,2019,4.1117771,159.55066,16.477,0.21,163.789,-0.737139,328,12.76,V (Johnson),11.561,0.018,5313,4.45,-0.209,0.78,0.87,14.9
WASP-184,b,WASP-184 b,Transit,2019,5.1817,181.1631,14.908,0.32,209.517042,-30.348139,640,12.567,G (Gaia),11.262,0.023,6000,4.09,0.501,1.23,1.65,4.7
WASP-185,b,WASP-185 b,Transit,2019,9.38755,311.4734,14.011,0.66,214.059625,-19.542278,275,10.895,G (Gaia),9.505,0.017,5900,4.13,0.412,1.12,1.5,6.6
WASP-19,b,WASP-19 b,Transit,2009,0.78883899,339.76027,15.603,0.492,148.417002,-45.659191,270.41,12.59,V (Johnson),10.481,0.023,5568,4.45,-0.096,0.9,1,11.5
WASP-190,b,WASP-190 b,Transit,2019,5.367753,317.83,12.89,0.815,7.709304,-40.573433,550.76,11.633,G (Gaia),,,6400,4.17,0.691,1.35,1.6,
WASP-192,b,WASP-192 b,Transit,2019,2.8786765,731.009,13.787,1.62,223.658708,-38.744528,495,12.535,G (Gaia),11.137,0.021,5910,4.24,0.282,1.09,1.32,5.7
WASP-2,b,WASP-2 b,Transit,2007,2.152175,295.89973,12.117,0.914,307.725542,6.429536,153.89,11.88,V (Johnson),9.632,0.024,5180,4.51,-0.313,0.9,0.87,8.2
WASP-20,b,WASP-20 b,Transit,2015,4.8996284,98.841,16.388,0.132,5.160559,-23.935728,210,10.68,V (Johnson),9.39,0.023,5940,4.23,0.338,1.2,1.39,7
WASP-21,b,WASP-21 b,Transit,2010,4.322482,95.345,11.99,0.32,347.492721,18.396086,260.33,11.58,V (Johnson),9.982,0.017,5800,4.28,0.144,0.89,1.14,12
WASP-22,b,WASP-22 b,Transit,2010,3.53269,212.9461,13.787,0.444,52.818043,-23.819702,320.5,12,V (Johnson),10.318,0.02,6000,4.5,0.245,1.46,1.24,3
WASP-23,b,WASP-23 b,Transit,2010,2.9444256,280.95,10.783,1.17,101.127587,-42.761826,208.74,12.321,G (Gaia),10.45,0.023,5150,4.2,-0.377,0.78,0.77,6.2
WASP-24,b,WASP-24 b,Transit,2010,2.34121,394.1092,15.468,0.622,227.215586,2.343304,325.05,11.306,V (Johnson),10.148,0.023,6075,4.26,0.331,1.43,1.42,3.8
WASP-25,b,WASP-25 b,Transit,2010,3.76483,139.8452,11.994,0.382,195.359879,-27.5222,212.7,11.88,V (Johnson),10.174,0.021,5750,4.5,-0.143,0.67,0.8,0.02
WASP-26,b,WASP-26 b,Transit,2010,2.7566,270.1555,13.563,0.703,4.602897,-15.267305,254.51,10.994,G (Gaia),9.69,0.023,6034,4.44,0.287,0.86,1.22,6
WASP-28,b,WASP-28 b,Transit,2014,3.40883,288.26,13.597,0.676,353.616152,-1.580064,410,12.03,V (Johnson),10.732,0.024,6150,4.37,0.15,1.02,1.09,5
WASP-29,b,WASP-29 b,Transit,2010,3.92273,73.1009,8.631,0.65,357.879538,-39.906719,87.82,10.893,G (Gaia),8.783,0.02,4800,4.5,-0.525,0.77,0.79,14
WASP-3,b,WASP-3 b,Transit,2007,1.84683,772.3269,15.917,0.89,278.631793,35.661533,232.7,10.5,V (Johnson),9.361,0.015,6400,4.25,0.416,1.62,1.44,2.1
WASP-31,b,WASP-31 b,Transit,2010,3.4059096,151.916,17.363,0.172,169.439021,-19.054773,360,11.7,V (Johnson),10.65,0.027,6302,4.76,0.315,1.16,1.25,1
WASP-32,b,WASP-32 b,Transit,2010,2.71866,835.8929,10.761,3.24,3.961682,1.200451,278.17,11.3,V (Johnson),10.161,0.023,6140,4.4,0.193,0.72,0.95,2.22
WASP-33,b,WASP-33 b,Transit,2010,1.21987,665.21819,17.856,0.689,36.712746,37.550484,122.36,8.142,V (Johnson),7.468,0.024,7430,4.5,0.817,1.5,1.44,
WASP-34,b,WASP-34 b,Transit,2010,4.31768,177.9848,11.209,0.412,165.399561,-23.860636,132.59,10.4,V (Johnson),8.792,0.021,5700,4.5,0.039,0.96,0.91,7.8
WASP-35,b,WASP-35 b,Transit,2011,3.16158,225.6593,14.572,0.378,76.081782,-6.229821,203.39,11.01,V (Johnson),9.525,0.021,5990,4.4,0.144,1.05,1.08,5
WASP-36,b,WASP-36 b,Transit,2011,1.53736596,750.39663,14.874,1.26,131.580405,-8.026946,390.64,12.628,G (Gaia),11.294,0.026,5959,4.49,0.001,1.08,0.98,1.4
WASP-37,b,WASP-37 b,Transit,2010,3.577469,572.07,13.002,1.53,221.943987,1.064966,343,12.704,V (Johnson),11.093,0.023,5800,,-0.021,0.93,1,11
WASP-38,b,WASP-38 b,Transit,2010,6.87188,1093.3352,13.787,2.54,243.959845,10.032566,136.77,9.447,V (Johnson),7.998,0.04,6180,4.25,0.453,1.76,1.52,3.29
WASP-39,b,WASP-39 b,Transit,2011,4.055259,88.989,14.235,0.186,217.326702,-3.444534,230,12.11,V (Johnson),10.202,0.023,5400,4.45,-0.199,0.93,0.9,9
WASP-4,b,WASP-4 b,Transit,2007,1.33823147,376.94638,14.807,0.612,353.562841,-42.061428,269.21,12.5,V (Johnson),10.746,0.021,5400,4.47,-0.181,0.86,0.89,7
WASP-41,b,WASP-41 b,Transit,2012,3.0524,270.1555,12.33,0.742,190.618736,-30.63987,164.14,11.6,V (Johnson),9.677,0.019,5545,4.53,-0.195,0.81,0.83,1.2
WASP-41,c,WASP-41 c,Radial Velocity,2015,421,1010.6994,13.1,2.47,190.618736,-30.63987,164.14,11.6,V (Johnson),9.677,0.019,5545,4.53,-0.195,0.81,0.83,1.2
WASP-42,b,WASP-42 b,Transit,2012,4.9816819,167.49641,12.576,0.464,192.981545,-42.073608,178.19,12.57,V (Johnson),10.033,0.022,5315,4.51,-0.361,0.95,0.89,4.4
WASP-43,b,WASP-43 b,Transit,2011,0.813475,565.714,10.424,2.939,154.908372,-9.806276,80,12.4,V (Johnson),9.267,0.026,4400,4.5,-0.866,0.58,0.6,7
WASP-44,b,WASP-44 b,Transit,2011,2.423804,276.5121,12.33,0.811,3.903165,-11.938115,368.31,12.9,V (Johnson),11.341,0.026,5420,4.49,-0.198,0.94,0.91,10.3
WASP-45,b,WASP-45 b,Transit,2011,3.126089,306.38812,10.604,1.418,5.237497,-35.99826,212.48,12,V (Johnson),10.294,0.021,5150,4.5,-0.336,0.85,0.85,12.7
WASP-46,b,WASP-46 b,Transit,2011,1.43036763,607.0553,13.159,1.467,318.736981,-55.87178,379.36,12.9,V (Johnson),11.401,0.026,5600,4.49,-0.111,0.83,0.86,9.6
WASP-47,b,WASP-47 b,Transit,2012,4.1591289,363.1,12.63,0.993,331.203047,-12.018885,266.69,11.9,V (Johnson),10.192,0.026,5552,4.34,0.024,1.04,1.14,6.5
WASP-47,c,WASP-47 c,Radial Velocity,2015,588.5,500,13.5,1.12,331.203047,-12.018885,266.69,11.9,V (Johnson),10.192,0.026,5552,4.34,0.024,1.04,1.14,6.5
WASP-47,d,WASP-47 d,Transit,2015,9.03077,13.1,3.576,1.58,331.203047,-12.018885,266.69,11.9,V (Johnson),10.192,0.026,5552,4.34,0.024,1.04,1.14,6.5
WASP-47,e,WASP-47 e,Transit,2015,0.789592,6.83,1.81,6.35,331.203047,-12.018885,266.69,11.9,V (Johnson),10.192,0.026,5552,4.34,0.024,1.04,1.14,6.5
WASP-48,b,WASP-48 b,Transit,2011,2.14363,254.264,16.814,0.415,291.16233,55.47316,460.14,11.72,V (Johnson),10.372,0.022,5920,4.03,0.58,0.88,1.58,7.9
WASP-49,b,WASP-49 b,Transit,2012,2.78174,117.5971,12.442,0.288,91.089427,-16.965294,195.64,11.36,V (Johnson),9.749,0.021,5600,4.5,-0.053,0.92,0.97,11.9
WASP-5,b,WASP-5 b,Transit,2008,1.6284279,502.15,12.184,1.64,359.348991,-41.277149,311.88,12.3,V (Johnson),10.598,0.023,5700,4.39,0.063,0.96,1.03,5.4
WASP-50,b,WASP-50 b,Transit,2011,1.9551,466.8287,13.07,1.325,43.688073,-10.89808,185.82,11.6,V (Johnson),9.969,0.021,5400,4.54,-0.198,0.89,0.84,7
WASP-52,b,WASP-52 b,Transit,2012,1.7497798,146.2,14.24,0.29,348.494748,8.761262,140,12,V (Johnson),10.086,0.024,5000,4.58,-0.378,0.87,0.79,0.4
WASP-53,b,WASP-53 b,Transit,2017,3.3098443,677.61356,12.038,2.28,31.909203,-20.661839,202.51,12.347,G (Gaia),10.39,0.021,4953,4.55,-0.463,0.84,0.8,
