host_star_name,exoplanet_name,disc_year,earth_mass,earth_radii,solar_mass,solar_rad,dist_parsec,orbital_period
HATS-5,HATS-5 b,2014,75.323,10.223,0.94,0.87,257,4.763387
HATS-50,HATS-50 b,2017,123.9537,12.666,1.17,1.12,717,3.8297015
HATS-51,HATS-51 b,2017,244.09344,15.805,1.19,1.44,478,3.3488702
HATS-52,HATS-52 b,2017,711.9392,15.491,1.11,1.05,631,1.36665436
HATS-53,HATS-53 b,2017,189.10885,15.02,0.96,1.1,613,3.8537768
HATS-54,HATS-54 b,2019,241.5508,11.96,1.1,1.32,769,2.5441828
HATS-55,HATS-55 b,2019,292.72143,14.022,1.2,1.13,623.6,4.2042001
HATS-56,HATS-56 b,2019,191.33366,18.921,1.57,2.2,577.1,4.324799
HATS-57,HATS-57 b,2019,1000.21101,12.767,1.03,0.96,280,2.350621
HATS-58 A,HATS-58 A b,2019,327.3649,12.274,1.46,1.43,492,4.2180896
HATS-59,HATS-59 b,2018,256.17098,12.621,1.04,1.04,654.88,5.416081
HATS-59,HATS-59 c,2018,4036.441,12.3,1.04,1.04,654.88,1422
HATS-6,HATS-6 b,2015,101.38777,11.187,0.57,0.57,148.4,3.3252725
HATS-60,HATS-60 b,2018,210.40346,12.924,1.1,1.46,494.3,3.560829
HATS-61,HATS-61 b,2018,1080.622,13.395,1.08,1.66,694,7.817953
HATS-62,HATS-62 b,2018,56.89157,11.825,0.9,0.93,516.8,3.2768837
HATS-63,HATS-63 b,2018,305.1168,13.529,0.93,1.07,634.8,3.0566527
HATS-64,HATS-64 b,2018,305.1168,18.82,1.56,2.11,1083,4.908897
HATS-65,HATS-65 b,2018,260.93843,16.825,1.26,1.31,495,3.105161
HATS-66,HATS-66 b,2018,1694.0339,15.816,1.41,1.84,1538,3.1414391
HATS-67,HATS-67 b,2018,460.8535,18.887,1.44,1.44,982,1.6091788
HATS-68,HATS-68 b,2018,410.0007,13.809,1.35,1.75,618.2,3.5862202
HATS-69,HATS-69 b,2018,183.38791,10.593,0.89,0.88,420.3,2.2252577
HATS-7,HATS-7 b,2015,38.1396,6.311,0.85,0.81,257,3.185315
HATS-70,HATS-70 b,2019,4100.007,15.513,1.78,1.88,1307,1.8882378
HATS-8,HATS-8 b,2015,43.86054,9.785,1.06,1.09,829,3.583893
HATS-9,HATS-9 b,2015,266.02371,13.85,1.1,1.56,654.36,1.915291
HD 100546,HD 100546 b,2014,239000,77.342,2.4,,110.02,
HD 100655,HD 100655 b,2011,511.7063,13.5,2.28,10.06,137.72,157.57001
HD 100777,HD 100777 b,2007,327.3649,13.8,0.83,1.04,49.6,383.70001
HD 10180,HD 10180 c,2010,13.22173,3.7,1.06,1.11,39,5.75969
HD 10180,HD 10180 d,2010,12.01397,3.49,1.06,1.11,39,16.357
HD 10180,HD 10180 e,2010,25.58532,5.46,1.06,1.11,39,49.748
HD 10180,HD 10180 f,2010,22.94733,5.12,1.06,1.11,39,122.744
HD 10180,HD 10180 g,2010,23.26516,5.16,1.06,1.11,39,604.67
HD 10180,HD 10180 h,2010,65.66368,9.5,1.06,1.11,39,2205
HD 101930,HD 101930 b,2005,79.4575,10.6,0.57,0.86,30.05,70.46
HD 102117,HD 102117 b,2005,54.0311,8.47,1.06,1.23,39.62,20.8133
HD 102195,HD 102195 b,2006,130.3103,14.2,0.76,0.82,29.36,4.11377
HD 102272,HD 102272 b,2008,1570.0802,12.9,1.45,10.3,350.01,127.58
HD 102329,HD 102329 b,2011,2593.4928,12.6,3.21,9.82,218.42,778.09998
HD 102329,HD 102329 c,2018,483.1016,13.5,3.21,9.82,218.42,1123
HD 102365,HD 102365 b,2010,16,4.14,0.85,0.9,9.29,122.1
HD 102843,HD 102843 b,2019,113.9,13.1,0.95,0.96,62.87,3090.942
HD 102956,HD 102956 b,2010,305.1168,13.8,1.66,4.55,122.32,6.4947
HD 103197,HD 103197 b,2009,28.6047,5.83,0.8,0.88,57.24,47.84
HD 103720,HD 103720 b,2014,197.046,14.1,0.79,0.73,41.6,4.5557
HD 103774,HD 103774 b,2013,116,13.3,1.33,1.58,56.5,5.8881
HD 103949,HD 103949 b,2019,11.2,3.35,0.77,0.75,26.52,120.878
HD 104067,HD 104067 b,2009,50.8528,8.18,0.62,0.74,20.38,55.806
HD 10442,HD 10442 b,2014,472.61321,13.6,1.01,1.97,135.89,1032.3
HD 104985,HD 104985 b,2003,2637.9,12.6,2.3,11,100.86,199.505
HD 106252,HD 106252 b,2002,2202.5619,12.7,1.01,1.1,38.23,1531
HD 106270,HD 106270 b,2011,3219.6179,12.5,1.39,2.66,94.06,1888
HD 106315,HD 106315 b,2017,12.6,2.44,1.09,1.3,109,9.55237
HD 106315,HD 106315 c,2017,15.2,4.35,1.09,1.3,109,21.05704
HD 10647,HD 10647 b,2006,298.75,13.8,1.11,1.1,17.34,989.2
HD 106515 A,HD 106515 A b,2012,3054.22,12.5,0.97,1.62,34.12,3630
HD 106906,HD 106906 b,2013,3496,12.4,1.5,2.03,103.33,
HD 10697,HD 10697 b,1999,2028.70889,12.7,1.13,1.79,33.15,1075.69
HD 107148,HD 107148 b,2005,66.741,9.6,1.12,1.15,49.49,48.056
HD 108147,HD 108147 b,2002,82.95,10.9,1.27,1.23,38.96,10.8985
HD 108341,HD 108341 b,2014,1112.4,13.1,0.84,0.79,49.4,1129
HD 108863,HD 108863 b,2011,767.24162,13.3,1.59,5.74,165.52,437.7
HD 108874,HD 108874 b,2002,451.3186,13.6,1.1,1.05,59.62,394.48123
HD 108874,HD 108874 c,2005,314.64,13.8,1.1,1.05,59.62,1624
HD 109246,HD 109246 b,2010,273.3338,13.9,1.2,1.07,67.97,68.27
HD 109271,HD 109271 b,2013,17.162,4.31,1.05,1.29,55.96,7.8543
HD 109271,HD 109271 c,2013,24.154,5.27,1.05,1.29,55.96,30.93
HD 109749,HD 109749 b,2005,85.8141,11.1,1.13,1.22,63.2,5.239891
HD 110014,HD 110014 b,2009,3524.59,12.4,2.17,20.9,100.98,835.477
HD 111232,HD 111232 b,2003,2269.3062,12.7,0.84,0.9,28.98,1143
HD 111591,HD 111591 b,2017,1398.452,12.9,1.94,8.03,114.54,1056.4
HD 111998,HD 111998 b,2016,1433.4133,12.9,1.18,1.45,33.26,825.9
HD 113337,HD 113337 b,2013,899.42,13.2,1.4,1.5,36.22,324
HD 113538,HD 113538 b,2010,114.41,13.2,0.58,0.53,15.9,663.2
HD 113538,HD 113538 c,2010,295.57,13.8,0.58,0.53,15.9,1818
HD 113996,HD 113996 b,2017,2002.329,12.7,1.49,25.11,116.34,610.2
HD 114386,HD 114386 b,2003,362.3262,13.7,0.6,0.76,27.95,937.70001
HD 114613,HD 114613 b,2014,113.46531,13.1,1.27,2.14,20.29,4000
HD 114729,HD 114729 b,2002,262.20975,13.9,0.94,1.47,37.85,1121.79
HD 114762,HD 114762 b,1989,3397.6027,12.44,0.8,1.2,40.23,83.9151
HD 114783,HD 114783 b,2001,349.6,13.7,0.85,0.83,20.4,493.7
HD 114783,HD 114783 c,2018,194.19413,14.1,0.85,0.83,20.4,4319
HD 11506,HD 11506 b,2007,1535.1189,12.9,1.24,1.34,51.34,1622.1
HD 11506,HD 11506 c,2008,129.67464,14.2,1.24,1.34,51.34,223.41
HD 116029,HD 116029 b,2011,444.962,13.6,0.83,4.89,123.68,670
HD 116029,HD 116029 c,2018,403.6441,13.7,0.83,4.89,123.68,907
HD 117207,HD 117207 b,2004,612.14058,13.4,1.05,1.07,32.38,2621.75
HD 11755,HD 11755 b,2015,1789.3829,12.8,0.72,20.58,236.64,433.70001
HD 117618,HD 117618 b,2004,55.30242,8.59,1.08,1.2,37.82,25.8
HD 118203,HD 118203 b,2005,886.7457,13.2,1.84,2.06,92.51,6.1335
HD 119130,HD 119130 b,2019,24.5,2.63,1,1.09,114.29,16.9841
HD 11964,HD 11964 b,2005,198,14.1,1.12,1.95,33.57,1945
HD 11964,HD 11964 c,2008,25,5.38,1.12,1.95,33.57,37.91
HD 11977,HD 11977 b,2005,2080,12.7,1.91,10.09,68.05,711
HD 120084,HD 120084 b,2013,1430.2,12.9,2.39,9.12,103.35,2082
HD 121504,HD 121504 b,2003,479.9233,13.6,1.62,1.07,41.71,63.33
HD 12484,HD 12484 b,2016,947.1334,13.2,1.01,1,51.1,58.83
HD 125390,HD 125390 b,2019,7043.1128,12,1.36,6.47,154.33,1756.2
HD 125595,HD 125595 b,2009,6.3566,2.4,0.29,0.74,28.22,9.6737
HD 125612,HD 125612 b,2007,985.273,13.1,1.11,1.05,57.72,557.04
HD 125612,HD 125612 c,2009,17.48065,4.36,1.11,1.05,57.72,4.15514
HD 125612,HD 125612 d,2009,2313.8024,12.6,1.11,1.05,57.72,2835
HD 12648,HD 12648 b,2015,622.9468,13.4,0.67,11.02,183.15,133.60001
HD 126525,HD 126525 b,2018,75.32571,10.3,0.9,0.98,37.69,960.41
HD 12661,HD 12661 b,2000,772.3269,13.3,1.2,1.2,37.89,262.70862
HD 12661,HD 12661 c,2002,575.884,13.4,1.2,1.2,37.89,1708
HD 126614,HD 126614 b,2009,130.3103,14.2,1.26,1.32,73.25,1244
HD 128311,HD 128311 b,2002,562.24127,13.5,0.83,0.76,16.52,453.019
HD 128311,HD 128311 c,2005,1204.25787,13,0.83,0.76,16.52,921.538
HD 128356,HD 128356 b,2016,282.8687,13.9,0.65,0.85,26.03,298.2
HD 129445,HD 129445 b,2009,508.507,13.5,0.99,1.18,67.57,1840
HD 130322,HD 130322 b,1999,365.49,13.7,0.92,0.85,31.91,10.70871
HD 131496,HD 131496 b,2011,572.094,13.4,1.34,4.44,132.34,896
HD 131664,HD 131664 b,2008,6076.9096,12.1,1.19,1.08,52.89,1951
HD 13167,HD 13167 b,2018,1052.0173,13.1,1.35,2.39,149.57,2613
HD 13189,HD 13189 b,2005,3480.2385,12.4,2.24,38.41,504.71,471.60001
HD 132406,HD 132406 b,2007,1709.9254,12.8,1.03,1.34,70.93,974
HD 132563,HD 132563 b,2011,473.547,13.6,1.08,1.09,105.47,1544
HD 133131 A,HD 133131 A b,2016,451.3186,13.6,0.95,0.94,47,649
HD 133131 A,HD 133131 A c,2016,133.4886,14.3,0.95,0.94,47,3568
HD 133131 B,HD 133131 B b,2016,794.575,13.3,0.93,0.99,47,5769
HD 134060,HD 134060 b,2019,10.1,3.16,1.09,1.16,24.2,3.2696
HD 134060,HD 134060 c,2019,29.29,5.91,1.09,1.16,24.2,1291.5646
HD 134987,HD 134987 b,1999,511.7063,13.5,1.1,1.22,26.2,258.17999
HD 134987,HD 134987 c,2009,260,13.9,1.1,1.22,26.2,5000
HD 136352,HD 136352 b,2019,4.81,2.04,0.81,1.04,14.81,11.5824
HD 136352,HD 136352 c,2019,10.8,3.28,0.81,1.04,14.81,27.5821
HD 136352,HD 136352 d,2019,8.58,2.87,0.81,1.04,14.81,107.5983
HD 136418,HD 136418 b,2009,680.1562,13.3,1.48,3.78,105.49,464.29999
HD 13724,HD 13724 b,2019,8508.3091,11.9,1.14,1.07,43.52,14763.405
HD 137388,HD 137388 b,2011,63.566,9.32,0.68,0.88,40.53,330
HD 13908,HD 13908 b,2013,274.91,13.9,1.29,1.67,79.73,19.382
HD 13908,HD 13908 c,2013,1630.4,12.8,1.29,1.67,79.73,931
HD 13931,HD 13931 b,2009,699.226,13.3,1.3,1.25,47.46,4218
HD 139357,HD 139357 b,2008,3101.89,12.5,1.35,11.47,112.45,1125.7
HD 1397,HD 1397 b,2018,131.89945,11.5,1.32,2.34,79.75,11.53533
HD 14067,HD 14067 b,2014,2479,12.6,2.4,12.4,142.6,1455
HD 141399,HD 141399 b,2014,143.34133,14.3,1.07,1.39,36.2,94.44
HD 141399,HD 141399 c,2014,422.7139,13.6,1.07,1.39,36.2,201.99
HD 141399,HD 141399 d,2014,375.0394,13.7,1.07,1.39,36.2,1069.8
HD 141399,HD 141399 e,2014,209.7678,14.1,1.07,1.39,36.2,5000
HD 141937,HD 141937 b,2002,3079.7727,12.5,1.09,1.03,33.39,653.21997
HD 142,HD 142 b,2001,397.27,13.7,1.23,1.47,26.21,349.7
HD 142,HD 142 c,2012,1684.4,12.8,1.23,1.47,26.21,6005
HD 142022 A,HD 142022 A b,2005,1411.1652,12.9,0.9,1.04,34.31,1928
HD 142245,HD 142245 b,2011,975.7381,13.1,3.5,4.63,97.5,1299
HD 142415,HD 142415 b,2003,530.7761,13.5,1.07,1.04,35.57,386.29999
HD 143105,HD 143105 b,2016,384.5743,13.7,1.51,1.65,48.7,2.1974
HD 143361,HD 143361 b,2008,1122.57556,13.1,0.97,0.92,68.65,1039.15
HD 145377,HD 145377 b,2008,1913.3366,12.8,1.2,1.05,53.57,103.95
HD 145457,HD 145457 b,2010,708.7609,13.3,1.23,10.52,135.82,176.3
HD 145934,HD 145934 b,2015,724.62,13.3,1.75,5.38,229.35,2730
HD 1461,HD 1461 b,2010,6.44,2.42,1.02,1.24,23.47,5.77152
HD 1461,HD 1461 c,2015,5.59,2.23,1.02,1.24,23.47,13.5052
HD 147018,HD 147018 b,2009,674,13.4,0.93,0.94,42.96,44.236
HD 147018,HD 147018 c,2009,2080,12.7,0.93,0.94,42.96,1008
HD 147379,HD 147379 b,2017,28.55,5.82,0.6,0.57,10.77,86.78
HD 147513,HD 147513 b,2003,385,13.7,1.11,0.98,12.91,528.4
HD 14787,HD 14787 b,2018,356.28743,13.7,1.43,5.01,119.54,676.6
HD 147873,HD 147873 b,2016,1633.6462,12.8,1.38,2.29,109.38,116.596
HD 147873,HD 147873 c,2016,731.009,13.3,1.38,2.29,109.38,491.54
HD 148156,HD 148156 b,2009,270.144,13.9,1.22,1.21,57.22,1027
HD 148164,HD 148164 b,2018,390.9309,13.7,1.21,1.34,77.37,328.55
HD 148164,HD 148164 c,2018,1640.0028,12.8,1.21,1.34,77.37,5062
HD 148284,HD 148284 b,2018,10710.871,11.8,1.07,1.48,121.61,339.331
HD 148427,HD 148427 b,2009,413.179,13.6,1.64,3.86,71.5,331.5
HD 149026,HD 149026 b,2005,120.7754,8.295,1.42,1.41,76.03,2.87589
HD 149143,HD 149143 b,2005,422.7139,13.6,1.2,1.44,73.43,4.07182
HD 1502,HD 1502 b,2011,874.0325,13.2,1.46,4.67,191.96,428.5
HD 150706,HD 150706 b,2012,861.28,13.2,1.17,0.96,28.29,5894
HD 152079,HD 152079 b,2009,845.74563,13.2,1.15,1.13,88.11,2918.92
HD 152581,HD 152581 b,2011,594.02427,13.4,1.3,5.14,166.54,686.5
HD 15337,HD 15337 b,2019,7.51,1.64,0.9,0.86,44.87,4.75615
HD 15337,HD 15337 c,2019,8.11,2.39,0.9,0.86,44.87,17.1784
HD 153950,HD 153950 b,2008,937.5985,13.2,1.25,1.28,48.52,499.39999
HD 154345,HD 154345 b,2006,260.6206,13.9,0.71,0.85,18.29,3341.55884
HD 154672,HD 154672 b,2008,1706.7471,12.8,1.18,1.32,63.16,163.94
HD 154857,HD 154857 b,2004,778.6835,13.3,1.96,2.3,63.56,408.60001
HD 154857,HD 154857 c,2014,819.97,13.2,1.96,2.3,63.56,3452
HD 155233,HD 155233 b,2015,826.358,13.2,1.69,5.03,75.13,818.8
HD 155358,HD 155358 b,2007,314.6517,13.8,1.15,1.38,43.67,194.3
HD 155358,HD 155358 c,2007,261,13.9,1.15,1.38,43.67,391.9
HD 156279,HD 156279 b,2011,3140.1604,12.5,0.95,0.95,36.23,131.05
HD 156279,HD 156279 c,2018,2733.338,12.6,0.95,0.95,36.23,4191
HD 156411,HD 156411 b,2009,235.18,14,1.25,2.16,56.96,842.2
HD 156668,HD 156668 b,2010,4.15,1.87,0.77,0.72,24.35,4.6455
HD 156846,HD 156846 b,2007,3391.2461,12.4,1.38,1.9,47.8,359.51001
HD 158038,HD 158038 b,2011,486.2799,13.5,1.3,4.5,95.12,521
HD 158996,HD 158996 b,2018,4449.62,12.3,1.8,50.3,285.91,820.2
HD 159243,HD 159243 b,2013,359.13,13.7,1.12,1.12,73.46,12.62
HD 159243,HD 159243 c,2013,603.9,13.4,1.12,1.12,73.46,248.4
HD 159868,HD 159868 b,2006,704.94694,13.3,1.19,2.13,55.94,1184.1
HD 159868,HD 159868 c,2012,244.09344,14,1.19,2.13,55.94,351
HD 1605,HD 1605 b,2015,296.85322,13.8,1.33,3.49,89.03,577.2
HD 1605,HD 1605 c,2015,1150.5446,13,1.33,3.49,89.03,2149
HD 160691,HD 160691 b,2000,532.68308,13.5,1.08,1.33,15.61,643.25
HD 160691,HD 160691 c,2004,576.519,13.4,1.08,1.33,15.61,4205.8
HD 160691,HD 160691 d,2004,10.5547,3.24,1.08,1.33,15.61,9.6386
HD 160691,HD 160691 e,2006,165.8685,14.2,1.08,1.33,15.61,310.55
HD 16141,HD 16141 b,2000,82.6358,10.9,1.11,1.48,37.83,75.523
HD 16175,HD 16175 b,2009,1620.933,12.8,1.63,1.72,59.96,990
HD 162020,HD 162020 b,2002,3127.4472,12.5,0.42,0.75,30.85,8.4282
HD 163607,HD 163607 b,2010,249.05159,13.9,1.12,1.76,67.92,75.2203
HD 163607,HD 163607 c,2010,699.54383,13.3,1.12,1.76,67.92,1272
HD 16417,HD 16417 b,2008,22.1,5,1.2,1.64,25.41,17.24
HD 164509,HD 164509 b,2010,140.79869,14.3,1.12,1.11,53.19,280.17
HD 164595,HD 164595 b,2015,16.14,4.16,0.99,1.02,28.28,40
HD 164604,HD 164604 b,2009,635,13.4,0.77,0.77,39.41,641.472
HD 164922,HD 164922 b,2005,98.5273,12.1,0.76,0.97,22.02,1155
HD 164922,HD 164922 c,2016,12.9,3.64,0.76,0.97,22.02,75.765
HD 165155,HD 165155 b,2016,918.5287,13.2,1.02,0.95,63.47,434.5
HD 1666,HD 1666 b,2015,2040,12.7,1.5,1.93,118.31,270
HD 166724,HD 166724 b,2012,1121.89,13.1,0.81,0.8,45.19,5144
HD 167042,HD 167042 b,2007,540.29,13.5,1.5,4.5,49.73,420.77
HD 168443,HD 168443 b,1998,2434.157,12.6,0.99,1.51,39.67,58.11247
HD 168443,HD 168443 c,2000,5464.221,12.2,0.99,1.51,39.67,1749.83
HD 168746,HD 168746 b,2002,85.8141,11.1,1.07,1.09,41.62,6.404
HD 1690,HD 1690 b,2010,2793.7257,12.5,1.86,21.66,769.37,533
HD 169830,HD 169830 b,2000,915.31,13.2,1.4,1.97,37.64,225.62
HD 169830,HD 169830 c,2003,1283.98,13,1.4,1.97,37.64,2102
HD 170469,HD 170469 b,2007,209.7678,14.1,1.1,1.24,60.28,1145
HD 17092,HD 17092 b,2007,3219.6179,12.5,6.73,13.58,229.89,359.89999
HD 171028,HD 171028 b,2007,832.7146,13.2,1.53,2.47,112.01,550
HD 171238,HD 171238 b,2009,864.4976,13.2,0.96,1.01,44.87,1532
HD 17156,HD 17156 b,2007,1115.5833,12.33,1.41,1.55,78.26,21.21663
HD 173416,HD 173416 b,2008,858.1,13.2,2,13.5,132.68,323.6
HD 175167,HD 175167 b,2009,2850.9351,12.5,1.37,1.75,71.23,1290
HD 175541,HD 175541 b,2007,190.06234,14.1,1.39,4.19,130.08,298.43
HD 175607,HD 175607 b,2015,8.98,2.94,0.71,0.7,40.38,29.01
HD 17674,HD 17674 b,2017,276.5121,13.9,0.98,1.18,44.48,623.8
HD 176986,HD 176986 b,2017,5.74,2.26,0.79,0.78,27.81,6.4898
HD 176986,HD 176986 c,2017,9.18,2.98,0.79,0.78,27.81,16.8191
HD 177565,HD 177565 b,2017,15.1,4,1,0.97,16.93,44.505
HD 177830,HD 177830 b,1999,537.1327,13.5,1.7,3.26,62.88,410.10001
HD 177830,HD 177830 c,2010,47.6725,7.87,1.7,3.26,62.88,110.9
HD 178911 B,HD 178911 B b,2001,2552.1749,12.6,1.24,1.08,41.02,71.484
HD 179079,HD 179079 b,2008,25.74423,5.48,1.14,1.63,69.85,14.479
HD 179949,HD 179949 b,2000,291.12,13.9,1.21,1.25,27.48,3.092514
HD 180053,HD 180053 b,2018,697.31902,13.3,1.75,4.06,137.59,213.72
HD 18015,HD 18015 b,2018,1010.6994,13.1,1.49,3.13,124.24,2278
HD 180314,HD 180314 b,2010,6397.9179,12.1,2.2,8.13,122.79,396.03
HD 180617,HD 180617 b,2018,12.2,3.53,0.45,0.45,5.91,105.9
HD 180902,HD 180902 b,2009,535.54355,13.5,1.41,4.16,104.89,510.9
HD 181234,HD 181234 b,2019,2660.2371,12.6,1.01,1.05,47.81,7462.0575
HD 181342,HD 181342 b,2009,807.2882,13.2,1.69,4.71,120.81,564.1
HD 181433,HD 181433 b,2008,6.3566,2.4,0.63,0.79,26.9,9.3743
HD 181433,HD 181433 c,2008,203,14.1,0.63,0.79,26.9,962
HD 181433,HD 181433 d,2008,171,14.2,0.63,0.79,26.9,2172
HD 181720,HD 181720 b,2009,127.132,14,1.03,1.5,60.31,956
HD 183263,HD 183263 b,2004,1255.4285,13,1.31,1.23,54.28,626.51599
HD 183263,HD 183263 c,2008,1134.61,13,1.31,1.23,54.28,3070
HD 185269,HD 185269 b,2006,321.0083,13.8,1.3,2,52.07,6.83776
HD 187085,HD 187085 b,2006,265.70588,13.9,1.19,1.27,45.96,1019.74
HD 187123,HD 187123 b,1998,166.218,14.2,1,1.16,46.02,3.0965828
HD 187123,HD 187123 c,2008,632.46,13.4,1,1.16,46.02,3810
HD 18742,HD 18742 b,2011,1080.622,13.1,1.36,5.13,163.37,766
HD 188015,HD 188015 b,2004,476.72,13.6,1.09,1.1,50.74,461.2
HD 189733,HD 189733 b,2005,359.1479,12.666,0.79,0.75,19.78,2.21857567
HD 190360,HD 190360 b,2003,489.4582,13.5,0.99,1.14,16.01,2915.03687
HD 190360,HD 190360 c,2005,19.069,4.59,0.99,1.14,16.01,17.111
HD 190647,HD 190647 b,2007,630.89255,13.4,1.07,1.38,54.56,1176.45
HD 190984,HD 190984 b,2009,985.2,13.1,0.91,1.53,148.81,4885
HD 191806,HD 191806 b,2016,2707.9116,12.6,1.14,1.4,65.79,1606.3
HD 192263,HD 192263 b,1999,177.9848,14.2,0.66,0.74,19.65,24.3556
HD 192310,HD 192310 b,2011,16.9,4.27,0.8,0.81,8.8,74.72
HD 192310,HD 192310 c,2011,24,5.25,0.8,0.81,8.8,525.8
HD 192699,HD 192699 b,2007,666.17168,13.4,1.38,4.41,72.01,340.94
HD 195019,HD 195019 b,1998,1264.9634,13,1.21,1.48,37.71,18.20132
HD 196050,HD 196050 b,2002,1010.6994,13.1,1.31,1.42,50.75,1378
HD 196067,HD 196067 b,2012,2192.9,12.7,1.29,1.73,39.98,3638
HD 196885 A,HD 196885 A b,2007,819.97,13.2,1.28,1.31,34.2,1333
HD 197037,HD 197037 b,2012,251,13.9,1.11,1.1,33,1035.7
HD 19994,HD 19994 b,2003,435.41,13.6,1.36,1.84,22.54,466.2
HD 20003,HD 20003 b,2019,11.66,3.43,0.88,0.92,43.8,11.8482
HD 20003,HD 20003 c,2019,14.44,3.89,0.88,0.92,43.8,33.9239
HD 200964,HD 200964 b,2010,508.21017,13.5,1.39,4.92,72.74,606.3
HD 200964,HD 200964 c,2010,385.84562,13.7,1.39,4.92,72.74,852.5
HD 202206,HD 202206 c,2004,5689.157,12.2,1.27,1.03,46.03,1260
HD 202696,HD 202696 b,2019,634.38868,,1.91,6.43,189.56,517.8
HD 202696,HD 202696 c,2019,592.43512,,1.91,6.43,189.56,946.6
HD 202772 A,HD 202772 A b,2019,323.23311,17.318,1.72,2.59,147.2,3.308958
HD 203030,HD 203030 b,2006,7656.097,12,,0.86,39.29,
HD 203473,HD 203473 b,2018,2479.074,12.6,1.12,1.33,72.79,1552.9
HD 2039,HD 2039 b,2002,1999.1507,12.7,1.23,1.19,85.9,1120
HD 204313,HD 204313 b,2010,1099.6918,13.1,1.03,1.1,47.86,1920.09998
HD 204313,HD 204313 c,2015,17.6,4.38,1.03,1.1,47.86,34.905
HD 204941,HD 204941 b,2011,73.1009,10.1,0.58,0.78,28.74,1733
HD 205739,HD 205739 b,2008,435.41,13.6,1.22,1.33,92.74,279.8
HD 206255,HD 206255 b,2019,34.2,6.47,1.42,2.22,75.4,96.045
HD 206610,HD 206610 b,2009,647.10188,13.4,1.55,6.12,147.78,673.2
HD 20781,HD 20781 b,2019,1.93,1.21,0.7,0.83,35.37,5.3135
HD 20781,HD 20781 c,2019,5.33,2.17,0.7,0.83,35.37,13.8905
HD 20781,HD 20781 d,2019,10.61,3.25,0.7,0.83,35.37,29.158
HD 20781,HD 20781 e,2019,14.03,3.83,0.7,0.83,35.37,85.5073
HD 20782,HD 20782 b,2006,472.83,13.6,1.07,1.11,36.02,597.0643
HD 207832,HD 207832 b,2012,177.9848,14.2,1.05,0.89,59.03,160.07
HD 207832,HD 207832 c,2012,232.0159,14,1.05,0.89,59.03,1155.7
HD 20794,HD 20794 b,2011,2.7,1.45,0.7,0.92,6,18.315
HD 20794,HD 20794 c,2011,2.4,1.35,0.7,0.92,6,40.114
HD 20794,HD 20794 d,2011,4.8,2.04,0.7,0.92,6,90.309
HD 20794,HD 20794 e,2017,4.77,2.03,0.7,0.92,6,147.02
HD 208487,HD 208487 b,2004,165.265,14.2,1.13,1.2,44,130.08
HD 208527,HD 208527 b,2012,3146.4,12.5,1.6,51.1,314.48,875.5
HD 20868,HD 20868 b,2008,397.2875,13.7,0.39,0.76,47.79,380.85001
HD 208897,HD 208897 b,2017,444.962,13.6,1.25,4.98,64.68,352.7
HD 209458,HD 209458 b,1999,232.0159,15.581,1.23,1.19,48.37,3.52474859
HD 210193,HD 210193 b,2019,153.1,14.3,1.04,1.06,42.25,649.918
HD 210277,HD 210277 b,1998,410.0007,13.6,1.01,1.07,21.31,442.19
HD 210702,HD 210702 b,2007,574.63664,13.4,1.61,4.92,54.28,354.1
HD 211810,HD 211810 b,2018,212.9461,14,1.03,1.13,64.76,1558
HD 211970,HD 211970 b,2019,13,3.66,0.61,0.57,13,25.201
HD 212301,HD 212301 b,2005,162.0933,14.2,1.55,1.16,54.32,2.24571
HD 212771,HD 212771 b,2009,759.6137,13.3,1.56,5.27,111.51,380.7
HD 213240,HD 213240 b,2001,1773.4914,12.8,1.57,1.51,40.92,882.70001
HD 213885,HD 213885 b,2019,8.83,1.745,1.07,1.1,47.97,1.008035
HD 213885,HD 213885 c,2019,19.95,4.71,1.07,1.1,47.97,4.78503
HD 21411,HD 21411 b,2019,65.9,9.52,0.89,0.78,29.16,84.288
HD 214823,HD 214823 b,2016,6451.949,12.1,1.31,2.04,101.66,1854.4
HD 215152,HD 215152 b,2018,1.819,1.19,0.77,0.73,21.61,5.75999
HD 215152,HD 215152 c,2018,1.72,1.17,0.77,0.73,21.61,7.28243
HD 215152,HD 215152 d,2018,2.801,1.48,0.77,0.73,21.61,10.86499
HD 215152,HD 215152 e,2018,2.877,1.51,0.77,0.73,21.61,25.1967
HD 215497,HD 215497 b,2009,6.3566,2.4,0.67,0.85,40.59,3.93404
HD 215497,HD 215497 c,2009,104.3,12.5,0.67,0.85,40.59,567.94
HD 216435,HD 216435 b,2002,400.4,13.7,1.3,1.8,33.01,1311
HD 216437,HD 216437 b,2002,706.53609,13.3,1.17,1.39,26.71,1334.28
HD 216536,HD 216536 b,2015,333.7215,13.8,0.81,9.83,380.33,148.60001
HD 216770,HD 216770 b,2003,181.1631,14.1,0.74,0.93,36.7,118.45
HD 21693,HD 21693 b,2019,8.23,2.8,0.8,0.91,32.38,22.6786
HD 21693,HD 21693 c,2019,17.37,4.34,0.8,0.91,32.38,53.7357
HD 217107,HD 217107 b,1998,413.179,13.6,1,1.11,20.07,7.12682
HD 217107,HD 217107 c,2005,826.32,13.2,1,1.11,20.07,4270
GJ 143,HD 21749 c,2019,3.7,0.892,0.73,0.69,16.33,7.78993
